[00:00:02--00:00:06] 不能称作是AI Bubble
[00:00:06--00:00:07] 更像是AI War
[00:00:07--00:00:10] AI可能就是得看作
[00:44:18--00:44:21] Agent要处理的常委数据量很大
[00:44:21--00:44:22] 而且解决常委问题呢
[00:44:22--00:44:24] 需要的时间很久
[00:44:24--00:44:25] 那个
[00:44:25--00:44:28] 之前大家有句话叫模型级产品
[00:44:28--00:44:29] 但其实后面还有句话
[00:44:29--00:44:31] 叫数据级模型
[00:44:31--00:44:33] 就是模型级产品数据级模型
[00:44:33--00:44:36] 我觉得这个是一个比较强烈的感受
[00:44:36--00:44:38] 然后
[00:44:38--00:44:39] 就关于AGI这个问题啊
[00:44:39--00:44:42] 我们听过一个rumor就是说
[00:44:42--00:44:43] Sam最近也在内部说
[00:44:43--00:44:45] 先忘掉AGI
[00:44:45--00:44:47] 这个
[00:44:47--00:44:49] 当你过去一段时间
[00:44:49--00:44:51] 搞明白了模型公司
[00:44:51--00:44:52] 怎么弄数据之后呢
[00:44:52--00:44:55] 大家都带很大的力气去搞数据
[00:44:55--00:44:57] 我觉得
[00:44:57--00:45:00] 这让我对AGI需要的时间
[00:45:00--00:45:02] 这个预期肯定是拉长了一些
[00:45:02--00:45:04] Agent的落地呢
[00:45:04--00:45:06] 需要的时间更久一些
[00:45:06--00:45:08] 但是在局部
[00:45:08--00:45:10] 知识工作者这个群体可能很快的
[00:45:10--00:45:11] 比如说coding对吧
[00:45:11--00:45:13] 所以我觉得现实一点的说
[00:45:13--00:45:16] 就说在知识工作者这个群体
[00:45:16--00:45:19] 局部的实现L3或L4的体验
[00:45:19--00:45:20] 是能看得到的
[00:45:20--00:45:23] 比如说chat gpt做信息获取对吧
[00:45:23--00:45:24] coding agent
[00:45:24--00:45:27] office ppt excel agent对吧
[00:45:27--00:45:28] 投研的agent
[00:45:28--00:45:31] 我觉得围绕知识工作者这个群体
[00:45:31--00:45:33] 是能挖出来更多像coding一样的
[00:45:33--00:45:34] 金矿的吧
[00:45:34--00:45:36] 所以
[00:45:36--00:45:38] 所以这个结论就是说
[00:45:38--00:45:41] 局部的L3 L4
[00:45:41--00:45:42] 确定性非常高
[00:45:42--00:45:44] 很难整体的到L4
[00:45:44--00:45:47] 但即便是现有的两个方式
[00:45:47--00:45:49] 就是预训练和标数据
[00:45:49--00:45:51] 标数据做rl这些
[00:45:51--00:45:53] 我觉得有可能也能让ai系统
[00:45:53--00:45:57] 比绝大多数的白领知识工作者效率高很多
[00:45:57--00:45:59] 也是有很高的经济价值的
[00:45:59--00:46:02] 但能不能真正意义上吃到那个工资的预算
[00:46:02--00:46:06] 或者说大规模的解决人类的高价值
[00:46:06--00:46:08] 这个我觉得是不好说的
[00:46:08--00:46:11] 如果这个周期拖的比较久
[00:46:11--00:46:14] 那就是烧现金流的现金流之战
[00:46:14--00:46:16] 那如果这样的话
[00:46:16--00:46:18] google字节是很有优势的
[00:46:18--00:46:19] 卖它投入太大了
[00:46:19--00:46:20] 我觉得不好说
[00:46:20--00:46:21] 那就是说
[00:46:21--00:46:23] Anthropia它是一个棋子的价值
[00:46:23--00:46:26] 我们相信open还是能融到非常多钱的
[00:46:26--00:46:28] 因为美国资本比较充裕
[00:46:28--00:46:30] 那是不是这些frontier lab
[00:46:30--00:46:32] 都要走向垂直走向分化
[00:46:32--00:46:34] 我觉得分化会更加明显
[00:46:34--00:46:36] 在自己的战略bite之下
[00:46:36--00:46:38] 会做到更机智
[00:46:38--00:46:40] 所以所谓的通用的chop out
[00:46:40--00:46:42] 通用的agent它可能是个伪命题
[00:46:42--00:46:44] 我觉得要在通用的能力基础之上
[00:46:44--00:46:46] 做自己的分化
[00:46:46--00:46:48] 在垂直场景里找价值
[00:46:48--00:46:50] 在某一类场景里找价值
[00:46:50--00:46:53] 你比如说chatGPT做朋友
[00:46:53--00:46:55] Anthropic做coworker
[00:46:55--00:46:57] coding agent对吧
[00:46:57--00:46:59] Gemini做多模态的助理
[00:46:59--00:47:02] 大家都要向下优化各自的数据
[00:47:02--00:47:04] 那我们来聊聊投资啊
[00:47:04--00:47:05] 你的主业
[00:47:05--00:47:07] 基于你现在认知你的投资策略有没有变化
[00:47:07--00:47:11] 如果简单的说就是说
[00:47:11--00:47:15] AI的投资就是Biton技术成长最陡峭的地方
[00:47:15--00:47:17] 围绕主线嘛
[00:47:18--00:47:20] 如果简单的几句话就是说
[00:47:20--00:47:24] 你应该投全球最领先的两三家模型
[00:47:24--00:47:27] 这个就很像当年投电商平台
[00:47:27--00:47:29] 其实不存在小而美的垂直电商
[00:47:29--00:47:33] 第二就是投最领先模型需要的算力
[00:47:33--00:47:35] 和归基的infra
[00:47:35--00:47:38] 就像宁德时代和英伟达
[00:47:38--00:47:39] 都是一类公司
[00:47:39--00:47:41] 大家总还是低估这个趋势的大小吧
[00:47:41--00:47:43] 然后第三就是
[00:47:43--00:47:46] 投最领先模型技术一出的红利
[00:47:46--00:47:48] 那肯定还会有更多的
[00:47:48--00:47:50] Property Cursor
[00:47:50--00:47:54] 这种从技术溢出的夹缝中
[00:47:54--00:47:56] 快速冲到几百亿美金的公司
[00:47:56--00:47:58] 那往大的时候可能还有
[00:47:58--00:48:00] 拼多多和TikTok这种级别的机会
[00:48:00--00:48:02] 因为拼多多的本质还是说
[00:48:02--00:48:04] 中国的电商的技术设施非常好了
[00:48:04--00:48:06] 物流交通微信的流量
[00:48:06--00:48:09] 供应链支付这些都成熟了
[00:48:09--00:48:10] 我觉得AI的技术设施
[00:48:10--00:48:13] 今天正是在走向成熟的这个阶段
[00:48:13--00:48:17] 然后我觉得今天的投资策略里面
[00:48:17--00:48:19] 一定要关注几个大的平台
[00:48:19--00:48:21] 一个是ChatGPT
[00:48:21--00:48:22] 一个是Google Gemini
[00:48:22--00:48:23] 还有一个字节
[00:48:23--00:48:26] 还是要理解平台眼睛的逻辑的
[00:48:26--00:48:27] 平台能做好啥
[00:48:27--00:48:28] 平台做不好啥
[00:48:28--00:48:30] 我觉得这几个大的公司
[00:48:30--00:48:33] 在涨个三五倍概率是更大的
[00:48:33--00:48:34] 而且是简单题
[00:48:34--00:48:37] 但是平台又没做好的
[00:48:37--00:48:38] 有漏洞的一些地方
[00:48:38--00:48:39] 对吧
[00:48:39--00:48:41] 我觉得这个是比较重要的
[00:48:41--00:48:42] 今天这个时间点
[00:48:42--00:48:44] 我觉得是比较关键的
[00:48:44--00:48:46] 就是说站在今天
[00:48:46--00:48:49] 未来三年的BET到底是啥
[00:48:49--00:48:53] 所以我觉得通过深度的研究
[00:48:53--00:48:55] 是可以找到爆发性的机会的
[00:48:55--00:48:57] 就是研究真的可以做得很深
[00:48:57--00:48:59] 当核心策略的吧
[00:48:59--00:49:01] 我觉得其实很多人
[00:49:01--00:49:03] 并没有真的做好top-down的
[00:49:03--00:49:05] 深入的focus的研究
[00:49:05--00:49:08] 你是研究性驱动的投资
[00:49:08--00:49:11] 不是人脉性驱动的投资
[00:49:11--00:49:12] 都重要的
[00:49:12--00:49:13] 我觉得都重要
[00:49:13--00:49:16] 所以回到AGI的这个
[00:49:16--00:49:17] 投资策略呢
[00:49:17--00:49:20] 你只拜讨一家是风险也很大的
[00:49:20--00:49:21] 最好是投多家
[00:49:21--00:49:23] 因为大家是交替了一天
[00:49:23--00:49:24] 技术变化太快
[00:49:24--00:49:26] 最好的还是有一个篮子
[00:49:26--00:49:27] 我觉得是比较好的
[00:49:27--00:49:29] 因为确实比较难
[00:49:29--00:49:32] 最终判断哪一家是winner
[00:49:32--00:49:33] 阶段性我们觉得SRP非常好
[00:49:33--00:49:34] 对吧
[00:49:34--00:49:35] 今天我们觉得OpenAI非常好
[00:49:35--00:49:37] 中间有一段时间觉得Google非常好
[00:49:37--00:49:42] 最好是有一个组合吧
[00:49:42--00:49:45] 你现在理想中的AGI的index有变化没有
[00:49:46--00:49:50] 上一期播客应该是40%的OpenAI
[00:49:50--00:49:52] 加40%的字节
[00:49:52--00:49:53] 10%的Google
[00:49:53--00:49:54] 10%的Azure Peak
[00:49:54--00:49:57] 我觉得现在是25%的OpenAI
[00:49:57--00:49:59] 25%的字节
[00:49:59--00:50:00] 10%的Google
[00:50:00--00:50:01] 10%的Azure Peak
[00:50:01--00:50:04] 再加10%的英伟达和台积电
[00:50:04--00:50:05] 每家都放一些
[00:50:05--00:50:07] 多了英伟达和台积电
[00:50:07--00:50:09] 我觉得
[00:50:09--00:50:11] 你觉得英伟达还没建立
[00:50:11--00:50:14] 不能当做投资的
[00:50:14--00:50:16] 这个不作为投资建议
[00:50:16--00:50:18] 我觉得英伟达今天是被低估的
[00:50:18--00:50:21] 因为Google起来了
[00:50:21--00:50:22] Google起来了
[00:50:22--00:50:23] 你觉得英伟达会跟OpenAI
[00:50:23--00:50:25] 我觉得会交替领先
[00:50:25--00:50:26] OK
[00:50:26--00:50:27] 对
[00:50:27--00:50:28] 然后另外我觉得还有一个点
[00:50:28--00:50:31] 就是说你看ChassisGPT今天发布
[00:50:31--00:50:32] 刚过了三周年
[00:50:32--00:50:33] 对吧
[00:50:33--00:50:36] 今天要想未来三年
[00:50:36--00:50:38] 重要的范式和winner
[00:50:38--00:50:39] 到底会是什么样的
[00:50:39--00:50:40] 对
[00:50:40--00:50:42] 所以我觉得这些New Labs
[00:50:42--00:50:44] 就是不管SSI
[00:50:44--00:50:46] 也是应该好好考虑的
[00:50:46--00:50:48] 嗯
[00:50:48--00:50:51] 我们马上就要迈入2026年了
[00:50:51--00:50:52] 作为投资人
[00:50:52--00:50:53] 你最期待的是什么
[00:50:53--00:50:57] 你接下来一年愿意投哪些主题
[00:50:57--00:50:59] 我觉得最重要最重要的还是
[00:50:59--00:51:01] 2026年
[00:51:01--00:51:06] 希望看到下一个核弹级别的范式突破
[00:51:06--00:51:07] 比如说online learning
[00:51:07--00:51:08] 对吧
[00:51:08--00:51:09] 那如果这个突破了
[00:51:09--00:51:11] 可能能带来
[00:51:11--00:51:12] 叫
[00:51:12--00:51:14] 更加主动的agent
[00:51:14--00:51:15] 这个产品形态也会
[00:51:15--00:51:17] 发生变化
[00:51:17--00:51:18] 嗯
[00:51:18--00:51:19] 我觉得还有一个比较重要的
[00:51:19--00:51:22] 就是看到了豆包手机这个例子
[00:51:22--00:51:24] 就是不知道豆包手机最后会怎么样
[00:51:24--00:51:26] 但我觉得给了很大的
[00:51:26--00:51:27] 啊
[00:51:27--00:51:29] 启发思考就是
[00:51:29--00:51:31] 叫Agentic Web
[00:51:31--00:51:33] 我觉得这才是真正的web3
[00:51:33--00:51:35] 这个终于有了这样一个power
[00:51:35--00:51:38] 让创业公司或者新公司
[00:51:38--00:51:39] 有掀桌子的机会
[00:51:39--00:51:41] 之前几年是很难的
[00:51:41--00:51:42] 嗯
[00:51:42--00:51:44] 这是一个流量短路和
[00:51:44--00:51:47] 极强颠覆性的一个东西
[00:51:47--00:51:48] 嗯
[00:51:48--00:51:50] 我觉得26年围绕
[00:51:50--00:51:51] 知识工作者
[00:51:51--00:51:52] 嗯
[00:51:52--00:51:53] 可能是有挺大的
[00:51:53--00:51:55] 尤其是coding吧
[00:51:55--00:51:56] 嗯
[00:51:56--00:51:58] 包括多摩泰进步也会很快
[00:51:58--00:51:59] 有可能是一个多摩泰的大年
[00:51:59--00:52:00] 那多摩泰
[00:52:00--00:52:03] 对整个的技术架构也会有
[00:52:03--00:52:04] 嗯
[00:52:04--00:52:05] 很大的影响吧
[00:52:05--00:52:06] 嗯
[00:52:06--00:52:07] 你刚刚提到那个Agentic Web
[00:52:07--00:52:08] 能不能展开讲讲
[00:52:08--00:52:09] 嗯
[00:52:09--00:52:10] 对
[00:52:10--00:52:12] 就是Agent如果成为流量入口了
[00:52:12--00:52:13] 那对今天的super
[00:52:13--00:52:15] app
[00:52:15--00:52:16] google search也好
[00:52:16--00:52:17] 手机厂商也好
[00:52:17--00:52:18] 嗯
[00:52:18--00:52:19] 我觉得影响还是很大的
[00:52:19--00:52:20] 嗯
[00:52:20--00:52:22] 其实是一个流量的中矩之战
[00:52:22--00:52:23] 嗯
[00:52:23--00:52:25] 其实本质是抢的流量的分配权
[00:52:25--00:52:28] 如果Agent真的像做到助理一样
[00:52:28--00:52:29] 不限量的运转
[00:52:29--00:52:31] 那那你比如说对Uber
[00:52:31--00:52:33] 对携程公司影响是很大的
[00:52:33--00:52:35] 其实其实我觉得是一个颠覆性很强的
[00:52:35--00:52:38] 以这个掀桌子的这个技术点吧
[00:52:38--00:52:39] 嗯
[00:52:39--00:52:41] 你花时间在硅谷比较多啊
[00:52:41--00:52:43] 能不能给我们讲讲最近湾区的一些
[00:52:43--00:52:44] 很重要的趋势
[00:52:44--00:52:46] 我觉得有几个感受吧
[00:52:46--00:52:48] 第一就是刚才说的
[00:52:48--00:52:50] 模型机产品
[00:52:50--00:52:51] 数据及模型
[00:52:51--00:52:52] 嗯
[00:52:52--00:52:54] 第二感受就是
[00:52:54--00:52:55] 一横一纵
[00:52:55--00:52:59] 就是横向的在征流人类专家的知识
[00:52:59--00:53:01] 纵向的呢又在搞下一代范式
[00:53:01--00:53:03] 然后硅谷也出现了很多new labs
[00:53:03--00:53:04] 新的实验室
[00:53:04--00:53:05] 嗯
[00:53:05--00:53:10] 包括硅谷的机器人过去半年进步也不错吧
[00:53:10--00:53:11] 嗯
[00:53:11--00:53:12] 嗯
[00:53:12--00:53:13] S2
[00:53:13--00:53:16] 我们也可以聊聊硅谷这些主要的AI公司
[00:53:16--00:53:20] 从上到下的AR这个年化营收的增长的情况
[00:53:20--00:53:24] 模型机产品数据及模型有什么可以展开的吗
[00:53:24--00:53:25] 嗯
[00:53:25--00:53:29] 其实你看过去几年最大的体验的升级
[00:53:29--00:53:31] 还是来自模型的升级
[00:53:31--00:53:32] 模型升级呢
[00:53:32--00:53:34] 本质都是数据的升级
[00:53:34--00:53:35] 嗯
[00:53:35--00:53:37] 就是Google之所以多么太强
[00:53:37--00:53:40] 其实还是弄了很多真实的多么太的数据对吧
[00:53:40--00:53:41] 图像各种
[00:53:41--00:53:42] WP的coding强
[00:53:42--00:53:45] 本质还是有最高质量的一个code数据
[00:53:45--00:53:48] 那欧盘还更注重的是模型的性格
[00:53:48--00:53:50] 或者拟人化朋友这些
[00:53:50--00:53:51] 嗯
[00:53:51--00:53:52] 那你看Sora
[00:53:52--00:53:54] 其实它更重视密码和传播性
[00:53:54--00:53:55] C端很强
[00:53:55--00:53:57] Google的Vue呢
[00:53:57--00:54:01] 很注重的是创作者的这个体验生产力
[00:54:01--00:54:06] 其实这些呢都是在模型训练最初它的数据分布决定的
[00:54:06--00:54:07] 嗯
[00:54:07--00:54:10] 我觉得这里面对创业最大的一个建议就是说
[00:54:10--00:54:12] 除了你要的通用能力
[00:54:12--00:54:14] 你想做好AI产品或模型产品
[00:54:14--00:54:17] 一定想要向下的做好数据
[00:54:17--00:54:19] 你到底有哪些差异化的数据的byte
[00:54:19--00:54:22] 我觉得这个是最关键的
[00:54:22--00:54:25] 搞数据有没有看到什么新的好的方法
[00:54:25--00:54:29] 有多少人工有多少智能
[00:54:29--00:54:35] 有多少最高质量的专家金牌级别的标注员
[00:54:35--00:54:37] 采集这些数据
[00:54:37--00:54:39] 我觉得这是最关键的
[00:54:39--00:54:41] 你刚才还说了一个关键点
[00:54:41--00:54:42] 叫一横一纵
[00:54:42--00:54:44] 我就想到以前大家会担心
[00:54:44--00:54:46] OPEN还成为一个大一统的入口中心
[00:54:46--00:54:47] 流量中心
[00:54:47--00:54:50] AGI时代的唯一的一个大的入口
[00:54:50--00:54:52] 今天看应该不可能了
[00:54:52--00:54:53] 这个是不现实的
[00:54:53--00:54:55] 我觉得还有这种概率
[00:54:55--00:54:57] 只是估我起来大家觉得
[00:54:57--00:54:58] 嗯
[00:54:58--00:55:00] 它的容量也不会那么强了吧
[00:55:00--00:55:02] 而且似乎是有很多级的入口
[00:55:02--00:55:04] 之前杨顺宇那个观点
[00:55:04--00:55:06] 世界不是单级的
[00:55:06--00:55:07] 对
[00:55:07--00:55:10] 而且手机厂商明年可能也是一个重要的主题吧
[00:55:10--00:55:12] 那你对于一横一纵能不能展开讲讲
[00:55:12--00:55:15] 横向就是征流人类专家的知识
[00:55:15--00:55:19] 横向拓宽更多的行业领域吧
[00:55:19--00:55:21] 其实这样做呢
[00:55:21--00:55:23] 有可能AI的上限也挺高的
[00:55:23--00:55:26] 那个anthropy就觉得这样做就能到AGI了
[00:55:26--00:55:29] 超过绝大多数的知识工作者
[00:55:29--00:55:31] 纵向就是下一代范式嘛
[00:55:31--00:55:33] 刚才聊的online running对吧
[00:55:33--00:55:36] 纵向突破了记忆的问题
[00:55:36--00:55:37] memory这个问题解决了
[00:55:37--00:55:38] 边推理边学习对吧
[00:55:38--00:55:39] 有交互甚至有新的硬件
[00:55:39--00:55:42] 尤其是AI产品更主动
[00:55:42--00:55:44] 可以always on对吧
[00:55:44--00:55:47] 后台帮你准备联想很多东西
[00:55:47--00:55:49] 包括交互形态对吧
[00:55:49--00:55:53] 那个chatGPT今天是必须promise之后才会回答
[00:55:53--00:55:54] 不会主动思考
[00:55:54--00:55:57] 那每次提问他都要从头推理一遍
[00:55:57--00:56:00] 那推理过程中其实还没法学习
[00:56:00--00:56:04] 最近OpenAI的Mark Chen在有一次访谈中说到
[00:56:04--00:56:07] 他心中的下一代产品应该是memory
[00:56:07--00:56:09] 这个记忆能力大幅增长
[00:56:09--00:56:13] 用户AI会从用户的这个提问中
[00:56:13--00:56:17] 学到用户深层次的问题
[00:56:17--00:56:19] 这个用户的一些经验
[00:56:19--00:56:21] 那个下次用户提问的时候
[00:56:21--00:56:22] 他已经做了很多反思
[00:56:22--00:56:25] 甚至准备联想了很多东西
[00:56:25--00:56:27] 越用会越聪明
[00:56:27--00:56:29] 那在这种情况下呢
[00:56:29--00:56:31] 更聪明更主动的agent
[00:56:31--00:56:35] 那有可能他也需要他的一个适配的硬件的交互方式
[00:56:35--00:56:38] 硅谷最近出现很多new labs
[00:56:38--00:56:41] 其实不止我们知道的SSI和ThinkingMachines lab
[00:56:41--00:56:44] 能不能给大家展开讲讲这些lab的分布
[00:56:45--00:56:48] 对最领先的肯定还是SSI
[00:56:48--00:56:49] 对吧
[00:56:49--00:56:50] 在做的
[00:56:50--00:56:53] 然后做模型的自主学习
[00:56:53--00:56:56] 这个现有的方式都是预测下一个token
[00:56:56--00:56:59] 他可能想预测一个更长的逻辑
[00:56:59--00:57:01] 那ThinkingMachines刚才也提了
[00:57:01--00:57:03] 可能有一盘大气
[00:57:03--00:57:08] 然后还有一个OpenAI的post train的lead
[00:57:08--00:57:11] 是Liam出来做的periodic labs
[00:57:11--00:57:14] 他是做材料大模型
[00:57:14--00:57:16] 应该说是叫室温超导
[00:57:16--00:57:18] 那个Liam呢
[00:57:18--00:57:21] 他是OpenAI之前post train的lead
[00:57:21--00:57:24] 是Mira 这个Barrett他们走了之后
[00:57:24--00:57:28] 这个Liam一度做post train的负责人
[00:57:28--00:57:35] 然后他另外一个连创是那个DeepMan的化学模型的负责人
[00:57:35--00:57:37] 材料大模型其实比医药大模型相比呢
[00:57:37--00:57:40] 就是说材料的实验反馈周期更短
[00:57:40--00:57:45] 然后模型做R的整个周期是更短的
[00:57:45--00:57:47] 但这个呢什么时候出结果
[00:57:47--00:57:49] 其实也看不到
[00:57:49--00:57:54] 还有比如说做multiagent方向的Ethara
[00:57:54--00:57:59] 创始人也是OpenAI出来的Eddie张
[00:57:59--00:58:04] 他是做一个相当于群体智能
[00:58:04--00:58:07] 就是训练multiagent训练
[00:58:07--00:58:09] 各种需要的环境
[00:58:09--00:58:12] 还有MathAnd
[00:58:12--00:58:14] 这个是Axia出来的
[00:58:14--00:58:19] 然后这个更想是做一个有同理心的模型
[00:58:19--00:58:23] 这个比较像最早有个公司叫inflection
[00:58:23--00:58:24] 那个方向做的吧
[00:58:24--00:58:28] 还有比如说General Intuition
[00:58:28--00:58:32] 就是这个是一个世界模型方向比较有意思的一家吧
[00:58:32--00:58:36] 他以前是一个游戏集体那种高光的录制平台
[00:58:37--00:58:42] 你说是有38亿的游戏片段积累的一些数据
[00:58:42--00:58:46] 然后他跟YouTube这些数据最大区别就是说
[00:58:46--00:58:51] 他这些记录的全都是用户在游戏过程中的高光时刻
[00:58:51--00:58:57] 所以天然的获得了用户标注的这种高质量和操作的反应数据
[00:58:57--00:59:02] 还有一个比较有意思的就是英伟达最近投的Reflection
[00:59:02--00:59:05] 就是这个像是一个美国版的DeepSeek
[00:59:05--00:59:07] 因为现在是中国的开源模式
[00:59:07--00:59:10] 充斥了这个美国的各种企业
[00:59:10--00:59:14] 这个很多一批人认为这个不能过度依赖中国的开源模型
[00:59:14--00:59:18] 所以要扶持一个美国的开源模型填补这个空白吧
[00:59:18--00:59:21] 关于机器人你有什么动产的呀
[00:59:21--00:59:28] 一个是从时间上过去一段时间都发了很多东西
[00:59:28--00:59:31] 因为OPPA的CHAT HP火了之后
[00:59:31--00:59:34] 很多人出去创业对吧
[00:59:34--00:59:36] 都想做机器人领域的OPPA
[00:59:37--00:59:41] 比如说Pi,Sundee,Generalist
[00:59:41--00:59:43] 我觉得这三家是比较好的
[00:59:43--00:59:49] 大家都出去创业了一段时间都陆续发了一些东西
[00:59:49--00:59:53] 但还有做硬件的包括1X,Figure这些
[00:59:53--00:59:56] 过去半年都是大家集中交作业的时候吧
[00:59:56--00:59:58] 所以比较热闹
[00:59:58--01:00:03] 硅谷的公司比较重视这个能力的上限的突破
[01:00:03--01:00:06] 中国公司就更务实一些
[01:00:06--01:00:09] 这里面比较关键的一个还是数据
[01:00:09--01:00:12] 数据还是最重要的BAT或者差异化的所在
[01:00:12--01:00:14] 你比如说Google和Pi
[01:00:14--01:00:18] 他们是摇操作的真机数据
[01:00:18--01:00:22] Sundee他们是用手套和重包的方式去采数据
[01:00:22--01:00:28] Generalist他们是用手套采了大量的真机数据
[01:00:28--01:00:30] 宣称有一个27万条的数据吧
[01:00:30--01:00:33] 说是目前最大的真机数据集
[01:00:33--01:00:36] 然后包括也有一些进步就是说
[01:00:36--01:00:43] 世界模型和YouTube的数据也在成为机器人训练数据的一个重要的来源
[01:00:43--01:00:51] 包括也有说跨设备的数据马上可以cross通用了
[01:00:51--01:00:56] 然后之前大家还关心机器人的场景用在哪里
[01:00:56--01:00:59] 那今天我觉得主要还是两个场景
[01:00:59--01:01:01] 一个是叠衣服一个是冲咖啡
[01:01:01--01:01:04] 但除了这两个以外还没有大规模的繁华吧
[01:01:04--01:01:05] 然后
[01:01:05--01:01:08] 另外一个就是大家可能更重视硬件了
[01:01:08--01:01:13] 甚至有的研究家觉得硬件可能占百分之七八十的成功要素吧
[01:01:13--01:01:17] 所以越来越多算法公司都开始做自己的硬件了
[01:01:17--01:01:19] 我觉得机器人公司实在是太多了
[01:01:19--01:01:21] 你最看好哪几家
[01:01:21--01:01:25] 你觉得哪些是这其中比较值得关注的
[01:01:25--01:01:28] 我觉得大公司里面最好的还是Google跟Tesla
[01:01:28--01:01:31] 一个做大脑一个做本体硬件
[01:01:31--01:01:33] 创业公司我觉得最好的有三家
[01:01:33--01:01:34] 一个是派
[01:01:34--01:01:36] 一个是Generalist
[01:01:36--01:01:38] Pete, Andy他们的公司
[01:01:38--01:01:40] 还有一个是Sundee
[01:01:40--01:01:43] Tony, 子豪他们的公司
[01:01:43--01:01:47] 我觉得派首先是团队非常强
[01:01:47--01:01:50] 你就知道它长期的vision是做啥
[01:01:50--01:01:52] 就是机器人领域的大脑
[01:01:52--01:01:54] research的文化非常好世界级的
[01:01:54--01:01:58] 然后最新发布了一个recap强化学习框架
[01:01:58--01:02:04] 这个核心就是说它可以验证机器人执行任务的鲁莽性
[01:02:04--01:02:07] 就是每个步骤都是一分
[01:02:07--01:02:09] 还有一个模型在打分
[01:02:09--01:02:12] 就是这一步到底是0.7 0.8分
[01:02:12--01:02:14] 它可以不断优化
[01:02:14--01:02:19] 它加了value function或者credit assignment这些东西
[01:02:19--01:02:21] 就像下棋一样
[01:02:21--01:02:24] 它知道每一步什么是有利于成功的
[01:02:24--01:02:27] 什么是失败的
[01:02:27--01:02:29] 我觉得能从成功和失败中学习
[01:02:29--01:02:31] 我觉得这也是一个挺重要的进步吧
[01:02:31--01:02:33] 当然今天的学术属性还更强一些
[01:02:34--01:02:37] 第二个就是generalist
[01:02:37--01:02:39] 也是google出来的团队
[01:02:39--01:02:42] 他们的口碑和能力都还是非常好的
[01:02:42--01:02:44] 这个比较重要的是
[01:02:44--01:02:48] 他们宣称说自己发现了机器人领域的skilling law
[01:02:48--01:02:54] 有了27万条真机数据
[01:02:54--01:02:56] 因为有真机数据
[01:02:56--01:03:01] 它的流畅度和四化性其实比以前也好了非常多
[01:03:01--01:03:03] 这里的skilling law也比较有意思
[01:03:03--01:03:04] 这个跟模型参数有关
[01:03:04--01:03:07] 就是说7币以下
[01:03:07--01:03:09] 如果你增加很多好的数据
[01:03:09--01:03:12] 对效果提升是很有限的
[01:03:12--01:03:14] 但你10币的参数以上
[01:03:14--01:03:17] 你增加数据对模型提升效果就非常好
[01:03:17--01:03:19] 而且重要的是可预测了
[01:03:19--01:03:22] 其实这个我觉得还是一个值得重视的信号吧
[01:03:22--01:03:27] 然后Sundee他们就改造了UMI
[01:03:27--01:03:33] 用手套的方式就可以低成本大规模的
[01:03:33--01:03:36] 去采很多家庭数据
[01:03:36--01:03:39] 我觉得他们是比较有想象力的
[01:03:39--01:03:41] 就像直接进家庭做家务
[01:03:41--01:03:47] 他们说采的这些数据利用率还能比较高的吧
[01:03:47--01:03:50] 包括还有一些公司叫Dana
[01:03:50--01:03:52] 我觉得是比较务实的
[01:03:52--01:03:54] 就是做叠衣服对吧
[01:03:54--01:03:55] 然后叠纸巾
[01:03:55--01:03:57] 希望先把这些场景做好
[01:03:57--01:04:01] Dana可能不像另外几家AI Research很酷
[01:04:01--01:04:03] 但运营能力其实是比较强的
[01:04:03--01:04:08] 我觉得这里还是不能忘了Google
[01:04:08--01:04:10] Google还是综合能力最强的
[01:04:10--01:04:12] 得天独厚的一个优势吧
[01:04:12--01:04:17] 然后因为其实背后底层是Gemini多摩泰能力很强
[01:04:17--01:04:21] 然后对我觉得大概是这几个名字吧
[01:04:21--01:04:24] 它要整体一个机座模型的优势
[01:04:24--01:04:25] 是的
[01:04:25--01:04:26] 机器人现在进步很快
[01:04:26--01:04:27] 你觉得现在到什么阶段了呢
[01:04:27--01:04:30] 离所谓的GPT-4时刻还远吗
[01:04:30--01:04:33] 我觉得离GPT-4还有挺远的
[01:04:33--01:04:38] 今天可能处于一个GPT-0.5到GPT-1的时刻
[01:04:38--01:04:42] 可能未来两三年到GPT-2到GPT-3的时刻
[01:04:42--01:04:47] 因为今天架构数据方法都还没有收敛
[01:04:47--01:04:52] 这个跟之前语言模型这个还是不一样的
[01:04:52--01:04:54] 语言模型是很收敛的
[01:04:54--01:04:58] 大家Pretrain这个方法和数据都还是比较一致的
[01:04:58--01:05:01] 这个语言模型是先统一再分化
[01:05:01--01:05:02] 对吧
[01:05:02--01:05:05] 机器人是一上来都是分化的
[01:05:05--01:05:08] 那个因为机器人不像语言模型
[01:05:08--01:05:10] 它没有一个统一的这些基础
[01:05:10--01:05:11] 也没有统一的硬件
[01:05:11--01:05:14] 那个同时多么大的进步
[01:05:14--01:05:16] 包括各种人才的涌入
[01:05:16--01:05:18] 其实每个团队都有自己的Bat
[01:05:18--01:05:22] 所以今天机器人还是一个百花齐放的状态吧
[01:05:22--01:05:24] 估计可能在跑一段时间之后
[01:05:24--01:05:26] 可能技术路线才会收敛
[01:05:26--01:05:30] 但是场景和方向大家还是有不同的分化和Bat
[01:05:30--01:05:32] 你刚才说可以给我们分析一下
[01:05:32--01:05:34] 头部这些公司ARR的增长情况
