[00:00:00 - 00:00:02] 原来你做DeepResearch单独做的
[01:08:33 - 01:08:34] 就没有把它
[01:08:34 - 01:08:35] 作为一个独立的产品
[01:08:35 - 01:08:36] 而是它是我们
[01:08:36 - 01:08:37] 旅行的一个infra
[01:08:37 - 01:08:39] 就是其他事情是
[01:08:39 - 01:08:40] 是产品
[01:08:40 - 01:08:41] 然后这个事情
[01:08:41 - 01:08:42] 是类似于一个
[01:08:42 - 01:08:44] 产品中的一个工具
[01:08:44 - 01:08:45] 或者说一个
[01:08:45 - 01:08:46] 一个procedure吧
[01:08:46 - 01:08:47] 一个过程
[01:08:47 - 01:08:47] 对
[01:08:47 - 01:08:48] 一个步骤
[01:08:48 - 01:08:49] 这个我记得德汉
[01:08:49 - 01:08:50] 很早以前就给我分享过
[01:08:50 - 01:08:51] 一个他的想法
[01:08:51 - 01:08:52] 就是感觉GIA
[01:08:52 - 01:08:52] 有点像是一个
[01:08:52 - 01:08:54] 对于互联网来说的
[01:08:54 - 01:08:55] 一个新的高速公布
[01:08:55 - 01:08:58] 就是帮助人去拿这个
[01:08:58 - 01:08:59] 或者帮助其他传媒
[01:08:59 - 01:09:00] 去拿这个
[01:09:00 - 01:09:01] 细节光化信息的
[01:09:01 - 01:09:02] 对
[01:09:02 - 01:09:03] 胶水
[01:09:03 - 01:09:03] 胶水对
[01:09:03 - 01:09:06] 所以它会是一个
[01:09:06 - 01:09:07] infra层面的
[01:09:07 - 01:09:08] infra层面的东西
[01:09:08 - 01:09:09] 不一定是一个
[01:09:09 - 01:09:10] 独立的app
[01:09:10 - 01:09:11] 对
[01:09:11 - 01:09:13] 我们当时就想
[01:09:13 - 01:09:14] 它到底应该是一个
[01:09:14 - 01:09:15] 独立的app
[01:09:15 - 01:09:16] 比如说浏览器的一个插件
[01:09:16 - 01:09:18] 控制整个的爱情什么都不用干了
[01:09:18 - 01:09:19] 还说他是一个
[01:09:20 - 01:09:21] 嗯
[01:09:21 - 01:09:23] 因为我们当然也看到美国很多爬虫公司也很赚钱
[01:09:23 - 01:09:25] 他就专门做这种
[01:09:25 - 01:09:26] 哎呀爬虫
[01:09:26 - 01:09:29] 然后那个我们就感觉拿信息这件事情本身就足够重要
[01:09:29 - 01:09:31] 拿到信息以后再以 api
[01:09:31 - 01:09:32] 再输出这种其他的东西
[01:09:33 - 01:09:34] 对所以
[01:09:35 - 01:09:37] 我们自己还在在想
[01:09:37 - 01:09:40] 说我们没有就是说可能他一定是什么样的
[01:09:40 - 01:09:43] 但我当时就想我感觉这是个品
[01:09:43 - 01:09:45] 挺值得讨论的一个话题对
[01:09:45 - 01:09:50] 其实就分为几个对比词
[01:09:50 - 01:09:52] 一个是前台后台
[01:09:52 - 01:09:54] 就是说我们可能希望
[01:09:54 - 01:09:56] 这个GUA证有一部分跑在前台
[01:09:56 - 01:09:58] 就比如说他辅助你看着他
[01:09:58 - 01:10:00] 然后刚才也说有些问题
[01:10:00 - 01:10:02] 就是你就想看着他去booking.com
[01:10:02 - 01:10:03] 可能也不卑鄙
[01:10:03 - 01:10:04] 可能你需要他后台
[01:10:04 - 01:10:05] 像pause一样
[01:10:05 - 01:10:07] 还有就是同步一步
[01:10:07 - 01:10:09] 就他跟你是一块
[01:10:09 - 01:10:10] 还是说就是
[01:10:10 - 01:10:12] 他是比如说后台在跑
[01:10:12 - 01:10:14] 或者就是跟你不一致
[01:10:14 - 01:10:16] 然后就像Depressor一样
[01:10:16 - 01:10:17] 那种就是他跑的
[01:10:17 - 01:10:18] 然后你去干别的
[01:10:18 - 01:10:19] 或者你今晚还聊
[01:10:19 - 01:10:20] 然后还有就是说
[01:10:20 - 01:10:21] 主动被动
[01:10:21 - 01:10:22] 就是说现在可能
[01:10:22 - 01:10:24] 我们更多研究是被动的
[01:10:24 - 01:10:25] 就是说给你一个指令
[01:10:25 - 01:10:26] 那指令桑姆浩可能比较清晰
[01:10:26 - 01:10:27] 然后你去做吧
[01:10:27 - 01:10:29] 我大概也知道什么结果
[01:10:29 - 01:10:30] 可能这种有很多任务
[01:10:30 - 01:10:32] 被动主动的可能就是说
[01:10:32 - 01:10:32] 这个agent
[01:10:32 - 01:10:34] 他大概分析一下
[01:10:34 - 01:10:37] 你这个整个一天的routine
[01:10:37 - 01:10:38] 或者这个电脑
[01:10:38 - 01:10:39] 你之前干了什么事
[01:10:39 - 01:10:40] 然后说
[01:10:40 - 01:10:41] 我给你处理这些文件
[01:10:41 - 01:10:42] 你看你学不学
[01:10:42 - 01:10:43] 不学我杀了
[01:10:43 - 01:10:44] 对
[01:10:44 - 01:10:45] 但我天给你处理好了
[01:10:45 - 01:10:46] 那这就很好
[01:10:46 - 01:10:49] 就像一个非常有说法的这个秘书
[01:10:49 - 01:10:50] 对对对
[01:10:50 - 01:10:52] 我觉得天宝这个分类太好了
[01:10:52 - 01:10:55] 就是其实是三个三个三个方向六个六个点
[01:10:55 - 01:10:56] 对对对
[01:10:56 - 01:10:57] 就是对的
[01:10:57 - 01:10:59] 其实就把我们这都概括了
[01:10:59 - 01:11:01] 然后其实刚才我们讨论一个infra的事情
[01:11:01 - 01:11:02] 其实在research角度
[01:11:02 - 01:11:05] 其实我们提一些example吧
[01:11:05 - 01:11:06] 就比如说
[01:11:06 - 01:11:08] open eye的这个chat gpt agent
[01:11:08 - 01:11:09] 其实它是一个
[01:11:09 - 01:11:10] 我们我们其实这个
[01:11:10 - 01:11:12] 在公司里内部
[01:11:12 - 01:11:13] 给它起了个名字
[01:11:13 - 01:11:14] 叫Universal Digital Agent
[01:11:14 - 01:11:17] 就是通用数字智能体
[01:11:17 - 01:11:18] 就是不是说Computer Use
[01:11:18 - 01:11:19] 因为Computer Use这个词
[01:11:19 - 01:11:20] 跟Web Agent一样
[01:11:20 - 01:11:21] 可能之前有点变成
[01:11:21 - 01:11:22] 那种点点点那种感觉了
[01:11:22 - 01:11:25] 已经被绑在这上面了
[01:11:25 - 01:11:25] 我们就不用了
[01:11:25 - 01:11:26] 但其实也是Computer Use
[01:11:26 - 01:11:28] 但就是通用是什么意思呢
[01:11:28 - 01:11:29] 就是说OK
[01:11:29 - 01:11:30] 原来你做Deep Research
[01:11:30 - 01:11:31] 单独做的
[01:11:31 - 01:11:33] Coding单独做的
[01:11:33 - 01:11:34] Tool Use单独做的
[01:11:34 - 01:11:36] 然后GY Agent单独做的
[01:11:36 - 01:11:37] 其实你不能单独做
[01:11:37 - 01:11:37] 为什么呢
[01:11:37 - 01:11:38] 你都在这个电脑里
[01:11:38 - 01:11:39] 你是宏观上来看
[01:11:39 - 01:11:40] 哪个块
[01:11:40 - 01:11:41] 对哪个块用哪个
[01:11:41 - 01:11:42] 比如说举个例子
[01:11:42 - 01:11:43] 我想在协议上
[01:11:43 - 01:11:43] 订一个机票
[01:11:43 - 01:11:44] 你有协议生API
[01:11:44 - 01:11:45] 那你为什么不直接
[01:11:45 - 01:11:46] 去靠协议生API
[01:11:46 - 01:11:47] 可能靠协议生API
[01:11:47 - 01:11:48] 你去靠这个
[01:11:48 - 01:11:49] JR的这个API
[01:11:49 - 01:11:50] 就几十个token
[01:11:50 - 01:11:51] 对
[01:11:51 - 01:11:52] 里面参数输进去了
[01:11:52 - 01:11:52] 但你
[01:11:52 - 01:11:54] 比如说你要点点点点
[01:11:54 - 01:11:54] 比如点十步
[01:11:54 - 01:11:56] 十步每一步
[01:11:56 - 01:11:57] 1080P的屏幕
[01:11:57 - 01:11:58] 就2000token
[01:11:58 - 01:12:00] 然后再输出一个
[01:12:00 - 01:12:01] 几十token
[01:12:01 - 01:12:02] 有channel造的
[01:12:02 - 01:12:02] 可能几百token
[01:12:02 - 01:12:03] 然后比如说
[01:12:03 - 01:12:04] 在2500
[01:12:04 - 01:12:05] 然后你乘以10
[01:12:05 - 01:12:07] 25000token出去了
[01:12:07 - 01:12:07] 和50token
[01:12:07 - 01:12:08] 就差很多
[01:12:08 - 01:12:10] 对所以说就会有这么个区别
[01:12:10 - 01:12:13] 所以说那一定只能API吗
[01:12:13 - 01:12:13] 其实也不是
[01:12:13 - 01:12:14] 那API形成API
[01:12:14 - 01:12:15] 它有时候不稳定
[01:12:15 - 01:12:15] 崩了
[01:12:15 - 01:12:17] 或者就不存在API
[01:12:17 - 01:12:17] 你Coding也包含
[01:12:17 - 01:12:18] API也包含
[01:12:18 - 01:12:19] 那你也就只能点
[01:12:19 - 01:12:20] 所以它应该是一个
[01:12:20 - 01:12:21] 自己学会去
[01:12:21 - 01:12:23] 如何在恰当的时机
[01:12:23 - 01:12:25] 调用恰当的工具
[01:12:25 - 01:12:26] 以恰当的approach
[01:12:26 - 01:12:27] 真正像人一样
[01:12:27 - 01:12:29] 去帮你完成这个事情
[01:12:29 - 01:12:30] 这么一个状态
[01:12:30 - 01:12:30] 我觉得是一个
[01:12:30 - 01:12:32] 比较理想的科研状态
[01:12:32 - 01:12:33] 然后把这种formulate出来之后
[01:12:33 - 01:12:35] 我们可以在这个状态下去
[01:12:35 - 01:12:36] 进行一些实现
[01:12:36 - 01:12:36] 其实现在看
[01:12:36 - 01:12:39] 比如说C的1.5 1.8
[01:12:39 - 01:12:41] 就是瑜伽他们搞UI TARS2之后
[01:12:41 - 01:12:43] 大概就是这个角度
[01:12:43 - 01:12:45] 其实我觉得这个肯定是未来
[01:12:45 - 01:12:46] 你看他们测的时候
[01:12:46 - 01:12:48] 也是各种文化作为一个signal
[01:12:48 - 01:12:50] 对 然后其实就是这样的
[01:12:50 - 01:12:52] 我们可以在不同方向研究
[01:12:52 - 01:12:53] 然后把这种合板给大家提供
[01:12:53 - 01:12:54] 一个很好的缓冻性mode
[01:12:54 - 01:12:56] 这是下一步大家所需要的
[01:12:56 - 01:12:58] 就无论是你从infra
[01:12:58 - 01:13:00] 这一部分来角度来理解也好
[01:13:00 - 01:13:02] 还是说这个产品形态理解也来也好
[01:13:02 - 01:13:04] 还是说刚才说的几个三个对比词这种
[01:13:04 - 01:13:06] 其实核心最后是需要这么一个状态
[01:13:06 - 01:13:08] 可能Cloud现在有这个能力
[01:13:08 - 01:13:09] 对
[01:13:09 - 01:13:11] 因为它就是盒子板盒子做得好
[01:13:11 - 01:13:12] 那我们去train
[01:13:12 - 01:13:14] 其实也可以搞这个能力
[01:13:14 - 01:13:14] 对
[01:13:14 - 01:13:16] 这个就让我有想到
[01:13:16 - 01:13:18] 就是如果有这么一个
[01:13:18 - 01:13:18] Foundation Model
[01:13:18 - 01:13:21] 我们大家也会去提问说
[01:13:21 - 01:13:23] 那我下游的这些
[01:13:23 - 01:13:25] 这个应用还有没有价值
[01:13:25 - 01:13:26] 是不是talker
[01:13:26 - 01:13:27] 或者是不是这个
[01:13:27 - 01:13:28] 还有没有价值
[01:13:28 - 01:13:31] 我下游去训练一个操作
[01:13:31 - 01:13:32] 某一个网站的这个
[01:13:32 - 01:13:33] 或者某一个流程的
[01:13:33 - 01:13:35] 这么一个web agent
[01:13:35 - 01:13:36] 觉得Aiden还有没有价值
[01:13:36 - 01:13:38] 会问这样的问题
[01:13:38 - 01:13:39] 你怎么看这样的
[01:13:39 - 01:13:42] 那他有这样的能力
[01:13:42 - 01:13:45] 但你要怎么样让他真的有用
[01:13:45 - 01:13:45] 对吧
[01:13:45 - 01:13:47] 你还是会涉及到交互的问题
[01:13:47 - 01:13:49] 就是你是让他去
[01:13:49 - 01:13:50] 接管你的浏览器
[01:13:50 - 01:13:51] 还是怎么样
[01:13:51 - 01:13:52] 我觉得这有很多的
[01:13:52 - 01:13:54] 就是产品形态的问题
[01:13:54 - 01:13:55] 但是具体的
[01:13:55 - 01:13:57] 就是你怎么样让他去
[01:13:57 - 01:14:01] 真的去落地或者什么
[01:14:01 - 01:14:03] 这可能还是一个
[01:14:03 - 01:14:04] 开放式的问题吧
[01:14:04 - 01:14:08] 包括有一些现在做硬件的
[01:14:08 - 01:14:10] 或者卖电脑的一些公司
[01:14:10 - 01:14:12] 在做AIPC这种尝试
[01:14:12 - 01:14:14] 或者EOS这种尝试
[01:14:14 - 01:14:15] 我觉得可能都是
[01:14:15 - 01:14:18] 都是可能的形态吧
[01:14:18 - 01:14:19] 这也是为什么就是一些
[01:14:19 - 01:14:22] 比如说做系统的
[01:14:22 - 01:14:23] 比如说微软
[01:14:23 - 01:14:25] 它对于这个
[01:14:25 - 01:14:27] 就是PC端的这个agent
[01:14:27 - 01:14:28] 就非常有信心
[01:14:28 - 01:14:30] 这本质也在于就是
[01:14:30 - 01:14:32] 它如果能集成在
[01:14:32 - 01:14:33] 自己的操作系统里面
[01:14:33 - 01:14:35] 你外界的这种产品
[01:14:35 - 01:14:38] 你说比如说像你说你外界套了个壳
[01:14:38 - 01:14:40] 套了这些模型
[01:14:40 - 01:14:42] 人家做这个可能很难原生的去跟他做竞争
[01:14:42 - 01:14:46] 比如说他有很多权限都不开
[01:14:46 - 01:14:48] 是某种系统层面的
[01:14:48 - 01:14:49] 对系统层面的
[01:14:49 - 01:14:50] 对然后还有一点就是
[01:14:50 - 01:14:52] 我觉得天保就是说的这个
[01:14:52 - 01:14:54] 我觉得可能也是二五年
[01:14:54 - 01:14:56] 就是对A型的一个很重要的共识
[01:14:56 - 01:14:58] 就unified action space
[01:14:58 - 01:14:59] 对吧
[01:14:59 - 01:15:00] 就是你要有coding
[01:15:00 - 01:15:01] 要有这个terminal
[01:15:01 - 01:15:03] 要有这个点击
[01:15:03 - 01:15:04] 对
[01:15:04 - 01:15:05] 但我觉得有一点就是
[01:15:05 - 01:15:07] 为什么二十四年大家没有再这么做
[01:15:07 - 01:15:09] 其实我觉得可能还是一个阶段性的问题
[01:15:09 - 01:15:11] 就是那个时候大家还在验证
[01:15:11 - 01:15:13] 就是你纯点击这种事情的可行性
[01:15:13 - 01:15:14] 对吧
[01:15:14 - 01:15:16] 有点像一个callback到天保说
[01:15:16 - 01:15:19] 我们学术界一开始提一个benchmark
[01:15:19 - 01:15:20] 是先要零到六十
[01:15:20 - 01:15:21] 现在零到六十
[01:15:21 - 01:15:23] 那个可能那个阶段过了
[01:15:23 - 01:15:24] 所以现在对吧
[01:15:24 - 01:15:24] 你要到99
[01:15:24 - 01:15:27] 你就需要需要这些更实际的东西
[01:15:27 - 01:15:29] 对如果你一开始提一个unified action space
[01:15:29 - 01:15:30] 你可能很难说清
[01:15:30 - 01:15:32] 对你可能说清的是因为
[01:15:32 - 01:15:35] 对你需要先有一个比较干净的控制
[01:15:35 - 01:15:36] 去理解
[01:15:36 - 01:15:36] 这就是学术嘛
[01:15:36 - 01:15:37] 可能是这样的
[01:15:37 - 01:15:41] 所以我最近刚才其实在聊一种产品
[01:15:41 - 01:15:43] 最近在也会有用
[01:15:43 - 01:15:45] 我大大量用的
[01:15:45 - 01:15:46] 就是那个deep research
[01:15:46 - 01:15:47] 和那个coding的一种
[01:15:47 - 01:15:48] 那种产品
[01:15:48 - 01:15:49] 我发现现在一种产品
[01:15:49 - 01:15:51] 可能给我一个很明智的感受
[01:15:51 - 01:15:55] 就是我一个很完整的prompt
[01:15:55 - 01:15:57] 这个给到他之后
[01:15:57 - 01:16:00] 他会执行很长的时间
[01:16:00 - 01:16:01] 然后会
[01:16:01 - 01:16:04] 其实就有一个悖论
[01:16:04 - 01:16:05] 就是如果他能力不好
[01:16:05 - 01:16:06] 我可能不会用他
[01:16:06 - 01:16:07] 但如果能力好的话
[01:16:07 - 01:16:09] 不会看它中间的输出
[01:16:09 - 01:16:10] 对吧
[01:16:10 - 01:16:10] 然后这个时候
[01:16:10 - 01:16:12] 我就没有事情做
[01:16:12 - 01:16:14] 我大概就可能没有事情做
[01:16:14 - 01:16:15] 我可能会切换任务
[01:16:15 - 01:16:16] 就是当下Agent产品
[01:16:16 - 01:16:17] 给我一个非常大的感受
[01:16:17 - 01:16:19] 就是我需要大量的
[01:16:19 - 01:16:21] 频繁的在任务之间切换
[01:16:21 - 01:16:22] 是对我的脑子
[01:16:22 - 01:16:24] 可能造成了更大的负担
[01:16:24 - 01:16:25] 对就是
[01:16:25 - 01:16:26] 我不知道我等它的时候
[01:16:26 - 01:16:27] 我该干什么事情
[01:16:27 - 01:16:29] 然后我就会切任务
[01:16:29 - 01:16:31] 然后大概可能几分钟
[01:16:31 - 01:16:31] 我就会切一个任务
[01:16:31 - 01:16:32] 几分钟会切一个
[01:16:32 - 01:16:33] 而不是任务
[01:16:33 - 01:16:34] 可能任务代替的时候
[01:16:34 - 01:16:35] 我会切一个contact
[01:16:35 - 01:16:36] 我的上下班会切
[01:16:36 - 01:16:39] 然后我就会更疲惫
[01:16:39 - 01:16:40] 感觉更疲惫
[01:16:40 - 01:16:41] 我写prompt会感觉
[01:16:41 - 01:16:42] 我比之前我去写作
[01:16:42 - 01:16:43] 要难很多
[01:16:43 - 01:16:44] 因为我的脑子
[01:16:44 - 01:16:45] 感觉已经超负荷了
[01:16:45 - 01:16:46] 对 我觉得这个
[01:16:46 - 01:16:47] 这个我非常感同身受
[01:16:47 - 01:16:50] 我又有一个问题
[01:16:50 - 01:16:52] 我现在用deep research
[01:16:52 - 01:16:52] 一个习惯
[01:16:52 - 01:16:53] 就经常是
[01:16:53 - 01:16:55] 比如我要出门散步了
[01:16:55 - 01:16:57] 然后我会挂一个任务
[01:16:57 - 01:16:59] 在那跑回来来看一下
[01:16:59 - 01:17:00] 但我觉得有一个事情
[01:17:00 - 01:17:02] 就我觉得挺有意思
[01:17:02 - 01:17:02] 我觉得挺悖论
[01:17:02 - 01:17:05] 就现在大家喜欢去营销
[01:17:05 - 01:17:06] 说现在已经可以做
[01:17:06 - 01:17:08] 做一个小时的任务
[01:17:08 - 01:17:11] 把这当成一个positive的点来
[01:17:11 - 01:17:13] 来这个卖
[01:17:13 - 01:17:14] 但是实际上
[01:17:14 - 01:17:18] 如果你这件事情同样的质量
[01:17:18 - 01:17:19] 你能30秒做完
[01:17:19 - 01:17:19] 一分钟做完
[01:17:19 - 01:17:20] 谁想让你做一小时
[01:17:20 - 01:17:22] 对吧
[01:17:22 - 01:17:23] 所以我觉得这个其实
[01:17:23 - 01:17:25] 其实挺悖论的
[01:17:25 - 01:17:28] 就A型的做更长时间的事情
[01:17:28 - 01:17:29] 的任务
[01:17:29 - 01:17:29] 这个东西
[01:17:29 - 01:17:31] 你就很难去
[01:17:31 - 01:17:33] 说它是一个好事还是坏事
[01:17:33 - 01:17:35] 就取决于你什么样的角度
[01:17:35 - 01:17:36] 对对
[01:17:36 - 01:17:38] 怎么说呢
[01:17:38 - 01:17:40] 我觉得能够去使用这样的agent的人
[01:17:40 - 01:17:41] 是非常少数
[01:17:41 - 01:17:46] 他能写出非常明确的需求
[01:17:46 - 01:17:47] 干六个小时
[01:17:47 - 01:17:48] 我写不出来
[01:17:48 - 01:17:52] 你可以写一个死菌环
[01:17:52 - 01:17:54] 我这个需求
[01:17:54 - 01:17:56] 就说一段话
[01:17:56 - 01:17:57] agent居然能干六个小时
[01:17:57 - 01:18:00] 说明他干的大概率也不是我想要的
[01:18:00 - 01:18:01] 我觉得大概率可能
[01:18:01 - 01:18:03] 不太可能是我想的那个样子了
[01:18:03 - 01:18:05] 因为我知道我是一个
[01:18:05 - 01:18:07] 就来回要交往这么一个
[01:18:07 - 01:18:08] 这么一个迭代
[01:18:08 - 01:18:09] 这么一个状态
[01:18:09 - 01:18:09] 我才能说
[01:18:09 - 01:18:11] 你给写个六十条才可以
[01:18:11 - 01:18:12] 我觉得现在Aiden产出
[01:18:12 - 01:18:14] 我不确定他会
[01:18:14 - 01:18:15] 持续多长时间
[01:18:15 - 01:18:16] 他可能
[01:18:16 - 01:18:17] 这个问题是一直会存在
[01:18:17 - 01:18:18] 一直会很慢
[01:18:18 - 01:18:19] 然后一直会
[01:18:19 - 01:18:20] 大家会解决
[01:18:20 - 01:18:21] 越来越复杂的任务
[01:18:21 - 01:18:22] 导致我需要
[01:18:22 - 01:18:23] 不再切换任务
[01:18:23 - 01:18:24] 还是说他
[01:18:24 - 01:18:25] O1出来之后
[01:18:25 - 01:18:26] 其实大家就已经
[01:18:26 - 01:18:27] 有点被迫的
[01:18:27 - 01:18:28] 进入这个习惯了
[01:18:28 - 01:18:28] 因为O1
[01:18:28 - 01:18:30] 就比如R1或者O1
[01:18:30 - 01:18:32] 你也要等
[01:18:32 - 01:18:32] 要等他
[01:18:32 - 01:18:33] 就跟原来不一样
[01:18:33 - 01:18:34] 原来因为
[01:18:34 - 01:18:36] XGBT出来就是流逝的嘛
[01:18:36 - 01:18:37] 所以说你就能看到
[01:18:37 - 01:18:38] 嘟嘟嘟嘟往后推
[01:18:38 - 01:18:40] 流逝的给你打头盔
[01:18:40 - 01:18:41] 那现在就是流逝打头盔
[01:18:41 - 01:18:42] 你没有用
[01:18:42 - 01:18:44] 然后他后来也干脆藏起来了
[01:18:44 - 01:18:45] 就直接就藏起来了
[01:18:45 - 01:18:47] 然后那看一堆没有用的东西
[01:18:47 - 01:18:49] 然后等十分钟之后给你个答案
[01:18:49 - 01:18:50] 其实这个我觉得是
[01:18:50 - 01:18:52] 就是最后其实是一个生活
[01:18:52 - 01:18:55] 生活模式或者lifestyle上
[01:18:55 - 01:18:57] 我们怎么去适应这个东西
[01:18:57 - 01:18:58] 暂时只要暂时性
[01:18:58 - 01:18:59] 怎么去适应这个东西
[01:18:59 - 01:19:01] 以及我觉得这个可以讨论一下
[01:19:01 - 01:19:04] 对以及有没有可能有产品形态
[01:19:04 - 01:19:04] 能够解决这个问题
[01:19:04 - 01:19:05] 对
[01:19:05 - 01:19:06] 就是
[01:19:06 - 01:19:08] 是人主要去推动
[01:19:08 - 01:19:09] 然后又能去
[01:19:09 - 01:19:10] 辅助
[01:19:10 - 01:19:11] 或者他
[01:19:11 - 01:19:12] 他能一个非常
[01:19:12 - 01:19:14] 合理的方式
[01:19:14 - 01:19:15] 去让你切换任务
[01:19:15 - 01:19:16] 然后你一直在某一个任务下
[01:19:16 - 01:19:17] 然后
[01:19:17 - 01:19:17] 因为我觉得
[01:19:17 - 01:19:18] 就像你说这个
[01:19:18 - 01:19:20] 认知来回切换
[01:19:20 - 01:19:21] 确实很伤大脑
[01:19:21 - 01:19:21] 就是
[01:19:21 - 01:19:23] 就很多研究去做过
[01:19:23 - 01:19:24] 说你
[01:19:24 - 01:19:25] 你可能比如说你平常
[01:19:25 - 01:19:26] contact switching
[01:19:26 - 01:19:26] 对
[01:19:26 - 01:19:27] contact switching
[01:19:27 - 01:19:27] 对
[01:19:27 - 01:19:28] 就是这个
[01:19:28 - 01:19:28] 然后
[01:19:28 - 01:19:30] 它会
[01:19:30 - 01:19:31] 它会让你变得反而更累
[01:19:31 - 01:19:32] 对
[01:19:32 - 01:19:33] 嗯
[01:19:34 - 01:19:35] 那确实你刚才说的这个问题
[01:19:35 - 01:19:37] 就是我发现我年初DeepSick
[01:19:37 - 01:19:38] 刚出来的时候
[01:19:38 - 01:19:40] 我是会看他的思考的过程
[01:19:40 - 01:19:41] 但是他的
[01:19:41 - 01:19:42] 怎么说呢
[01:19:42 - 01:19:43] 他产品形态没有变化
[01:19:43 - 01:19:45] 但是我到了年末
[01:19:45 - 01:19:47] 我已经开始不看他的思考过程了
[01:19:47 - 01:19:48] 我不轻易看他的思考过程
[01:19:48 - 01:19:50] 我就开始直接看回复了
[01:19:50 - 01:19:51] 我其实思考过程
[01:19:51 - 01:19:53] 对我来说可能也挺有意思的
[01:19:53 - 01:19:53] 我可以去读
[01:19:53 - 01:19:55] 但我使用别的软件的习惯
[01:19:55 - 01:19:57] 被我带到了使用DeepSick上面
[01:19:57 - 01:19:57] 对
[01:19:57 - 01:20:00] 我觉得产品设计层面
[01:20:00 - 01:20:02] 永远是有一些小的trick
[01:20:02 - 01:20:04] 可以去做去提升用户体验
[01:20:04 - 01:20:04] 比如说
[01:20:04 - 01:20:06] 比如可以对比
[01:20:06 - 01:20:07] 就是Cloud Code和Codex
[01:20:07 - 01:20:10] 就都在命令行的场景下去使用它
[01:20:10 - 01:20:11] 我会更喜欢Cloud Code
[01:20:11 - 01:20:13] 因为Cloud Code的
[01:20:13 - 01:20:15] 就Codex确实是比Cloud Code慢
[01:20:15 - 01:20:17] 但你体感上的体验
[01:20:17 - 01:20:19] 你会觉得Codex更慢
[01:20:19 - 01:20:20] 就为什么
[01:20:20 - 01:20:20] 因为Cloud Code的
[01:20:20 - 01:20:23] 它会倾向于输出一些中间的过程
[01:20:23 - 01:20:26] 但Codex很可能就是几分钟
[01:20:26 - 01:20:27] 什么都不输出
[01:20:27 - 01:20:29] 这种感觉会非常难受
[01:20:29 - 01:20:30] 你作为一个实时交互的软件
[01:20:30 - 01:20:31] 你会觉得非常难受
[01:20:31 - 01:20:35] 但是从根本的事情上来说
[01:20:35 - 01:20:38] 我会觉得这个可能更根本的点
[01:20:38 - 01:20:40] 还是在于模型的能力
[01:20:40 - 01:20:43] 当然也涉及到硬件的
[01:20:43 - 01:20:44] 这个infra层面
[01:20:44 - 01:20:46] 就是可能更多的还是性能上面
[01:20:46 - 01:20:47] 就是产品以外
[01:20:47 - 01:20:49] 可能更多还是性能层面
[01:20:49 - 01:20:49] 就是它如果真的
[01:20:49 - 01:20:51] 就说实话
[01:20:51 - 01:20:53] 我是不愿意被驯化的
[01:20:53 - 01:20:54] 我觉得现在大家只是委屈求全而已
[01:20:54 - 01:20:56] 去用你一个deep research
[01:20:56 - 01:20:57] 等你半小时40分钟
[01:20:57 - 01:20:59] 这其实是很糟糕的体验
[01:20:59 - 01:21:00] 就是我是会觉得
[01:21:00 - 01:21:03] 就是长远来看
[01:21:03 - 01:21:05] 还是会对于
[01:21:05 - 01:21:07] 对他的性能做大幅的优化
[01:21:07 - 01:21:08] 我觉得这是必不可少的
[01:21:08 - 01:21:10] 因为比如说我们现在
[01:21:10 - 01:21:11] 其实这个context就是说
[01:21:11 - 01:21:13] 很多的DBA的做45分钟
[01:21:13 - 01:21:15] 如果你很懂
[01:21:15 - 01:21:16] 比如说就是拿美签举例
[01:21:16 - 01:21:18] 就是如果你很懂
[01:21:18 - 01:21:20] 你可能找个三两个网页
[01:21:20 - 01:21:21] 一分钟就整完了
[01:21:21 - 01:21:22] 他做了45分钟
[01:21:22 - 01:21:23] 因为他很笨
[01:21:23 - 01:21:25] 这中间有很多技术问题
[01:21:25 - 01:21:29] 就是说他没有很好的像
[01:21:29 - 01:21:31] 就是这里面其实是两个问题
[01:21:31 - 01:21:33] 一个是刚才也说infra问题
[01:21:33 - 01:21:34] 就是Lancona它在场
[01:21:34 - 01:21:35] 如果你的influence engine
[01:21:35 - 01:21:35] 走过快
[01:21:35 - 01:21:36] 啪一下就没了
[01:21:36 - 01:21:37] 你可能很快就出来了
[01:21:37 - 01:21:38] 对
[01:21:38 - 01:21:40] 就是相当于没有损失
[01:21:40 - 01:21:41] 然后第二个问题
[01:21:41 - 01:21:43] 其实是你decision making
[01:21:43 - 01:21:44] 也就是你tool
[01:21:44 - 01:21:46] use能力上
[01:21:46 - 01:21:47] 你的这个decision making
[01:21:47 - 01:21:48] 质量不够高
[01:21:48 - 01:21:50] 导致你没有办法很好的
[01:21:50 - 01:21:51] 就是比如说
[01:21:51 - 01:21:53] 以更少的部署
[01:21:53 - 01:21:53] hitting the point
[01:21:53 - 01:21:54] 切中要害
[01:21:54 - 01:21:56] 就是它可能像人一样
[01:21:56 - 01:21:57] 可能看了质量网页
[01:21:57 - 01:21:57] 它就大概知道
[01:21:57 - 01:21:59] 可能某些事情
[01:21:59 - 01:21:59] 它就下判断了
[01:21:59 - 01:22:00] 但是agent呢
[01:22:01 - 01:22:02] 可能看两网页
[01:22:02 - 01:22:02] 又看两网页
[01:22:02 - 01:22:02] 又看两网页
[01:22:02 - 01:22:04] 他不知道这是在干什么
[01:22:04 - 01:22:05] 就早期一个极端情况
