[00:00:06--00:00:07] 开了一扇窗户
[01:20:37--01:20:39] 推理式计算
[01:20:39--01:20:40] 对
[01:20:40--01:20:41] 变成了这个计算量
[01:20:41--01:20:42] 然后L3
[01:20:42--01:20:44] 变成了一个强化学习的scaling
[01:20:44--01:20:47] 还要成为这个scaling law的所谓的这个核心
[01:20:47--01:20:49] 那再往后是什么
[01:20:49--01:20:50] 你看scaling law它
[01:20:50--01:20:52] 它其实也是在不同的时间段
[01:20:52--01:20:53] 不同的这个阶段
[01:20:53--01:20:55] 它在不断的在变化
[01:20:55--01:20:56] 其实这个变化也很正常
[01:20:56--01:20:59] 因为你想想scaling law本身它提出来的时候是一个
[01:20:59--01:21:01] 非常不严谨的一个说法
[01:21:01--01:21:02] 为什么
[01:21:02--01:21:05] 它就是说随着这个参数量的这个增长
[01:21:05--01:21:09] 智能水平呈呈现一个指数级的爆发式的这个增长
[01:21:09--01:21:11] 它只是个现象的描述
[01:21:11--01:21:12] 嗯
[01:21:12--01:21:13] 它并没有一个很科学的依据
[01:21:13--01:21:15] 你看23年代都相信暴力美学
[01:21:15--01:21:16] 对啊
[01:21:16--01:21:17] 就简单粗暴堆算力
[01:21:17--01:21:18] 对啊
[01:21:18--01:21:22] 但是这个从科学的角度来说
[01:21:22--01:21:24] 如果你发现了一个现象
[01:21:24--01:21:27] 对科学家来说最吸引人的是什么
[01:21:27--01:21:28] 吸引大家是什么
[01:21:28--01:21:31] 是探究这个现象背后的原因到底是啥
[01:21:31--01:21:33] 我掌握了这个原因的本质
[01:21:33--01:21:35] 我就能利用好这个事情
[01:21:35--01:21:37] 而不是从简单的表象上来说
[01:21:37--01:21:38] 就对参数
[01:21:38--01:21:39] 嗯对吧
[01:21:39--01:21:41] 总有一天你会对到说
[01:21:41--01:21:42] 哎
[01:21:42--01:21:43] 好像不起作用了
[01:21:43--01:21:46] 从你们的视角什么时候是对算力不起作用的时候
[01:21:46--01:21:47] 是哪个时间点
[01:21:47--01:21:50] 这个倒也没有一个特别明确的时间点
[01:21:50--01:21:54] 其实是对到一定程度之后成本先受不了了
[01:21:54--01:21:55] 成本受不了了
[01:21:55--01:21:56] 对
[01:21:56--01:21:57] 有多贵了
[01:21:57--01:21:58] 非常贵啊
[01:21:58--01:21:59] 那你算你涨价
[01:21:59--01:22:01] 你也知道这个23年就开始涨嘛
[01:22:01--01:22:03] 那涨的多可怕
[01:22:03--01:22:04] 成本受不了了
[01:22:04--01:22:05] 成本受不了了
[01:22:05--01:22:06] 大家就不敢继续这么
[01:22:06--01:22:07] 那这个时候有两条路
[01:22:07--01:22:09] 就是第一个是我融更多的钱
[01:22:09--01:22:10] 我讲更大的故事
[01:22:10--01:22:12] 第二条路是开始优化
[01:22:12--01:22:13] 是
[01:22:13--01:22:14] 你们选择哪一条
[01:22:14--01:22:16] 我开始走的坚决的走到第一条
[01:22:16--01:22:17] 嗯
[01:22:17--01:22:18] 是吧
[01:22:18--01:22:19] 嗯
[01:22:19--01:22:20] 然后我们呢做了也做了第二条
[01:22:20--01:22:21] 第一条当然要做
[01:22:21--01:22:22] 你你你还得去用钱
[01:22:22--01:22:23] 这个你纯靠自己挣钱
[01:22:23--01:22:24] 你肯定挣不来的那些
[01:22:24--01:22:26] 你肯定第一条你要要做
[01:22:26--01:22:28] 然后第二条呢
[01:22:28--01:22:29] 你也得做
[01:22:29--01:22:31] 所以当时我们做了很多这方面的工作
[01:22:31--01:22:34] 就你刚才问说我们训练呃
[01:22:34--01:22:36] JM130币花了多少钱
[01:22:36--01:22:37] 对吧
[01:22:37--01:22:39] 我们算力我们才花了400万人民币
[01:22:39--01:22:41] 算上人工啊什么7788加起
[01:22:41--01:22:42] 大概大约1000万人民币
[01:22:42--01:22:48] 那你想想opengi gpt3那个年代2000万美元
[01:22:48--01:22:49] 啊
[01:22:49--01:22:50] 14分之一
[01:22:50--01:22:51] 所以这是中国团队的优势
[01:22:51--01:22:52] 对这是中国人的优势嘛
[01:22:52--01:22:58] 大家会去向这个细节抠细节去要要这个效益
[01:22:58--01:23:00] 要这个收益成本
[01:23:00--01:23:02] 所以交算法中国团队交的比较好
[01:23:02--01:23:03] 调这个东西
[01:23:03--01:23:11] 甚至包括后来说的我们说的能在这个比较便宜的这个叫消费级卡上做千亿模型的推理
[01:23:11--01:23:12] 这事也是我们先干的
[01:23:12--01:23:14] 那也很便宜的降低成本
[01:23:14--01:23:19] 你从一百多万的成本一百大几十万的成本降到只需要二三十万
[01:23:19--01:23:21] 这大家也很happy啊
[01:23:21--01:23:22] 嗯
[01:23:22--01:23:23] 包括现在我们仍然也还在做这个事
[01:23:23--01:23:24] 嗯
[01:23:24--01:23:26] 这两天我们不是更新4.7吗
[01:23:26--01:23:28] 这个模型表现非常好
[01:23:28--01:23:29] 非常好
[01:23:29--01:23:33] 但是好并不是因为他把参数量又加了一倍或者什么之类的
[01:23:33--01:23:34] 没有啊
[01:23:34--01:23:36] 我们参数量还是只有三百多币
[01:23:36--01:23:37] 他为什么好呢
[01:23:37--01:23:41] 好的点就在于说首先第一我的训练效率更高数据利用率更高
[01:23:42--01:23:43] 对吧
[01:23:43--01:23:45] 模型的架构本身就有这个优势
[01:23:45--01:23:46] 第二
[01:23:46--01:23:52] 我们其实在模型本身这个参数量设计结构设计的时候就考虑到未来
[01:23:52--01:23:54] 在推理的时候
[01:23:54--01:23:56] 怎么样控制这个成本
[01:23:56--01:23:57] 我就可以单击推理
[01:23:57--01:23:58] 八八卡就够
[01:23:58--01:24:00] 我不太需要什么16卡
[01:24:00--01:24:01] 嗯
[01:24:01--01:24:03] 所以降成本一直是一条主线
[01:24:03--01:24:04] 对对对
[01:24:04--01:24:05] 其实一直是一个很重点
[01:24:05--01:24:06] 嗯
[01:24:06--01:24:07] 对对对
[01:24:07--01:24:08] 我们一直在做这个事
[01:24:08--01:24:11] 包括跟很多这个国家行信片啊什么之类的做适配啊什么的
[01:24:11--01:24:14] 在找这个算力上这个成本降低的这种办法
[01:24:14--01:24:16] 刚才说这个scaling的好几个阶段
[01:24:16--01:24:19] 这个对应到质谱的发展的过程中
[01:24:19--01:24:21] 你觉得有影响他的一些决策吗
[01:24:21--01:24:22] 或者是技术判断
[01:24:22--01:24:24] 这个应该是伴随着整个的研究的过程
[01:24:24--01:24:31] 所以刚才表达那个意思是说对于scaling law这种就是你现象描述的所谓的现象描述的这种事情
[01:24:31--01:24:32] 我们并不特别迷信
[01:24:32--01:24:35] 所以二三年当大家市场上都在说暴力美学的时候
[01:24:35--01:24:38] 你们是心里是不屑的
[01:24:38--01:24:39] 嗯
[01:24:39--01:24:41] 我们倒没有说特别不屑的
[01:24:41--01:24:44] 只是说在能力范围之内
[01:24:44--01:24:46] 我们该做的事情肯定会去做
[01:24:46--01:24:48] 那个时候我们的模型的体量
[01:24:48--01:24:49] 那时候还是dance模型嘛
[01:24:49--01:24:51] 就是单体的球迷模型嘛
[01:24:51--01:24:54] 一直就是1000亿
[01:24:54--01:24:59] 一直到24年到GM4的时候才把它扩到2000亿
[01:24:59--01:25:01] 就我们一直很克制
[01:25:01--01:25:06] 就没有像市面上很多其他的那个友商或者是研究团队
[01:25:06--01:25:09] 上来就直接奔着万亿去了
[01:25:09--01:25:11] 打击千亿的模型去了
[01:25:11--01:25:12] 就我们还是非常克制的
[01:25:12--01:25:14] 那当时会不会觉得自己太慢了
[01:25:14--01:25:17] 这件事情其实并不取决于这个模型的参数量
[01:25:17--01:25:19] 或者是这个规模上
[01:25:19--01:25:22] 其实本质上还是你看最后的效果
[01:25:22--01:25:24] 就是你们有自信一个小更小的模型
[01:25:24--01:25:27] 其实是可以有类似效果或者更好的效果
[01:25:27--01:25:29] 其实里面有很多东西都可以做
[01:25:29--01:25:30] 很多工作可以做
[01:25:30--01:25:31] 比如说刚才说
[01:25:31--01:25:34] 你刚才说了这个所谓叫好的数据和有价值的数据
[01:25:34--01:25:35] 这个事情
[01:25:35--01:25:37] 数据工程上它就是有很多的事情可以做
[01:25:37--01:25:38] 同样的参数量
[01:25:38--01:25:40] 你用不同的数据去训练出来的效果可能不一样
[01:25:40--01:25:42] 我把数据量减小20%
[01:25:42--01:25:44] 但性能仍然维持
[01:25:44--01:25:45] 那不挺好的吗
[01:25:45--01:25:49] 我可以用剩下的一个计算量再加20%的别的数据
[01:25:49--01:25:51] 让它在别的能力上再有提升
[01:25:51--01:25:52] 这不挺好的吗
[01:25:52--01:25:53] 然后我加这些数据之后
[01:25:53--01:25:54] 有可能比如说不同的训练方式
[01:25:54--01:25:56] 或者不同的数据进去之后互相干扰
[01:25:56--01:25:58] 模型的能力会下降
[01:25:58--01:26:00] 我们怎么样让它加进去的时候不下降
[01:26:00--01:26:01] 就像我们做菜一样
[01:26:01--01:26:02] 各种佐料做一点
[01:26:02--01:26:04] 其实特别像做菜
[01:26:04--01:26:07] 对放进去怎么能让它味道更好
[01:26:07--01:26:08] 而不是变得更糟糕
[01:26:08--01:26:10] 这里面很多的讲究
[01:26:10--01:26:13] 如果Skinning Law不是一个非常科学的描述
[01:26:13--01:26:15] 你觉得这个过程更像是什么过程
[01:26:15--01:26:16] 这是个非常好的问题
[01:26:16--01:26:18] 其实我也一直在想
[01:26:18--01:26:20] 可能也没有什么特别准确的答案
[01:26:20--01:26:23] 我个人对这个事情的认知是说
[01:26:23--01:26:26] 我们还是希望从科学的角度来说
[01:26:26--01:26:29] 还是希望不管是从原理
[01:26:29--01:26:32] 还是从工程实践系统的这个工程实践
[01:26:32--01:26:33] 这个角度来说
[01:26:33--01:26:39] 去找到说所谓的这个智能和计算之间的本质联系是什么
[01:26:39--01:26:40] 是什么
[01:26:40--01:26:41] 本质关系是什么
[01:26:41--01:26:43] 今天解答到什么程度了
[01:26:43--01:26:45] 今天的认识是什么样的
[01:26:45--01:26:47] 智能和计算之间
[01:26:47--01:26:50] 反正我的感受里面是没有什么特别明确答案
[01:26:50--01:26:52] 至少就是说现在得到一个结论是说
[01:26:52--01:26:54] 现在的这种计算方式
[01:26:54--01:26:55] 计算的这种方式
[01:26:55--01:26:57] 其实还不是最完美的
[01:26:57--01:26:58] 应该还不是最完美
[01:26:58--01:27:00] 还会有更好的方式
[01:27:00--01:27:01] 现在不足是什么
[01:27:01--01:27:02] 消耗太大
[01:27:02--01:27:04] 计算还是有些复杂
[01:27:04--01:27:09] 其实谭天老师微博里面其实也提了一个第一条就说了
[01:27:09--01:27:11] 计算不一定是终极答案
[01:27:11--01:27:16] 很有可能会有更有效或者更这个优美的方式
[01:27:16--01:27:19] 算法结构来替代
[01:27:19--01:27:20] 这就是我刚才讲的
[01:27:20--01:27:22] 就是我们看到了这些事情之后
[01:27:22--01:27:24] 做了很多的尝试之后发现
[01:27:24--01:27:28] 其实这个问题真的好像还不是最终答案
[01:27:28--01:27:30] 所以基于transformer这个架构
[01:27:30--01:27:32] 它的效果你觉得现在已经见顶了吗
[01:27:32--01:27:34] 我觉得见顶到也还没有
[01:27:34--01:27:36] 就刚才说的就是能做的事情还太多了
[01:27:36--01:27:38] 因为这个战线其实很长
[01:27:38--01:27:40] 就很多是工程优化的对吧
[01:27:40--01:27:43] 对数据然后算法微调
[01:27:43--01:27:47] 你看transformer它最重要的就是attention
[01:27:47--01:27:48] 就是注意力机制
[01:27:48--01:27:50] 你看attention的这个东西
[01:27:50--01:27:52] 从23年
[01:27:52--01:27:54] 从二年开始到现在
[01:27:54--01:27:55] 魔改史
[01:27:55--01:27:57] 你看这个爆了多少东西出来
[01:27:57--01:27:59] 我经常会看到一些论文里面讲
[01:27:59--01:28:01] 各种各样的attention的这种变种
[01:28:01--01:28:02] 还挺有意思的
[01:28:02--01:28:03] DeepSeek也做了一个
[01:28:03--01:28:06] 对有很多反正做了很多这些事情
[01:28:06--01:28:08] 我们也做了一些研究的事情
[01:28:08--01:28:10] 也做了这方面的一些研究的工作
[01:28:10--01:28:12] 所以它为什么还有这么多的
[01:28:12--01:28:14] 可以爆改的空间
[01:28:14--01:28:16] 其实就是在于它本身可能还不是
[01:28:16--01:28:18] 那个最完美的答案
[01:28:18--01:28:20] 它还比较粗糙
[01:28:20--01:28:22] 还有很多空间可以去探索
[01:28:22--01:28:24] 你没有探索下一代的架构吗
[01:28:24--01:28:25] 当然
[01:28:25--01:28:26] 不是基于transformer的
[01:28:26--01:28:28] 各种可能性我们都有在关注
[01:28:28--01:28:29] 都有在尝试
[01:28:29--01:28:31] 那现在在这个架构上下的
[01:28:31--01:28:33] 你觉得智能见顶了没有
[01:28:33--01:28:34] 我觉得还没有
[01:28:34--01:28:36] 就是通过微调
[01:28:36--01:28:38] 对本来我们今年或者说
[01:28:38--01:28:39] 对今年上半年
[01:28:39--01:28:41] 或者说去年年底的时候
[01:28:41--01:28:43] 我们觉得其实挺难的了
[01:28:43--01:28:45] 但第一个你看过完年以后
[01:28:45--01:28:47] 今年年初的时候DeepSeek这个出现
[01:28:47--01:28:49] 其实又跟大家打开一个新的视野
[01:28:49--01:28:51] 你看还可以再往上提升
[01:28:51--01:28:52] 对吧包括推理能力
[01:28:52--01:28:54] 包括工程优化
[01:28:54--01:28:55] 还可以往上提
[01:28:55--01:28:57] 原来我们讲就MOE
[01:28:57--01:28:59] 可能并不一定是个特别好的
[01:28:59--01:29:00] 为什么当时觉得不是
[01:29:00--01:29:02] 我是说之前的很多的这种认知
[01:29:02--01:29:03] 并不是一个结论
[01:29:03--01:29:04] 后来就发现
[01:29:04--01:29:06] 其实还是有很多空间可以去做
[01:29:06--01:29:07] 然后我们也重新
[01:29:07--01:29:08] 打足了精神
[01:29:08--01:29:10] 开始研究这些事情
[01:29:10--01:29:12] 开始我们自己的一些尝试
[01:29:12--01:29:14] 到今年7月份8月份
[01:29:14--01:29:15] 4.5 4.6 4.7的探索
[01:29:15--01:29:16] 你会发现
[01:29:16--01:29:18] 你看我们也把这条路也走通
[01:29:18--01:29:20] 我们也加入了自己的一些想法之后
[01:29:20--01:29:22] 在这个新的架构下
[01:29:22--01:29:23] MOE的架构下
[01:29:23--01:29:24] 而我们也探索出来
[01:29:24--01:29:26] 一个别人没探索过的一个空间
[01:29:26--01:29:27] 一个路径
[01:29:27--01:29:29] 证明就是中国人那句话
[01:29:29--01:29:31] 叫柳暗花明
[01:29:31--01:29:32] 就别轻易放弃
[01:29:32--01:29:35] 所以即使是在Transformer Attention
[01:29:35--01:29:37] 就注意力机制的框架底下
[01:29:37--01:29:39] 其实还有很多空间可以挖
[01:29:39--01:29:41] 还有很多事情可以做
[01:29:41--01:29:43] 现在就过了浅浅挖一挖
[01:29:43--01:29:45] 就有金矿的那个时候了
[01:29:45--01:29:47] 就低垂的果实已经被人摘遍了
[01:29:47--01:29:49] 剩下的事情并不代表没有果实了
[01:29:49--01:29:51] 你看我们23年讲的是
[01:29:51--01:29:52] 王辉文王小川
[01:29:52--01:29:54] 24年讲的是Kimi Minimax
[01:29:54--01:29:55] 到了25年
[01:29:55--01:29:57] Deep Seek成了主要的旋律
[01:29:57--01:29:58] 就Deep Seek让你们吃惊吗
[01:29:58--01:30:01] Deep Seek还是对我们影响还是比较大的
[01:30:01--01:30:02] 冲击很大吗
[01:30:02--01:30:05] 对其实是不管是从研究层面
[01:30:05--01:30:07] 还是从工程层面
[01:30:07--01:30:09] 甚至包括市场层面
[01:30:09--01:30:11] 我们其实都仔仔细细的内部
[01:30:11--01:30:12] 都研讨过这个事情
[01:30:12--01:30:13] 是反思还是研讨
[01:30:13--01:30:14] 也算反思吧
[01:30:14--01:30:16] 我们反正工科的人都比较的
[01:30:16--01:30:18] 叫理性化
[01:30:18--01:30:20] 这些都没什么太大差别
[01:30:20--01:30:21] 几月份讨论的
[01:30:21--01:30:22] 就2月份吧
[01:30:22--01:30:23] 就2月份
[01:30:23--01:30:24] 春节一回来我们就在
[01:30:24--01:30:26] 密集的讨论这件事情
[01:30:26--01:30:27] 确实是给了我们很多的
[01:30:27--01:30:30] 这个启示和提醒
[01:30:30--01:30:31] 对也学习到很多东西
[01:30:31--01:30:33] 你当时讨论的结论是什么呀
[01:30:33--01:30:34] 讨论的结论就是说
[01:30:34--01:30:37] 其实应该更开放的
[01:30:37--01:30:38] 更开放式的
[01:30:38--01:30:40] 更打开一些自己的这个视野
[01:30:40--01:30:41] 开放式的看待这个
[01:30:41--01:30:43] 大模型的研究和这个市场
[01:30:43--01:30:45] 很多时候
[01:30:45--01:30:47] 这些因素都搅和在一起
[01:30:47--01:30:49] 你很难把它理得非常的清楚
[01:30:49--01:30:52] 和分隔得非常的开
[01:30:52--01:30:56] 所以还是需要各方的协同
[01:30:56--01:30:58] 以更开放的态度来看待这些事情
[01:30:58--01:30:59] 然后我们自己的研究方向
[01:30:59--01:31:01] 应该还要更坚定一些
[01:31:01--01:31:02] 有什么是觉得自己不坚定的
[01:31:02--01:31:03] 不够坚定的
[01:31:03--01:31:04] 倒也没有
[01:31:04--01:31:05] 不是说这个意思
[01:31:05--01:31:06] 就是
[01:31:06--01:31:07] 呃
[01:31:07--01:31:10] 有一些事情我们会觉得说
[01:31:10--01:31:11] 嗯
[01:31:11--01:31:14] 比如说我们发那个GM4 plus的时候
[01:31:14--01:31:16] 是200多币的一个模型
[01:31:16--01:31:19] 我们感觉就做不上去了
[01:31:19--01:31:20] 好多地方都做不上去了
[01:31:20--01:31:21] 成本也很高
[01:31:21--01:31:22] 嗯
[01:31:22--01:31:23] 之类的
[01:31:23--01:31:24] 这种事情
[01:31:24--01:31:25] 然后第四个出来之后
[01:31:25--01:31:26] 我会提醒大家说
[01:31:26--01:31:28] 其实你看强化学习这一块
[01:31:28--01:31:30] 我们还下了力气不够
[01:31:30--01:31:31] 对吧
[01:31:31--01:31:34] 然后他的主要的贡献就是
[01:31:34--01:31:35] 强化学习这一块
[01:31:35--01:31:36] 有些新的策略
[01:31:36--01:31:38] 和新的方法出现
[01:31:38--01:31:39] 那是第一个
[01:31:39--01:31:40] 第二个
[01:31:40--01:31:41] 在工程优化上
[01:31:41--01:31:42] 其实还可以做的更
[01:31:42--01:31:43] 极致
[01:31:43--01:31:44] 更极致一些
[01:31:44--01:31:45] 第三个就是
[01:31:45--01:31:47] 真正的这个下一个
[01:31:47--01:31:49] 范式的这种探索
[01:31:49--01:31:51] 我觉得应该可以更大胆一些
[01:31:51--01:31:52] 去想象一下
[01:31:52--01:31:53] 呃
[01:31:53--01:31:54] 因为我记得我印象比较深的是
[01:31:54--01:31:56] DeepSig当时的技术报告里面
[01:31:56--01:31:57] 提出来是说
[01:31:57--01:32:00] 他们尝试把SFT跳过去
[01:32:00--01:32:02] 直接在base上做强化
[01:32:02--01:32:03] 嗯
[01:32:03--01:32:04] 也能七七八八
[01:32:04--01:32:05] 你们选择这条路了没有
[01:32:05--01:32:06] 我们就做了一些尝试
[01:32:06--01:32:07] 嗯
[01:32:07--01:32:09] 后来得出来的结论是说
[01:32:09--01:32:10] 其实还
[01:32:10--01:32:12] 暂时没有办法完全把
[01:32:12--01:32:14] Mid Trend扔掉
[01:32:14--01:32:16] 所以可能还是会
[01:32:16--01:32:17] 呃
[01:32:17--01:32:19] 用一些Mid Trend这样的一些阶段
[01:32:19--01:32:20] 这些方法
[01:32:20--01:32:21] Post Trend就是
[01:32:21--01:32:22] 尤其是强化学习这一块
[01:32:22--01:32:23] 要加强是肯定的
[01:32:23--01:32:24] 而且这里
[01:32:24--01:32:25] 后面加强了RL
[01:32:25--01:32:26] 对
[01:32:26--01:32:28] 后面你看这个最近四点七
[01:32:28--01:32:30] 我前两天他们那个
[01:32:30--01:32:31] 呃
[01:32:31--01:32:33] 在那个Ready的上开了一个MA
[01:32:33--01:32:34] 然后我看了一下
[01:32:34--01:32:35] 他们当时的那个
[01:32:35--01:32:36] 调的那个记录
[01:32:36--01:32:38] 那边还挺有意思的
[01:32:38--01:32:39] 然后
[01:32:39--01:32:40] 呃
[01:32:40--01:32:41] 专门他们也介绍了
[01:32:41--01:32:42] 就是
[01:32:42--01:32:43] 给大家介绍了我们的这个
[01:32:43--01:32:44] 强化学习的一个框架
[01:32:44--01:32:45] 叫SLIME
[01:32:45--01:32:46] 嗯
[01:32:46--01:32:47] 那个框架
[01:32:47--01:32:48] 挺典型的挺有意思的一个
[01:32:48--01:32:49] 研究的成果
[01:32:49--01:32:51] 算法或者叫工程融合的
[01:32:51--01:32:52] 这样的一套方法
[01:32:52--01:32:54] 你怎么把不同的任务
[01:32:54--01:32:56] 在同样一个框架底下去
[01:32:56--01:32:57] 不同的强化学习任务
[01:32:57--01:32:58] 嗯
[01:32:58--01:32:59] 融合在一个框架底下
[01:32:59--01:33:00] 然后有机的把它整合到一起
[01:33:00--01:33:02] 一个框架就解决所有的问题
[01:33:02--01:33:03] 嗯
[01:33:03--01:33:04] 我觉得这也是
[01:33:04--01:33:05] 在这方面获得这个
[01:33:05--01:33:08] 长足进步和研究成果的一个体现
[01:33:08--01:33:09] 也得益于这些这些东西
[01:33:09--01:33:10] 基础工作的这种
[01:33:10--01:33:11] 做得更扎实
[01:33:11--01:33:12] 才会有后面4.5
[01:33:12--01:33:13] 4.7
[01:33:13--01:33:15] 这个一步一个台阶的这种上去
[01:33:15--01:33:16] 这个我觉得DeepSeek
[01:33:16--01:33:17] 可能整个这个行业
[01:33:17--01:33:18] 大家都带来了很多
[01:33:18--01:33:19] 学习的地方
[01:33:19--01:33:20] 你们当时在想什么呢
[01:33:20--01:33:21] 有没有在想
[01:33:21--01:33:22] 为什么不是我们做的
[01:33:22--01:33:24] 我觉得这种问题
[01:33:24--01:33:25] 好像对工科难来说
[01:33:25--01:33:26] 不是一个
[01:33:26--01:33:28] 必要思考的问题
[01:33:28--01:33:29] 嗯
[01:33:29--01:33:31] 因为我们比较尊重事实嘛
[01:33:31--01:33:32] 那事实就是说
[01:33:32--01:33:33] 这个事情不是你做的
[01:33:33--01:33:34] 那你想这个问题
[01:33:34--01:33:35] 好像
[01:33:35--01:33:36] 当然对我们
[01:33:36--01:33:37] 后续改进
[01:33:37--01:33:39] 这个有帮助
[01:33:39--01:33:40] 对吧
[01:33:40--01:33:41] 就是人家做对了什么
[01:33:41--01:33:43] 为什么这个事情我没有做
[01:33:43--01:33:44] 你想清楚这个原因
[01:33:44--01:33:45] 下次注意
[01:33:45--01:33:46] 对吧
[01:33:46--01:33:47] 就就就行
[01:33:47--01:33:49] 而且DeepSeek非常坚定的开源
[01:33:49--01:33:51] 他比较彻底的吧
[01:33:51--01:33:53] 就是做了一个这个开源
[01:33:53--01:33:54] 这个事情
[01:33:54--01:33:55] 你们对这个有什么想法
[01:33:55--01:33:56] 开源这个事
[01:33:56--01:33:58] 其实我们也一直在做这个事情
[01:33:58--01:33:59] 但是因为
[01:33:59--01:34:00] 你们是最早开源的
[01:34:00--01:34:01] 对吧
[01:34:01--01:34:02] 对对对
[01:34:02--01:34:03] 从23年开始
[01:34:03--01:34:04] 我们就
[01:34:04--01:34:05] 我们一直在做开源这个事情
[01:34:05--01:34:06] 包括确诊券
[01:34:06--01:34:07] 6B啊等等
[01:34:07--01:34:08] 到目前为止
[01:34:08--01:34:10] 我们已经有将近
[01:34:10--01:34:11] 六七十个开源项目
[01:34:11--01:34:14] 这些项目的这个下载量
[01:34:14--01:34:17] 已经六千多次
[01:34:17--01:34:18] 整个开源社区里面
[01:34:18--01:34:20] 还是算是比较知名的
[01:34:20--01:34:21] 一个开源的系列
[01:34:21--01:34:22] 嗯
[01:34:22--01:34:23] 这些内容
[01:34:23--01:34:24] 所以开源一直是我们
[01:34:24--01:34:25] 课程经营里的事情
[01:34:25--01:34:26] 毕竟从学校里出来
[01:34:26--01:34:27] 还是觉得回馈
[01:34:27--01:34:28] 大家的这个研究啊
[01:34:28--01:34:30] 或者是这些创新的探索
[01:34:30--01:34:32] 我觉得是我们必须要做的事
[01:34:32--01:34:33] 但是作为一个公司
[01:34:33--01:34:34] 做开源这个事情
[01:34:34--01:34:35] 你看美国这些公司
[01:34:35--01:34:37] 就很清楚的感觉到
[01:34:37--01:34:39] 就是他慢慢放弃这个事情
[01:34:39--01:34:40] 对
[01:34:40--01:34:42] 有更多的商业化利益去考虑
[01:34:42--01:34:44] 为什么币源的商业化利益更高
[01:34:44--01:34:45] 因为它有这个技术上
[01:34:45--01:34:46] 技术的溢价
[01:34:46--01:34:47] 那前提也是因为
[01:34:47--01:34:49] 就是说还有一个认知是说
[01:34:49--01:34:52] 开源和免费之间
[01:34:52--01:34:54] 是不划等号的
[01:34:54--01:34:55] 是不能直接划等号的
[01:34:55--01:34:56] 但是在中国这个市场
[01:34:56--01:34:57] 话语体系底下
[01:34:57--01:34:59] 好像这个是被混在一起的
[01:34:59--01:35:00] 嗯
[01:35:00--01:35:01] Deep Seek做的很彻底
[01:35:01--01:35:02] 所以这个事情
[01:35:02--01:35:04] 它又被加强了大家这个印象
[01:35:04--01:35:06] 所谓开源就是免费
[01:35:06--01:35:07] 嗯
[01:35:07--01:35:08] 但实际上
[01:35:08--01:35:09] 本质上在商业化市场里面
[01:35:09--01:35:10] 你会发现
[01:35:10--01:35:11] 其实这个事还不
[01:35:11--01:35:12] 真的不能混为一谈
[01:35:12--01:35:14] 所以Deep Seek彻底的开源
[01:35:14--01:35:16] 对于其他人有什么冲击吗
[01:35:16--01:35:17] 肯定会有些冲击
[01:35:17--01:35:18] 彻底开源的结果
[01:35:18--01:35:19] 就是说大家可以基于
[01:35:19--01:35:20] 他的一些很多的
[01:35:20--01:35:22] 这个研究的这个成果
[01:35:22--01:35:24] 和基础去做很多事情
[01:35:24--01:35:25] 嗯
[01:35:25--01:35:26] 对吧
[01:35:26--01:35:27] 但其实我我是觉得
[01:35:27--01:35:28] 可能大家能附现
[01:35:28--01:35:29] 他那个结果的也不多
[01:35:29--01:35:30] 他的开源策略
[01:35:30--01:35:31] 给你们带来什么影响
[01:35:31--01:35:32] 嗯
[01:35:32--01:35:33] 给我们带来的影响
[01:35:33--01:35:34] 就是说
[01:35:34--01:35:35] 刚才说的是技术方面的事情
[01:35:35--01:35:37] 然后另外一方面
[01:35:37--01:35:38] 就在商业化市场上
[01:35:38--01:35:39] 可能对我们的影响
[01:35:39--01:35:41] 就是说有很多
[01:35:41--01:35:43] 很多客户的脑子里面
[01:35:43--01:35:44] 他就把开源和免费
[01:35:44--01:35:45] 就画等号了
[01:35:45--01:35:46] 嗯
[01:35:46--01:35:47] 给我们带来的影响就是说
[01:35:47--01:35:48] 你那都开源都不要钱了
[01:35:48--01:35:49] 你为什么还要收我钱呢
[01:35:49--01:35:50] 嗯
[01:35:50--01:35:51] 他会问这个问题
[01:35:51--01:35:52] 那怎么办
[01:35:52--01:35:54] 那只能用时间来证明
[01:35:54--01:35:55] 就是他们会说
[01:35:55--01:35:57] 哦那我原来本来要采购的
[01:35:57--01:35:58] 这个预算已经批下来了
[01:35:58--01:35:59] 本来要我们钱
[01:35:59--01:36:01] 然后说哎你看
[01:36:01--01:36:02] 这个Deep Seek
[01:36:02--01:36:03] 这个开源了
[01:36:03--01:36:04] 好像比你们也不差
[01:36:04--01:36:05] 甚至可能在某些方面
[01:36:05--01:36:06] 还更好一点
[01:36:06--01:36:08] 那我是不是可以不用买了
[01:36:08--01:36:09] 我直接用它就好了
[01:36:09--01:36:10] 嗯
[01:36:10--01:36:11] 对吧
[01:36:11--01:36:12] 然后我们会告诉客户说
[01:36:12--01:36:13] 其实你不要把开源和免费
[01:36:13--01:36:14] 这个事情画等号
[01:36:14--01:36:15] 啊
[01:36:15--01:36:16] 你用这个开源的东西
[01:36:16--01:36:17] 没问题
[01:36:17--01:36:18] 也OK
[01:36:18--01:36:20] 但是其实和你真正想要
[01:36:20--01:36:22] 获得的是一个商业化的服务
[01:36:22--01:36:23] 这件事情
[01:36:23--01:36:24] 本身是不等同的
[01:36:24--01:36:26] 你不要把这个事混到一起
