[00:00:00--00:00:02] 就是蒋曾国藩从二十多岁
[01:15:47--01:15:48] 啊
[01:15:48--01:15:49] 但是呢
[01:15:49--01:15:50] 我觉得
[01:15:50--01:15:51] 啊
[01:15:51--01:15:52] 从另外一个角度来说
[01:15:52--01:15:53] 从成长性上来说
[01:15:53--01:15:54] 啊
[01:15:54--01:15:55] 我觉得在啊
[01:15:55--01:15:56] 中国的支架环境里面
[01:15:56--01:15:57] 对于工程师的这个训练
[01:15:57--01:15:59] 综合能力的训练又是更好的
[01:15:59--01:16:00] 啊
[01:16:00--01:16:02] 他可以让你看到这个世界真实的状态
[01:16:02--01:16:03] 啊
[01:16:03--01:16:04] 就我觉得这个世界真实就是这个样子的
[01:16:04--01:16:05] 嗯
[01:16:05--01:16:07] 你很喜欢说真实世界现实世界对吧
[01:16:07--01:16:08] 对
[01:16:08--01:16:09] 对
[01:16:09--01:16:10] 因为我觉得就是说
[01:16:10--01:16:11] 如果我们生活在一个被其他人
[01:16:11--01:16:13] 或一些信息包裹起来的
[01:16:13--01:16:14] 环境当中
[01:16:14--01:16:15] 我觉得是不本质的
[01:16:15--01:16:16] 嗯
[01:16:16--01:16:17] 啊
[01:16:17--01:16:18] 对
[01:16:18--01:16:19] 然后
[01:16:19--01:16:20] 所以我比较喜欢面对真实
[01:16:20--01:16:21] 哪怕这个真实
[01:16:21--01:16:24] 往往很多时候这个真相和真实是残酷的
[01:16:24--01:16:25] 啊
[01:16:25--01:16:26] 但我觉得也要去面对它
[01:16:26--01:16:27] 嗯
[01:16:27--01:16:28] 对
[01:16:28--01:16:29] 在这个过程中
[01:16:29--01:16:30] 你觉得旭东发生过变化吗
[01:16:30--01:16:32] 旭东
[01:16:32--01:16:33] 我觉得他
[01:16:33--01:16:34] 哎呀
[01:16:34--01:16:35] 真的
[01:16:35--01:16:36] 我觉得旭东
[01:16:36--01:16:37] 我觉得旭东最强的点啊
[01:16:37--01:16:38] 一直没变
[01:16:38--01:16:39] 旭东最强点
[01:16:39--01:16:40] 就是我觉得他的战略能力
[01:16:40--01:16:41] 特别好
[01:16:41--01:16:42] 嗯
[01:16:42--01:16:43] 对
[01:16:43--01:16:44] 那么早的时间点
[01:16:44--01:16:45] 就判断出来
[01:16:45--01:16:47] 然后一直坚定的去推动
[01:16:47--01:16:50] 然后过程当中有波折也也也也不动摇
[01:16:50--01:16:51] 啊
[01:16:51--01:16:53] 就是战略能力是我觉得他带领我们
[01:16:53--01:16:57] 他从这么多自动驾驶企业里面脱颖而出的最核心的那一个
[01:16:57--01:16:58] 那一个能力
[01:16:58--01:16:59] 然后呢
[01:16:59--01:17:00] 当然了就是旭东嘛
[01:17:00--01:17:02] 就是我觉得我也有这个问题啊
[01:17:02--01:17:03] 就是说
[01:17:03--01:17:04] 呃
[01:17:04--01:17:05] 都是比较push的
[01:17:05--01:17:06] 比较aggressive的
[01:17:06--01:17:07] 所以他
[01:17:07--01:17:09] 跟他工作肯定压力都比较大的
[01:17:09--01:17:10] 啊
[01:17:10--01:17:11] 然后呢
[01:17:11--01:17:13] 也因为这个很多可能同事会会离开啊
[01:17:13--01:17:14] 会或者会会什么的
[01:17:14--01:17:15] 嗯
[01:17:15--01:17:16] 呃
[01:17:16--01:17:19] 我后来我发现可能旭东他就会选择性的就是说
[01:17:19--01:17:20] 呃
[01:17:20--01:17:22] 不把这一面展现给那个那个更多的人了
[01:17:22--01:17:23] 我觉得这是他
[01:17:23--01:17:24] 不把哪一面
[01:17:24--01:17:25] 啊
[01:17:25--01:17:27] 就是就是就是特别aggressive
[01:17:27--01:17:28] 啊
[01:17:28--01:17:29] 或者是
[01:17:29--01:17:30] 嗯
[01:17:30--01:17:32] 就是其实我觉得不是aggressive
[01:17:32--01:17:34] 是是把真相说出来
[01:17:34--01:17:36] 对就是有的时候把真相说出来
[01:17:36--01:17:37] 把现状这个说出来
[01:17:37--01:17:40] 但是可能说有的时候是用一种很非常直接的方式去表达出来
[01:17:40--01:17:44] 这种方式本身就会让很多人感受到
[01:17:44--01:17:45] 啊
[01:17:45--01:17:46] 压力
[01:17:46--01:17:47] 这种压力大到一定程度
[01:17:47--01:17:48] 就会成伤害
[01:17:48--01:17:49] 啊
[01:17:49--01:17:50] 哦
[01:17:50--01:17:51] 对
[01:17:51--01:17:52] 你是这种风格吗
[01:17:52--01:17:53] 我是那种风格
[01:17:53--01:17:54] 旭东这种风格
[01:17:54--01:17:55] 嗯
[01:17:55--01:17:56] 我觉得有这一面
[01:17:56--01:17:57] 把aggressive直接表达出来
[01:17:57--01:17:58] 对
[01:17:58--01:17:59] 我觉得我我是有这一面的
[01:17:59--01:18:00] 嗯
[01:18:00--01:18:01] 对
[01:18:01--01:18:02] 你们对比一下蒙蒙塔和地平线
[01:18:02--01:18:03] 呀
[01:18:03--01:18:04] 这两个公司都太太太厉害了
[01:18:04--01:18:05] 我都觉得我是没有资格去去评价他们的啊
[01:18:05--01:18:06] 嗯
[01:18:06--01:18:07] 那
[01:18:07--01:18:08] 我真的觉得这两个公司都都特别好
[01:18:08--01:18:09] 就是
[01:18:09--01:18:10] 旭东很早就
[01:18:10--01:18:11] 刚才说了
[01:18:11--01:18:12] 就是
[01:18:12--01:18:13] 就是
[01:18:13--01:18:14] 旭东很早就
[01:18:14--01:18:15] 刚才我说旭东战略能力
[01:18:15--01:18:16] 旭东很早就布局
[01:18:16--01:18:17] 这个做芯片
[01:18:17--01:18:18] 今天芯片
[01:18:18--01:18:20] 他们芯片也要马上就要出来了嘛
[01:18:20--01:18:21] 对
[01:18:21--01:18:22] 呃
[01:18:22--01:18:23] 这个这个芯片的公司
[01:18:23--01:18:24] 公司也特别好
[01:18:24--01:18:25] 然后定点也拿的很好
[01:18:25--01:18:26] 对
[01:18:26--01:18:27] 其实
[01:18:27--01:18:28] 其实
[01:18:28--01:18:29] 其实这是他可能
[01:18:29--01:18:30] 三年前的决定
[01:18:30--01:18:31] 然后两年前
[01:18:31--01:18:32] 呃
[01:18:32--01:18:33] 两年多前
[01:18:33--01:18:34] 这个公司开始启动
[01:18:34--01:18:35] 正式招了一批人
[01:18:35--01:18:37] 然后把这个事做起来
[01:18:37--01:18:39] 然后到今天拿到结果
[01:18:39--01:18:40] 对
[01:18:40--01:18:41] 如果这个决定可能晚做一年
[01:18:41--01:18:42] 晚行动一年
[01:18:42--01:18:43] 都没有今天的这个
[01:18:43--01:18:44] 所以我觉得
[01:18:44--01:18:45] 都战略能力超强
[01:18:45--01:18:46] 嗯
[01:18:46--01:18:47] 然后呢
[01:18:47--01:18:48] 执行能力超强
[01:18:48--01:18:49] 啊
[01:18:49--01:18:50] 然后呢
[01:18:50--01:18:51] 面对客户的这种
[01:18:51--01:18:53] 迭代调整能力也超强
[01:18:53--01:18:54] 这都是
[01:18:54--01:18:55] 就是说
[01:18:55--01:18:57] 凯歌可能也是从一个科学家
[01:18:57--01:18:58] 逐渐转向一个企业家
[01:18:58--01:18:59] 嗯
[01:18:59--01:19:00] 旭东也是从一个
[01:19:00--01:19:01] 啊
[01:19:01--01:19:02] 可能没那么科学家吧
[01:19:02--01:19:03] 但是也是比较偏
[01:19:03--01:19:04] 科学范儿的
[01:19:04--01:19:05] 这么一个
[01:19:05--01:19:06] 一个一个状态
[01:19:06--01:19:07] 面向
[01:19:07--01:19:08] 走向一个企业家
[01:19:08--01:19:09] 我觉得这个迭代能力都特别强
[01:19:09--01:19:10] 所以我觉得更多的真的
[01:19:10--01:19:11] 我是从他们身上学习
[01:19:11--01:19:12] 啊
[01:19:12--01:19:13] 然后呢
[01:19:13--01:19:14] 作为榜样的
[01:19:14--01:19:15] 很多时候
[01:19:15--01:19:16] 我确实把他们作为榜样
[01:19:16--01:19:17] 嗯
[01:19:17--01:19:18] 但看起来
[01:19:18--01:19:19] 在W和M中间
[01:19:19--01:19:20] 你更相信的是M这条路
[01:19:20--01:19:21] 量产的这条路
[01:19:21--01:19:22] 对吧
[01:19:22--01:19:23] 是
[01:19:23--01:19:24] 这个对你后边来的创业
[01:19:24--01:19:25] 影响非常大
[01:19:25--01:19:26] 是
[01:19:26--01:19:27] 嗯
[01:19:27--01:19:28] 你刚才说
[01:19:28--01:19:29] 你为什么开始
[01:19:29--01:19:30] 想到开始创业
[01:19:30--01:19:31] 从你开始想到你
[01:19:31--01:19:32] 做了决定
[01:19:32--01:19:33] 并且行动中间的多久
[01:19:33--01:19:34] 呃
[01:19:34--01:19:35] 其实我
[01:19:35--01:19:36] 我当时行动
[01:19:36--01:19:37] 我是
[01:19:37--01:19:38] 还是比较立即的吧
[01:19:38--01:19:39] 就是我20年年底
[01:19:39--01:19:40] 我想好
[01:19:40--01:19:41] 正好20年年底
[01:19:41--01:19:42] 我就是30岁嘛
[01:19:42--01:19:43] 但是过生日的时候
[01:19:43--01:19:44] 20年年底
[01:19:44--01:19:45] 22年年底
[01:19:45--01:19:46] 22年年底
[01:19:46--01:19:47] 然后30岁
[01:19:47--01:19:48] 我92年年底生日
[01:19:48--01:19:49] 12月嘛
[01:19:49--01:19:50] 12年生日
[01:19:50--01:19:51] 射手宗嘛
[01:19:51--01:19:52] 啊对射手宗
[01:19:52--01:19:53] 然后
[01:19:53--01:19:54] 呃
[01:19:54--01:19:55] 当时反正也是这一系列事
[01:19:55--01:19:56] 交织在一块
[01:19:56--01:19:57] 对吧
[01:19:57--01:19:58] 然后我看到了变化
[01:19:58--01:19:59] 然后呢
[01:19:59--01:20:00] 我觉得自己该练的
[01:20:00--01:20:01] 也都练的差不多了
[01:20:01--01:20:02] 然后呢
[01:20:02--01:20:03] 这个这个
[01:20:03--01:20:04] 同时我在M做的这一系列事
[01:20:04--01:20:05] 我也能看到到
[01:20:05--01:20:06] 23年的
[01:20:06--01:20:07] 三四月份左右
[01:20:07--01:20:08] 就是NVA
[01:20:08--01:20:09] 这个产品
[01:20:09--01:20:10] 我也能量产掉
[01:20:10--01:20:11] 所以我觉得
[01:20:11--01:20:12] 到了这么一个节点
[01:20:12--01:20:13] 啊
[01:20:13--01:20:14] 我就肯定要要开始干了
[01:20:14--01:20:15] 嗯
[01:20:15--01:20:16] 然后所以
[01:20:16--01:20:18] 但是我确实还是把这件事做完了的
[01:20:18--01:20:20] 就是把NVA这个事儿
[01:20:20--01:20:22] 啊高速高价NVA量产
[01:20:22--01:20:24] 然后交付给上汽
[01:20:24--01:20:25] 同时我们看到
[01:20:25--01:20:27] 整体的这个体验呢
[01:20:27--01:20:28] 表现的都还不错
[01:20:28--01:20:30] 那段时间我几乎也把
[01:20:30--01:20:31] 呃国内所有的车
[01:20:31--01:20:33] 啊就是带NVA这工种的车
[01:20:33--01:20:34] 全部试驾里面
[01:20:34--01:20:35] 对
[01:20:35--01:20:36] 然后
[01:20:36--01:20:37] 我觉得做的还可以
[01:20:37--01:20:38] 嗯
[01:20:38--01:20:40] 然后所以我就5月份就提了
[01:20:40--01:20:41] 呃离职
[01:20:41--01:20:42] 5月
[01:20:42--01:20:43] 23年5月
[01:20:43--01:20:44] 嗯
[01:20:44--01:20:46] 放弃1000万美金心疼吗
[01:20:46--01:20:48] 呃我具体记记记不太清
[01:20:48--01:20:49] 是不是这个数
[01:20:49--01:20:50] 大概是这个是这个数左右
[01:20:50--01:20:52] 我其实没什么心疼的啊
[01:20:52--01:20:53] 一点都没有
[01:20:53--01:20:54] 没有
[01:20:54--01:20:55] 嗯
[01:20:55--01:20:56] 因为我觉得就是说
[01:20:56--01:20:57] 嗯
[01:20:57--01:20:58] 首先我觉得我想
[01:20:58--01:21:00] 我觉得我最care的事儿
[01:21:00--01:21:02] 还是我想去做的那件事儿
[01:21:02--01:21:03] 啊
[01:21:03--01:21:04] 而不是一些钱啊什么东西的
[01:21:04--01:21:05] 嗯
[01:21:05--01:21:06] 然后呢我觉得和那件
[01:21:06--01:21:07] 我想做的那个事儿
[01:21:07--01:21:08] 比起来
[01:21:08--01:21:10] 其其他这些东西都
[01:21:10--01:21:11] 嗯
[01:21:11--01:21:12] 那个价值不大
[01:21:12--01:21:13] 啊
[01:21:13--01:21:15] 然后呃
[01:21:15--01:21:16] 就是一方面吧
[01:21:16--01:21:18] 然后另外一方面的话就是
[01:21:18--01:21:20] 我觉得钱这个东西其实你
[01:21:20--01:21:21] 你
[01:21:21--01:21:22] 就是日常我也花不了多少
[01:21:22--01:21:24] 就是吃吃饭呀
[01:21:24--01:21:25] 什么的
[01:21:25--01:21:26] 就是正常的够了
[01:21:26--01:21:27] 我觉得也也没什么区别
[01:21:27--01:21:28] 再多再少也没什么区别
[01:21:28--01:21:29] 嗯
[01:21:29--01:21:30] 对
[01:21:30--01:21:31] 就我其实倒没什么心疼
[01:21:31--01:21:33] 你觉得从你离开萌萌他那一刻
[01:21:33--01:21:35] 和你进入萌萌他那一刻
[01:21:35--01:21:37] 你自己的变化是什么
[01:21:37--01:21:42] 才刚好是你回国工作的时候
[01:21:42--01:21:43] 对我觉得
[01:21:43--01:21:45] 呃我觉得底层的一个变化是
[01:21:45--01:21:49] 我学会了呃什么叫以客户为中心
[01:21:49--01:21:50] 哦
[01:21:50--01:21:51] 对
[01:21:51--01:21:53] 这个是是是是萌萌他的人啊
[01:21:53--01:21:54] 价值观第一条以客户为中心
[01:21:54--01:21:55] 对
[01:21:55--01:21:56] 嗯
[01:21:56--01:21:57] 对然后呢
[01:21:57--01:22:00] 我觉得是在这个实实践的这个过程当中
[01:22:00--01:22:02] 体会到了什么是以客户为中心
[01:22:02--01:22:05] 客户为中心不是声音的说客户说让我们做什么
[01:22:05--01:22:06] 我们就做什么
[01:22:06--01:22:08] 而是真的站在客户的角度
[01:22:08--01:22:10] 去看他的需求是什么
[01:22:10--01:22:12] 帮甚至帮助他挖掘他的需求是什么
[01:22:12--01:22:14] 然后提出更好的方案啊
[01:22:14--01:22:16] 然后去去去帮他解决问题
[01:22:16--01:22:17] 嗯
[01:22:17--01:22:21] 然后以客户为中心也不是说是公司内对公司外的
[01:22:21--01:22:23] 而是所有的上游
[01:22:23--01:22:26] 面对下游的一个公司内也有一客户为中心
[01:22:26--01:22:27] 对吧
[01:22:27--01:22:28] 你的支持团队
[01:22:28--01:22:30] 面向你的业务团队
[01:22:30--01:22:31] 啊
[01:22:31--01:22:34] 你的上游的平台团队面向下游的交付团队
[01:22:34--01:22:37] 都是以客户为中心的这样的思考问题的这个方式
[01:22:37--01:22:39] 与以客户为中心相对的
[01:22:39--01:22:42] 我觉得有一些是以这个
[01:22:42--01:22:44] 比如说自我成长的方式来看
[01:22:44--01:22:45] 都是以客户为中心
[01:22:45--01:22:48] 比如说以所谓的技术领先性为中心
[01:22:48--01:22:50] 我觉得这些都是错误的
[01:22:50--01:22:53] 至少在做一家企业来讲都是错误的
[01:22:53--01:22:54] 嗯
[01:22:54--01:22:57] 然后你决定创业的第一件事是什么
[01:22:57--01:22:58] 嗯
[01:22:58--01:23:00] 你说的是我做的第一件事吗
[01:23:00--01:23:01] 对
[01:23:01--01:23:03] 我做的第一件事是离职先离职
[01:23:03--01:23:05] 你在离职前什么都没做
[01:23:05--01:23:06] 嗯
[01:23:06--01:23:07] 几乎没做什么吧
[01:23:07--01:23:09] 就是大概就是想了想要做什么
[01:23:09--01:23:12] 但是后来发现想的事也不太对
[01:23:12--01:23:13] 啊
[01:23:13--01:23:18] 然后那当时对就是跟那个赵航跟田威啊
[01:23:18--01:23:19] 我们一块聊了聊这些事
[01:23:19--01:23:21] 赵航也回国了他在清华对吧
[01:23:21--01:23:22] 对对对是的
[01:23:22--01:23:24] 然后最早公司其实就是我们三个嘛
[01:23:24--01:23:25] 然后
[01:23:25--01:23:26] 田威当时在蒙蒙他
[01:23:26--01:23:27] 对
[01:23:27--01:23:28] 他跟一起离职的吗
[01:23:28--01:23:30] 对对对他跟我一起离职的
[01:23:30--01:23:33] 然后那个离职之后嘛
[01:23:33--01:23:37] 反正我就先出去玩了一段时间
[01:23:37--01:23:38] 去哪儿
[01:23:38--01:23:39] 去西藏
[01:23:39--01:23:41] 然后那个那个自驾
[01:23:41--01:23:43] 然后后来回来之后
[01:23:43--01:23:44] 7月份出去吧
[01:23:44--01:23:48] 然后8月份开始就是整整BP
[01:23:48--01:23:50] 那时候也就开始融资嘛
[01:23:50--01:23:51] 也不太会整了
[01:23:51--01:23:53] 现在回看当年弄那BP
[01:23:53--01:23:56] 简直就是不堪入目了已经啊
[01:23:56--01:23:57] 对然后
[01:23:57--01:23:59] 写了点啥呀BP
[01:23:59--01:24:01] 哎呀那个太糟糕了我觉得
[01:24:01--01:24:02] 太糟糕了
[01:24:02--01:24:04] 刚开始的时候呢就是说
[01:24:04--01:24:06] 开始想清楚几件事
[01:24:06--01:24:08] 第一呢就是说
[01:24:08--01:24:10] 我们做居身智能
[01:24:10--01:24:12] 必须得是整机加智能
[01:24:12--01:24:14] 然后呢这个这个
[01:24:14--01:24:16] 因为我觉得长期来看
[01:24:16--01:24:18] 我们的壁垒是建立在
[01:24:18--01:24:20] 物理世界的数据闭环之上的
[01:24:20--01:24:21] 所以我必须得做整机
[01:24:21--01:24:22] 得做硬件
[01:24:22--01:24:24] 然后呢第二件事呢就是说
[01:24:24--01:24:27] 这个这个我是想去做
[01:24:27--01:24:29] 就是我不想去做科研
[01:24:29--01:24:31] 不想去做纯研究这些东西
[01:24:31--01:24:32] 我是落地的
[01:24:32--01:24:34] 我想落地产生价值
[01:24:34--01:24:35] 对但是价值嘛
[01:24:35--01:24:37] 就是要考虑商业的问题
[01:24:37--01:24:38] 商业化的问题
[01:24:38--01:24:39] 但是在那个时间点
[01:24:39--01:24:41] 我觉得我是没有答案的
[01:24:41--01:24:43] 然后呢所以当时就想说
[01:24:43--01:24:44] 那我直接去做一个落地的
[01:24:44--01:24:46] 想做做末端配送
[01:24:46--01:24:48] 后来我也很快就否定了
[01:24:48--01:24:49] 那种方向
[01:24:49--01:24:50] 对赵航说了这一段
[01:24:50--01:24:52] 你们最早想做的是一个配送的
[01:24:52--01:24:53] 机器人还是什么
[01:24:53--01:24:54] 机器人的配送
[01:24:54--01:24:55] 就相当于
[01:24:55--01:24:56] 相当于是把增加
[01:24:56--01:24:58] 是复制在配送这个行业里的
[01:24:58--01:24:59] 再加一点操作的能力
[01:24:59--01:25:01] 因为末端的这个配送
[01:25:01--01:25:02] 很多时候还需要
[01:25:02--01:25:03] 比如说电梯了
[01:25:03--01:25:04] 开关门了
[01:25:04--01:25:05] 拿东西放东西了
[01:25:05--01:25:08] 当时是有这么一个考虑
[01:25:08--01:25:09] 但其实没有这一波AI
[01:25:09--01:25:11] 就已经有公司在做这个了
[01:25:11--01:25:12] 很长时间了
[01:25:12--01:25:13] 是的
[01:25:13--01:25:15] 用这个故事容了
[01:25:16--01:25:18] 想想容了两轮吧
[01:25:18--01:25:19] 对
[01:25:19--01:25:20] 这个故事能容两轮
[01:25:20--01:25:21] 不是主要是
[01:25:21--01:25:22] 不是靠故事吧
[01:25:22--01:25:23] 靠团队吧
[01:25:23--01:25:24] 后来我理解了
[01:25:24--01:25:25] 什么叫天使投资人
[01:25:25--01:25:26] 天使投资人
[01:25:26--01:25:28] 天使投资人就是
[01:25:28--01:25:29] 他觉着
[01:25:29--01:25:31] 虽然你现在什么也不行
[01:25:31--01:25:34] 但是他觉着你还是有潜力的
[01:25:34--01:25:35] 所以他天使一把
[01:25:35--01:25:36] 他就当天使了
[01:25:36--01:25:37] 然后他给你一些钱
[01:25:37--01:25:38] 哪两位天使呢
[01:25:38--01:25:40] 那个那个
[01:25:40--01:25:41] 百度
[01:25:41--01:25:42] IDG和百度风投
[01:25:42--01:25:43] 这是最早两位
[01:25:43--01:25:46] 其实就是金沙江也在我们最早那一轮
[01:25:46--01:25:47] 就当时是宇同学姐
[01:25:47--01:25:49] 然后他后来因为一些事嘛
[01:25:49--01:25:50] 去kimi了
[01:25:50--01:25:51] 他也不在金沙江了
[01:25:51--01:25:52] 后来那个也就退出了
[01:25:52--01:25:53] 哦
[01:25:53--01:25:54] 对对对
[01:25:54--01:25:55] 金沙江退出了
[01:25:55--01:25:56] 那个中间
[01:25:56--01:25:57] 当时那个猪老板就退了
[01:25:57--01:25:58] 哦
[01:25:58--01:25:59] 对
[01:25:59--01:26:00] 你还不看好所有的这个机器
[01:26:00--01:26:01] 对对对
[01:26:01--01:26:02] 但其实我跟猪老板
[01:26:02--01:26:03] 没有直接的聊过
[01:26:03--01:26:04] 所以我觉得
[01:26:04--01:26:05] 反正我也比较
[01:26:05--01:26:06] 不所谓吧
[01:26:06--01:26:07] 他当时投资也不多
[01:26:07--01:26:08] 退就退了
[01:26:08--01:26:09] 然后
[01:26:09--01:26:10] 金沙江本来也是天使
[01:26:10--01:26:11] 也是天使
[01:26:11--01:26:12] 最多的人是
[01:26:12--01:26:14] 最多的是IDG
[01:26:14--01:26:15] 然后领头
[01:26:15--01:26:16] 然后百度风投
[01:26:16--01:26:17] 投了一部分
[01:26:17--01:26:18] 然后IDG
[01:26:18--01:26:20] 金沙江投的是最少
[01:26:20--01:26:22] IDG投你们的逻辑是什么
[01:26:22--01:26:24] 是李小军自己看的吗
[01:26:24--01:26:25] 嗯
[01:26:25--01:26:26] 当时是这样
[01:26:26--01:26:27] 我有一个同学
[01:26:27--01:26:28] 叫李一康
[01:26:28--01:26:30] 然后在IDG做投资人
[01:26:30--01:26:31] 然后呢
[01:26:31--01:26:32] 那我们是本科同学
[01:26:32--01:26:34] 然后他把我引荐的
[01:26:34--01:26:36] 然后他也是内部推动的
[01:26:36--01:26:37] 然后推到邵辉
[01:26:37--01:26:38] 邵辉呢
[01:26:38--01:26:40] 这个之前就是投资宗家使比较多
[01:26:40--01:26:41] 他可能对
[01:26:41--01:26:43] 有点这个信仰
[01:26:43--01:26:45] 然后对于宗家使出来的人呢
[01:26:45--01:26:46] 也都比较信任嘛
[01:26:46--01:26:47] 比较看好
[01:26:47--01:26:48] 然后呢
[01:26:48--01:26:49] 所以他们就决定
[01:26:49--01:26:50] 然后后来跟萧军见了一面
[01:26:50--01:26:51] 然后呢
[01:26:51--01:26:52] 萧军也觉得
[01:26:52--01:26:54] 看上去这两个人还行
[01:26:54--01:26:55] 对
[01:26:55--01:26:56] 就是你跟赵豪
[01:26:56--01:26:57] 对
[01:26:57--01:26:58] 还有天威嘛
[01:26:58--01:27:00] 然后就投了
[01:27:00--01:27:01] 然后
[01:27:01--01:27:02] 但是呢
[01:27:02--01:27:03] 他们当时也说了
[01:27:03--01:27:05] 你们想做的这个事应该不work
[01:27:05--01:27:07] 再琢磨琢磨吧
[01:27:07--01:27:08] 对
[01:27:08--01:27:09] 所以你看这就是天使嘛
[01:27:09--01:27:10] 他接受你的错误
[01:27:10--01:27:12] 他接受你的错误说不完美
[01:27:12--01:27:13] 投了多少那时
[01:27:13--01:27:15] 第一轮我们的3000万人民币吧
[01:27:15--01:27:16] 就是一共3000万人民币啊
[01:27:16--01:27:18] 那个就是IDG加百度钟头
[01:27:18--01:27:20] 加那个金山匠
[01:27:20--01:27:21] 估值是
[01:27:21--01:27:24] 我忘了是投前两亿还是投后两亿
[01:27:24--01:27:25] 人民币
[01:27:25--01:27:26] 就大概就是
[01:27:26--01:27:29] 你跟现在可能出来都是两亿美金起步
[01:27:29--01:27:31] 我们那时候发现还挺便宜的
[01:27:31--01:27:32] 两亿人民币
[01:27:32--01:27:33] 这第一轮
[01:27:33--01:27:34] 对
[01:27:34--01:27:36] 然后那个后来呢
[01:27:36--01:27:38] 紧接着还做了一个佳伦
[01:27:38--01:27:39] 就是西方
[01:27:39--01:27:40] 嗯
[01:27:40--01:27:42] 西方呢是这个电子系
[01:27:42--01:27:45] 清华电子系的这个王老师做的基金嘛
[01:27:45--01:27:47] 也是这个姚老板
[01:27:47--01:27:49] 姚素姚老板他们一块做的
[01:27:49--01:27:50] 姚老板也是跟我一届的
[01:27:50--01:27:52] 也是我们这一届的这个结束代表
[01:27:52--01:27:54] 他是电子系的
[01:27:54--01:27:57] 然后当时那个做了一个佳伦
[01:27:57--01:27:59] 大概这就是最早的俩
[01:27:59--01:28:01] 佳伦多少钱
[01:28:01--01:28:03] 投了投了有点记不清了
[01:28:03--01:28:04] 一两千万大概
[01:28:04--01:28:06] 两千来万不到两千万
[01:28:06--01:28:09] 然后投后估值可能三四个亿吧
[01:28:09--01:28:10] 大概
[01:28:10--01:28:11] 那二三年你们还做了什么
[01:28:11--01:28:14] 拿融资这是一个很大的事
[01:28:14--01:28:15] 当时就开始
[01:28:15--01:28:17] 融资还挺顺利的对吧
[01:28:17--01:28:18] 对
[01:28:18--01:28:20] 我觉得是从那个时间点看
[01:28:20--01:28:22] 跟我们的同行比
[01:28:22--01:28:24] 像前两轮算比较顺利的
[01:28:24--01:28:26] 然后呢但是你要拉到今天这个时间点
[01:28:26--01:28:27] 已经算比较困难的了
[01:28:27--01:28:30] 今天就是可能随便讲一讲
[01:28:30--01:28:31] 看这团队型
[01:28:31--01:28:33] 两亿美金一亿美金起步
[01:28:33--01:28:35] 所以就是觉得便宜了
[01:28:35--01:28:36] 我倒不觉得便宜了
[01:28:36--01:28:37] 我不觉得便宜了
[01:28:37--01:28:39] 就我觉得那时候还是那些投资人有勇气
[01:28:39--01:28:42] 因为那个时候的早期
[01:28:42--01:28:45] 这个天使和VC的这个投资环境
[01:28:45--01:28:46] 比今天冷得多
[01:28:46--01:28:47] 还比现在冷得多
[01:28:47--01:28:48] 那个时候人家敢出手
[01:28:48--01:28:49] 我觉得我已经特别感谢了
[01:28:49--01:28:52] 而且二三年的机器人还没有成为一个共识
[01:28:52--01:28:53] 对一个是
[01:28:53--01:28:55] 就首先二三年那会儿大家聊的是什么
[01:28:55--01:28:56] 是人型机器人
[01:28:56--01:28:58] 我们讲说我们做巨神智能
[01:28:58--01:29:00] 然后巨神智能这词
[01:29:00--01:29:03] 可能大家都还不是特别清楚是什么意思
[01:29:03--01:29:04] 对
[01:29:04--01:29:07] 然后所以当时也有这方面的困难嘛
[01:29:07--01:29:08] 而且你们还做一个非常窄的行业
[01:29:08--01:29:09] 对
[01:29:09--01:29:12] 还非常看这idea还非常不靠谱
[01:29:12--01:29:13] 对
[01:29:13--01:29:17] 然后二三年其实其他做的事儿
[01:29:17--01:29:20] 就是说开始研究研究怎么做整机嘛
[01:29:20--01:29:22] 供应链整机
[01:29:22--01:29:24] 早期真的是
[01:29:24--01:29:27] 我觉得我们的起点是非常非常低的
[01:29:27--01:29:29] 就是在这块非常低
[01:29:29--01:29:30] 啥也不懂
[01:29:30--01:29:31] 然后
[01:29:31--01:29:32] 研究供应链和整机
[01:29:32--01:29:33] 研究出来啥
[01:29:33--01:29:34] 拆啊
[01:29:34--01:29:36] 就是买别人的产品回来拆
[01:29:36--01:29:38] 然后就看他们这东西是怎么搞的
[01:29:38--01:29:41] 然后看看原来这个是电机
[01:29:41--01:29:42] 那个时候真的
[01:29:42--01:29:43] 这个是关节模组
[01:29:43--01:29:45] 第一次看到这些东西
[01:29:45--01:29:49] 然后看他们大概是什么样的一个方案
[01:29:49--01:29:51] 然后这些供应商都是从哪来的
[01:29:51--01:29:53] 然后最早找供应商也不会找
[01:29:53--01:29:54] 然后我们也nobody
[01:29:54--01:29:56] 然后找不到供应商
[01:29:56--01:29:58] 所以当时有一次我记得
[01:29:58--01:30:00] 我拆出来一个东西
[01:30:00--01:30:01] 这是什么东西
[01:30:01--01:30:03] 然后不知道这是什么东西
[01:30:03--01:30:05] 然后就淘宝拍张照片
[01:30:05--01:30:07] 以图搜图
[01:30:07--01:30:10] 然后找到了就是卖这种产品的供应商
[01:30:10--01:30:13] 反正早期就很困难
[01:30:13--01:30:15] 然后包括怎么拆这个东西其实都不会
[01:30:15--01:30:17] 怎么拆这个东西都不会
[01:30:17--01:30:20] 然后我们公司后来的
