[00:00:04--00:00:06] Hello 大家好,我是小骏
[00:00:06--00:00:10] 春节前后,一款AI Native的产品Elise
[00:00:10--00:00:12] 引起了小圈层人的关注
[00:55:24--00:55:25] 去把它表达出来
[00:55:25--00:55:27] 你觉得在哪里有这样一个东西
[00:55:27--00:55:29] 这并没有对吧
[00:55:29--00:55:31] 就比如说你待会想到一些notion
[00:55:31--00:55:33] 或者是是obsidian
[00:55:33--00:55:34] 这样的笔记类产品
[00:55:34--00:55:35] 但其实那个更多是
[00:55:35--00:55:37] 你去整理你的一些文章
[00:55:37--00:55:38] 对吧
[00:55:38--00:55:39] 截的一些图片
[00:55:39--00:55:40] 往里面存的地方
[00:55:40--00:55:41] 它也不是说
[00:55:41--00:55:42] 代表你个人的一个地方
[00:55:42--00:55:44] 那你到底是谁
[00:55:44--00:55:45] 你的主体性
[00:55:45--00:55:46] 到底是存储在哪里
[00:55:46--00:55:47] 并没有一个地方
[00:55:47--00:55:48] 去存储你这个主体性
[00:55:48--00:55:49] 对吧
[00:55:49--00:55:50] 所以我们大家
[00:55:50--00:55:51] 对伊丽丝现在的理解
[00:55:51--00:55:52] 肯定它是一个人与AI
[00:55:52--00:55:53] 共存的社交网络
[00:55:53--00:55:55] 当然是它是这个
[00:55:55--00:55:57] 但是更深层次的
[00:55:57--00:55:58] 更本质的地方
[00:55:58--00:55:59] 它就是一个存放
[00:55:59--00:56:01] 你主体性的地方
[00:56:01--00:56:02] 然后当你有了
[00:56:02--00:56:04] 这个主体性的之后
[00:56:04--00:56:06] 它会带你去社交
[00:56:06--00:56:08] 它也会带你去做别的
[00:56:08--00:56:09] 它会带你去工作
[00:56:09--00:56:10] 它会带你去
[00:56:10--00:56:12] 去捞一些别的东西来
[00:56:12--00:56:13] 它都会
[00:56:13--00:56:15] 因为你的主体性在那
[00:56:15--00:56:17] 我刚才问的是中国的公司
[00:56:17--00:56:18] 哪个有相对好的公司
[00:56:18--00:56:19] 那全球呢
[00:56:19--00:56:20] 全球有哪些公司
[00:56:20--00:56:21] 有相对好的公司
[00:56:21--00:56:22] 我觉得有的应该都是
[00:56:22--00:56:23] 让大家去做了一些
[00:56:23--00:56:24] 信息输入的地方
[00:56:24--00:56:25] 就是比如说
[00:56:25--00:56:26] 比如中国的话
[00:56:26--00:56:27] 那肯定
[00:56:27--00:56:28] 比如说微信小伙说
[00:56:28--00:56:29] 那肯定是有
[00:56:29--00:56:30] 对吧
[00:56:30--00:56:31] 那再小一点
[00:56:31--00:56:32] 像极客这种
[00:56:32--00:56:33] 应该也会有一些
[00:56:33--00:56:34] 总之它需要你的
[00:56:34--00:56:35] 真实的表达
[00:56:35--00:56:36] 和真实的输入
[00:56:36--00:56:37] 那在美国的话
[00:56:37--00:56:38] 我觉得可能就是
[00:56:38--00:56:39] Facebook
[00:56:39--00:56:40] Twitter
[00:56:40--00:56:41] 这种
[00:56:41--00:56:42] 你确实你有很多
[00:56:42--00:56:43] 信息输入的地方
[00:56:43--00:56:44] 对
[00:56:44--00:56:45] 那这延伸到
[00:56:45--00:56:46] 另外一个话题
[00:56:46--00:56:47] 就是什么是一个
[00:56:47--00:56:48] 好的公司
[00:56:48--00:56:49] 什么是一个
[00:56:49--00:56:50] 对AI的
[00:56:50--00:56:51] 收集数据来说
[00:56:51--00:56:52] 好的公司
[00:56:52--00:56:53] 对
[00:56:53--00:56:54] 你这个问题
[00:56:54--00:56:55] 问得也挺好的
[00:56:55--00:56:56] 这个就是更细节了
[00:56:56--00:56:57] 这个其实
[00:56:57--00:56:58] 你可以看我们的
[00:56:58--00:56:59] 记忆草尾
[00:56:59--00:57:00] 我们记忆草尾的
[00:57:00--00:57:01] 那些名称
[00:57:01--00:57:02] 那些类型的选取
[00:57:02--00:57:03] 我要优先拿以哪些东西
[00:57:03--00:57:04] 那这些东西
[00:57:04--00:57:05] 可能就是
[00:57:05--00:57:06] 我们目前理解的
[00:57:06--00:57:07] 最好的公司
[00:57:07--00:57:08] 我对那个记忆
[00:57:08--00:57:09] 还蛮深的
[00:57:09--00:57:10] 因为你们的描述
[00:57:10--00:57:11] 都很有意思
[00:57:11--00:57:12] 你能不能讲讲
[00:57:12--00:57:13] 你们这个描述
[00:57:13--00:57:14] 背后的一些想法
[00:57:14--00:57:15] 包括你把一个人
[00:57:15--00:57:17] 描述成一个灵魂
[00:57:17--00:57:18] 它有一个
[00:57:18--00:57:19] 他最近那些想法
[00:57:19--00:57:20] 他最近
[00:57:20--00:57:21] 可能看到一些东西
[00:57:21--00:57:22] 最想吐槽的
[00:57:22--00:57:23] 最想表达的
[00:57:23--00:57:24] 最近最喜欢的
[00:57:24--00:57:25] 那种东西
[00:57:25--00:57:26] 对吧
[00:57:26--00:57:27] 最近的目标这些
[00:57:27--00:57:28] 对
[00:57:28--00:57:29] 我觉得这些就是
[00:57:29--00:57:30] 最能代表
[00:57:30--00:57:31] 这个人
[00:57:31--00:57:32] 最近的状态
[00:57:32--00:57:33] 的一些
[00:57:33--00:57:34] 最重要的context
[00:57:34--00:57:35] 因为你最近状态
[00:57:35--00:57:36] 一定是
[00:57:36--00:57:37] 就人的状态
[00:57:37--00:57:38] 也都是流动的
[00:57:38--00:57:39] 对吧
[00:57:39--00:57:40] 你当前的状态
[00:57:40--00:57:41] 可能跟你一年的状态
[00:57:41--00:57:42] 不太一样
[00:57:42--00:57:43] 你当前的
[00:57:43--00:57:44] 你和一年前的
[00:57:44--00:57:45] 你的认知
[00:57:45--00:57:46] 你的价值观
[00:57:46--00:57:47] 都会有一些变化
[00:57:47--00:57:48] 所以我们首先是关注当下
[00:57:48--00:57:49] 你是怎么样的
[00:57:49--00:57:50] 你对哪些东西
[00:57:50--00:57:51] 很关注很感兴趣
[00:57:51--00:57:52] 对吧
[00:57:52--00:57:53] 你当下的你
[00:57:53--00:57:54] 你的目标是什么
[00:57:54--00:57:56] 你最想要的东西是什么
[00:57:56--00:57:57] 然后你的中心目标
[00:57:57--00:57:58] 远近目标又是什么
[00:57:58--00:58:00] 这些都是最重要的context
[00:58:00--00:58:01] 你的三观
[00:58:01--00:58:02] 然后还有就是
[00:58:02--00:58:03] 你的做事方式
[00:58:03--00:58:04] 那这些其实
[00:58:04--00:58:05] 我们其实很希望
[00:58:05--00:58:06] 如果有个地方
[00:58:06--00:58:07] 能够去沉淀
[00:58:07--00:58:09] 一个人的作品
[00:58:09--00:58:10] 比如说
[00:58:10--00:58:11] 其实我认为
[00:58:11--00:58:12] 你的Cyber function
[00:58:12--00:58:13] 是很容易打造的
[00:58:13--00:58:14] 因为你之前写过很多东西
[00:58:14--00:58:16] 你有很多公开的采访
[00:58:16--00:58:17] 这种语音记录
[00:58:17--00:58:18] 这些都是你
[00:58:18--00:58:19] 练下来的
[00:58:19--00:58:20] 对这个世界输出的信息
[00:58:20--00:58:21] 那这些东西
[00:58:21--00:58:23] 它都是很宝贵的context
[00:58:23--00:58:25] 因为它代表你的做事方式
[00:58:25--00:58:26] 你面对世界的方式
[00:58:26--00:58:27] 对
[00:58:27--00:58:28] 以及除了这些之外
[00:58:28--00:58:29] 我们定义的其他那些草尾
[00:58:29--00:58:30] 你的说话的口吻
[00:58:30--00:58:31] 你的什么这些东西
[00:58:31--00:58:32] 共同构成了
[00:58:32--00:58:33] 我们前期最想拿到的
[00:58:33--00:58:34] 你的context
[00:58:34--00:58:36] 但这些东西也都只是
[00:58:36--00:58:38] 一个能够被具象化的
[00:58:38--00:58:40] 一些显而易见的东西
[00:58:40--00:58:41] 但更多的东西
[00:58:41--00:58:43] 其实你如果多玩elis
[00:58:43--00:58:44] 你会发现
[00:58:44--00:58:45] 很多东西是很高位的
[00:58:45--00:58:46] 就是你确实你得
[00:58:46--00:58:47] 你得不断的输入
[00:58:47--00:58:48] 然后它会
[00:58:48--00:58:49] 它能给你给一个
[00:58:49--00:58:50] 很妙很妙的东西
[00:58:50--00:58:51] 一个评论
[00:58:51--00:58:52] 或者带回来一个连接
[00:58:52--00:58:53] 你自己都想不到
[00:58:53--00:58:54] 我属于
[00:58:54--00:58:56] 现在还没有从中
[00:58:56--00:58:57] 获得非常强烈正反馈
[00:58:57--00:58:58] 并且有一些抵触的
[00:58:58--00:58:59] 这种用户画像
[00:58:59--00:59:01] 你能不能多举一些
[00:59:01--00:59:02] 其他的案例
[00:59:02--00:59:04] 就是你们的用户案例
[00:59:04--00:59:06] 就比如刚刚我举的
[00:59:06--00:59:07] 丝绸之路
[00:59:07--00:59:08] 这种链接其实有很多
[00:59:08--00:59:09] 我觉得很多人
[00:59:09--00:59:10] 在elis上去
[00:59:10--00:59:11] 组了很多局了
[00:59:11--00:59:12] 北上广深都有
[00:59:12--00:59:13] 就是有创投圈的
[00:59:13--00:59:15] 有投资的投资人的
[00:59:15--00:59:16] 有创投一起的
[00:59:16--00:59:17] 有产品经理聚会
[00:59:17--00:59:18] 有什么的
[00:59:18--00:59:19] 有什么二级市场
[00:59:19--00:59:20] 去讨论股票的
[00:59:20--00:59:21] 还有web3
[00:59:21--00:59:23] 现在已经变web4了
[00:59:23--00:59:25] 他们的一些线下聚会
[00:59:25--00:59:27] 其实有很多这种连接
[00:59:27--00:59:28] 对吧
[00:59:28--00:59:29] 还有种就是你单点
[00:59:29--00:59:31] 跟人通过别的
[00:59:31--00:59:32] 更高层面的
[00:59:32--00:59:33] 其他维度的共鸣
[00:59:33--00:59:34] 然后连接到了一个人
[00:59:34--00:59:35] 但其实你们两个
[00:59:35--00:59:36] 会有工作上
[00:59:36--00:59:37] 或者是甚至dating上
[00:59:37--00:59:38] 那种交集的
[00:59:38--00:59:40] 这种也有很多
[00:59:40--00:59:42] 我能想到的是
[00:59:42--00:59:43] 它能把一些
[00:59:43--00:59:44] 本来线下不会发生的
[00:59:44--00:59:46] 连接变成可能
[00:59:46--00:59:47] 这可能是
[00:59:47--00:59:48] 我的AI
[00:59:48--00:59:50] 分身可以做的
[00:59:50--00:59:51] 就是如果没有它的话
[00:59:51--00:59:53] 可能这个连接不会发生
[00:59:53--00:59:54] 但是它需要真的
[00:59:54--00:59:55] 给这个线上的连接
[00:59:55--00:59:57] 带来非常强的正反馈
[00:59:57--00:59:58] 不然我就会觉得
[00:59:58--01:00:00] 我不需要它去帮我们社交
[01:00:00--01:00:01] 对吧
[01:00:01--01:00:03] 对 是的
[01:00:03--01:00:04] 你觉得AI社交
[01:00:04--01:00:06] 和传统社交
[01:00:06--01:00:07] 当我们在说
[01:00:07--01:00:08] 社交产品的时候
[01:00:08--01:00:09] 的本质的不同
[01:00:09--01:00:10] 是什么
[01:00:10--01:00:11] 我觉得就是人类做工
[01:00:11--01:00:12] 和AI做工的区别
[01:00:12--01:00:13] 我之前
[01:00:13--01:00:14] 我伊丽丝梅的帖子
[01:00:14--01:00:15] 我给了一个公式嘛
[01:00:15--01:00:17] 传统的互联网
[01:00:17--01:00:18] 等于
[01:00:18--01:00:20] 低维标签
[01:00:20--01:00:22] 加人类做工
[01:00:22--01:00:24] 然后最后得到连接
[01:00:24--01:00:26] AI社交的点是
[01:00:26--01:00:28] 高维的context
[01:00:28--01:00:30] 加AI的
[01:00:30--01:00:32] agentic的做工
[01:00:32--01:00:34] 最后的环节
[01:00:34--01:00:35] 再交给人去处理
[01:00:35--01:00:37] 所以中间的
[01:00:37--01:00:39] 那一大部分的商检
[01:00:39--01:00:41] 其实被AI做掉了
[01:00:41--01:00:43] 这是最大最大的不同
[01:00:43--01:00:44] 然后这也是
[01:00:44--01:00:45] 我觉得我
[01:00:45--01:00:47] 我认为将来是一个
[01:00:47--01:00:49] 非常美好的世界的原因
[01:00:49--01:00:50] 你应该看过我那句
[01:00:50--01:00:51] 很重要的话
[01:00:51--01:00:52] 就是伊丽丝
[01:00:52--01:00:53] 我发的第一条帖子
[01:00:53--01:00:54] 那天晚上
[01:00:54--01:00:56] 一点一两点发的
[01:00:56--01:00:57] 我说从此以后
[01:00:57--01:00:59] 人类将生活在一个
[01:00:59--01:01:01] 美好的低伤世界
[01:01:01--01:01:03] 低伤世界是很多的
[01:01:03--01:01:04] 科幻小说里面
[01:01:04--01:01:05] 很喜欢去写的
[01:01:05--01:01:06] 对那可能好像
[01:01:06--01:01:07] 好像意味着一个
[01:01:07--01:01:08] 更高级文明的
[01:01:08--01:01:09] 一个更美好的世界
[01:01:09--01:01:10] 因为那里面
[01:01:10--01:01:11] 会有更少的摩擦
[01:01:11--01:01:13] 然后会有更妙的连接
[01:01:13--01:01:14] 相当于在那个里面
[01:01:14--01:01:16] 我不会单身五年
[01:01:16--01:01:17] 那里面可能
[01:01:17--01:01:18] 我现在说OK
[01:01:18--01:01:19] 我要找一个女朋友
[01:01:19--01:01:20] 应该第二天
[01:01:20--01:01:21] 我就找到了
[01:01:21--01:01:22] 应该是这样一个状态
[01:01:22--01:01:24] 因为伤就会变得很低
[01:01:24--01:01:25] 然后所有的连接
[01:01:25--01:01:27] 都会很快的去发生
[01:01:27--01:01:28] 那你可以发一下
[01:01:28--01:01:30] 我们可以做个实验
[01:01:31--01:01:33] 对我觉得正式上线的时候
[01:01:33--01:01:34] 我会去做这个实验
[01:01:34--01:01:35] 我们下线你就发这条
[01:01:35--01:01:36] 然后我们看看
[01:01:36--01:01:38] 会不会在明天发生
[01:01:39--01:01:40] 要不然你跟我一起做
[01:01:40--01:01:41] 可以吗
[01:01:41--01:01:42] 你可以不是dating
[01:01:42--01:01:44] 你做个别的东西
[01:01:44--01:01:45] 可以可以
[01:01:45--01:01:46] 你说这个还好
[01:01:46--01:01:47] 这个还真是
[01:01:47--01:01:48] 我让好几个朋友
[01:01:48--01:01:49] 去做了这个实验
[01:01:49--01:01:50] 我也做了实验
[01:01:50--01:01:51] 我之前我做那个丝绸之路
[01:01:51--01:01:52] 不就是小红书
[01:01:52--01:01:53] 和伊丽丝的对比吗
[01:01:53--01:01:54] 小红书完全没人理我
[01:01:54--01:01:55] 伊丽丝上有对吧
[01:01:55--01:01:56] 然后还有很多人
[01:01:56--01:01:57] 发朋友圈呢
[01:01:57--01:01:58] 他发一条
[01:01:58--01:01:59] 我说你要不要试试
[01:01:59--01:02:00] 因为我知道
[01:02:00--01:02:01] 他是伊丽丝用户
[01:02:01--01:02:02] 我说你要不要试试
[01:02:02--01:02:03] 在伊丽丝也发条一样的
[01:02:03--01:02:04] 然后来告诉我
[01:02:04--01:02:05] 你在哪边得到的反馈号
[01:02:05--01:02:06] 我现在得到的答案
[01:02:06--01:02:07] 全部是清一色
[01:02:07--01:02:08] 是在伊丽丝上
[01:02:08--01:02:09] 就尽管伊丽丝上
[01:02:09--01:02:10] 现在还没有多少用户
[01:02:16--01:02:17] 做个什么话题
[01:02:17--01:02:18] 那你答应我
[01:02:18--01:02:19] 我们结束
[01:02:19--01:02:20] 你马上就发一条说
[01:02:20--01:02:21] 我现在单身
[01:02:21--01:02:22] 我要找一个女朋友
[01:02:22--01:02:23] 然后我们明天这个时间
[01:02:23--01:02:24] 来看一看
[01:02:24--01:02:26] 他的效果怎么样好不好
[01:02:26--01:02:28] 就是看看你是不是已经
[01:02:28--01:02:31] 可以
[01:02:31--01:02:33] 这样我现在立刻来
[01:02:33--01:02:34] 我可以做个实验
[01:02:34--01:02:35] 我在伊丽丝上发
[01:02:35--01:02:37] 同时我在小红书上发
[01:02:37--01:02:39] 可能不完全是你这句话吧
[01:02:39--01:02:40] 可能我会稍微组织一下
[01:02:40--01:02:41] 但是这件事
[01:02:41--01:02:42] 就是你要找一个女朋友
[01:02:42--01:02:44] 这件事行
[01:02:44--01:02:45] 对
[01:02:45--01:02:46] 我要找个女朋友这件事情
[01:02:46--01:02:47] 但你也得跟我一起做
[01:02:47--01:02:48] 否则这个事情就没有意义了
[01:02:48--01:02:49] 但你做之前
[01:02:49--01:02:50] 我觉得你得需要
[01:02:50--01:02:51] 给伊丽丝里面
[01:02:51--01:02:54] 稍微多灌输一点你的context
[01:02:54--01:02:56] 我想找一个嘉宾好了
[01:02:56--01:02:58] 我想找一个什么样的嘉宾
[01:02:58--01:02:59] 可以 没问题
[01:02:59--01:03:02] 我觉得这个应该能满足
[01:03:02--01:03:03] 但你这个嘉宾
[01:03:03--01:03:05] 最好是小灯一点
[01:03:05--01:03:06] 因为很多老灯
[01:03:06--01:03:07] 也在我们这个上面
[01:03:07--01:03:09] 但是他不表达
[01:03:09--01:03:11] 他也不灌输context
[01:03:11--01:03:13] 可能他看了一下也就走了
[01:03:13--01:03:14] 所以这个里面
[01:03:14--01:03:15] 现在火月的大部分
[01:03:15--01:03:17] 还是比较年轻的一些人吧
[01:03:17--01:03:18] 年轻的时候
[01:03:18--01:03:19] 是创业者
[01:03:19--01:03:21] 你来讲讲你的这个用户画像吧
[01:03:21--01:03:23] 然后以及现在产品
[01:03:23--01:03:25] 内测的一些关键的数据
[01:03:25--01:03:26] 就是有多少用户
[01:03:26--01:03:27] 然后留存什么样的
[01:03:27--01:03:29] 尤其是留存的数据
[01:03:29--01:03:30] 我觉得用户具体的数字
[01:03:30--01:03:31] 我就不说了
[01:03:31--01:03:33] 但是大家应该能感受到
[01:03:33--01:03:35] 我觉得基本上整个创投圈
[01:03:35--01:03:36] 然后包括二级市场
[01:03:36--01:03:39] 包括一些甚至一些web3的人
[01:03:39--01:03:41] 其实现在应该都在上面
[01:03:41--01:03:43] 但他没有更进一步的破圈
[01:03:43--01:03:45] 因为确实我们依然是在限制要请吧
[01:03:45--01:03:46] 也没有太大推
[01:03:46--01:03:47] 所以你可以理解为
[01:03:47--01:03:48] 他现在可能是一个
[01:03:48--01:03:50] 类似于极客一样的地方
[01:03:50--01:03:51] 然后他的日活
[01:03:51--01:03:53] 他的各方面可能也跟极客差不多
[01:03:53--01:03:55] 可能现在属于这样一个状态
[01:03:55--01:03:56] 现在已经跟极客差不多了吗
[01:03:56--01:03:58] 因为极客是一个很长时间的产品
[01:03:58--01:04:00] 极客其实的日活也没有那么多了
[01:04:00--01:04:03] 我觉得极客更多是大家一个
[01:04:03--01:04:05] 精神家园一样的地方
[01:04:05--01:04:06] 可能记录一点自己的东西
[01:04:06--01:04:08] 你说这个日活是真人
[01:04:08--01:04:09] 真的会打开这个产品
[01:04:09--01:04:10] 不是AI在用吧
[01:04:10--01:04:11] 真人打开
[01:04:11--01:04:12] 当然
[01:04:12--01:04:14] 日活肯定是要算真人的呀
[01:04:14--01:04:16] 所以你日活是多少现在
[01:04:16--01:04:17] 几个月
[01:04:17--01:04:18] 几十万
[01:04:18--01:04:20] 没有几万吧
[01:04:20--01:04:21] 几万的日活
[01:04:21--01:04:23] 因为这个产品它还在测试中
[01:04:23--01:04:25] 它其实还没有正式上线
[01:04:25--01:04:26] 对
[01:04:26--01:04:27] 我觉得正式上线的时候
[01:04:27--01:04:28] 我们应该会一下涌进一大波人
[01:04:28--01:04:30] 那个到时候是应该是肯定的
[01:04:30--01:04:31] 对
[01:04:31--01:04:32] 但现在这个状态
[01:04:32--01:04:34] 我们就准备先让它维持在这个状态
[01:04:34--01:04:35] 因为产品还有很多东西要打磨
[01:04:35--01:04:36] 对
[01:04:36--01:04:38] 然后这些人的留存其实很好
[01:04:38--01:04:40] 其实他的长留会非常好
[01:04:40--01:04:43] 当然有一些人是刚进来没有get到
[01:04:43--01:04:44] 可能就流失了
[01:04:44--01:04:46] 的确也有一大部分人
[01:04:46--01:04:48] 我需要你不停的说
[01:04:48--01:04:49] 你作用一下
[01:04:49--01:04:50] 对
[01:04:50--01:04:51] 这确实是一波人
[01:04:51--01:04:52] 他确实没有get到
[01:04:52--01:04:53] 也觉得也没有必要去发言
[01:04:53--01:04:54] 或者怎么样
[01:04:54--01:04:55] 但是get到了
[01:04:55--01:04:59] 我刚刚说的那个context feeling的收益的人
[01:04:59--01:05:02] 其实留存的数据其实是非常好
[01:05:02--01:05:03] 因为他意识到
[01:05:03--01:05:05] 这是一个他构建主体性的地方
[01:05:05--01:05:07] 然后他又持续得到震撼馈
[01:05:07--01:05:08] 但其实你可以想象
[01:05:08--01:05:09] 他是很容易留存
[01:05:09--01:05:10] 你看
[01:05:10--01:05:12] 现在其实你们内测的一波人
[01:05:12--01:05:14] 就是现在的创投圈
[01:05:14--01:05:15] 是吧
[01:05:15--01:05:16] 如果当他破圈以后
[01:05:16--01:05:19] 会不会反而有一些关键数据会下降
[01:05:19--01:05:20] 因为他放话了
[01:05:20--01:05:21] 因为创投圈的人会默认
[01:05:21--01:05:24] 我能在这里有某种达到某种目的
[01:05:24--01:05:25] 我才会进来
[01:05:25--01:05:28] 当他放话成一个你所谓的everything的产品
[01:05:28--01:05:32] 会不会反而抹平了这些原有的属性
[01:05:32--01:05:34] 我觉得一定程度上这是一个挑战
[01:05:34--01:05:37] 但是我觉得这也恰恰是我们
[01:05:37--01:05:40] LM driven的推荐系统
[01:05:40--01:05:42] 它的作用所在
[01:05:42--01:05:44] 它就是会自动的去帮你去商见
[01:05:44--01:05:46] 帮你去过滤掉那些
[01:05:46--01:05:48] 其实你并不需要看到的那些人
[01:05:48--01:05:50] 所以这个就是和传统互联网
[01:05:50--01:05:52] 本身就是一个很大的区别
[01:05:52--01:05:53] 当你的分身
[01:05:53--01:05:54] 你明确告诉分身
[01:05:54--01:05:56] 你其实你并不想去获得那些链接
[01:05:56--01:05:58] 你关注的根本不是那些点
[01:05:58--01:06:00] 所以你的分身压根就不会去评论
[01:06:00--01:06:02] 那你也不会看到那个人发的东西
[01:06:02--01:06:03] 所以其实很多人进来
[01:06:03--01:06:04] 他都说
[01:06:04--01:06:05] 有很多人发帖抱怨说
[01:06:05--01:06:07] 我的分身怎么不去评论
[01:06:07--01:06:08] 因为你的分身不会去评论
[01:06:08--01:06:11] 那些跟你记忆里面毫无关系的事情
[01:06:11--01:06:12] 这个人可能刚进来
[01:06:12--01:06:13] 他也没有什么记忆
[01:06:13--01:06:15] 所以他的分身就没有去评论
[01:06:15--01:06:17] 当然这也是我们目前产品的一个问题
[01:06:17--01:06:18] 但是我想说的就是
[01:06:18--01:06:20] LM的推荐系统
[01:06:20--01:06:23] 不会给你带来那些你不想要的东西
[01:06:23--01:06:25] 因为它寄予他了解我
[01:06:25--01:06:26] 相当于有一个人
[01:06:26--01:06:28] 一直在帮你做信息筛选
[01:06:28--01:06:30] 用户案例还能再多讲几个吗
[01:06:30--01:06:32] 也有人Date是吧
[01:06:32--01:06:34] 当然很多人Date
[01:06:34--01:06:35] 我们看到之后
[01:06:35--01:06:37] 我们也都会跟他聊一下
[01:06:37--01:06:39] 说OK我们官方都想发下你这个案例
[01:06:39--01:06:40] 什么之类的
[01:06:40--01:06:42] 因为我们很想看到这种连接
[01:06:42--01:06:43] 所以我们也会
[01:06:43--01:06:45] 反正刚才说的就是那些
[01:06:45--01:06:48] 比如说通过一些各种方式产生的连接
[01:06:48--01:06:51] 而最后变成真实性连接的这样的案例
[01:06:51--01:06:53] 有些人我记得早期的一些案例
[01:06:53--01:06:55] 有些人在这里面
[01:06:55--01:06:57] 他发现了有一个人在抄自己的产品
[01:06:57--01:06:58] 是像素级的抄
[01:06:58--01:07:00] 他的分身发现有一个事情
[01:07:00--01:07:01] 他的分身跑过去说
[01:07:01--01:07:03] 你产品怎么跟我一模一样
[01:07:03--01:07:04] 不会抄我的吧
[01:07:04--01:07:06] 然后他自己的真人去看到
[01:07:06--01:07:07] 他的分身那条评论
[01:07:07--01:07:09] 发现我真的是一个抄他们的产品
[01:07:09--01:07:11] 像这种也很多
[01:07:11--01:07:12] 还有很多人是
[01:07:12--01:07:14] 不去把这个当做连接去玩的
[01:07:14--01:07:17] 他可能会去把它当做一个
[01:07:17--01:07:19] 有点偏roleplay
[01:07:19--01:07:21] 偏内容消费的一帮人
[01:07:21--01:07:23] 他可能会去扮演一些角色
[01:07:23--01:07:24] 就那个主体性他没有勾肩自己
[01:07:24--01:07:26] 当然这并不是我们鼓励的
[01:07:26--01:07:27] 我觉得还有一个haha moment
[01:07:27--01:07:29] 是熟人之间的
[01:07:29--01:07:30] 其实刚开始我发你的时候
[01:07:30--01:07:31] 我当时就说
[01:07:31--01:07:33] 你得带一帮你的熟人进来了
[01:07:33--01:07:35] 并且你要相互备注
[01:07:35--01:07:36] 那你就会发现
[01:07:36--01:07:38] 平时你在朋友圈可能就是点赞
[01:07:38--01:07:39] 但在这里面
[01:07:39--01:07:41] 你们会特别好的去给对方给评论
[01:07:41--01:07:42] 然后记住评论
[01:07:42--01:07:43] 你们又就觉得很像对方
[01:07:43--01:07:45] 然后就能够去agentic的专业起来
[01:07:45--01:07:47] 这个其实是一个非常确定性的
[01:07:47--01:07:48] haha moment
[01:07:48--01:07:49] 我印象比较深
[01:07:49--01:07:50] 我们的一个投资人
[01:07:50--01:07:52] 他和他的老板
[01:07:52--01:07:53] 之前肯定不会这么说话
[01:07:53--01:07:54] 他老板发个朋友圈
[01:07:54--01:07:55] 他肯定不会这么说
[01:07:55--01:07:57] 但那天他老板发了个elis
[01:07:57--01:07:59] 发了一个在湖边
[01:07:59--01:08:00] 他说这里风景很棒
[01:08:00--01:08:03] 然后他的分身直接在下面留言说
[01:08:03--01:08:07] 老板您这班上的可真好
[01:08:07--01:08:09] 直接在下面来了个阴阳怪气
[01:08:09--01:08:11] 因为那个时间也是上班时间
[01:08:11--01:08:13] 然后他老板就过来
[01:08:13--01:08:14] 开始跟大家调侃了起来
[01:08:14--01:08:15] 对吧
[01:08:15--01:08:17] 让他们的关系就会变得很融洽
[01:08:17--01:08:18] 很自然
[01:08:18--01:08:19] 然后有一些冰
[01:08:19--01:08:20] 你之前确实不太好破的
[01:08:20--01:08:22] 但是一个分身过来直接把你破了
[01:08:22--01:08:24] 这种案例我们觉得也很棒
[01:08:24--01:08:27] 很多时候在现实中实现不了的事情
[01:08:27--01:08:28] 你的分身会帮你实现
[01:08:28--01:08:29] 还有一个很有意思
[01:08:29--01:08:30] 我们观察到的叫
[01:08:30--01:08:33] 我们先把它叫做分身综合症
[01:08:33--01:08:35] 因为你的分身在这个里面
[01:08:35--01:08:36] 它天然会更real
[01:08:36--01:08:37] 更直白一些
[01:08:37--01:08:39] 所以他很多时候他会职业睿评
[01:08:39--01:08:40] 他会说一些
[01:08:40--01:08:41] 你现实中绝对不会
[01:08:41--01:08:43] 直接跟这个人直接去评论的话
[01:08:43--01:08:45] 当你看多了这种话之后
[01:08:45--01:08:46] 你会认可吗
[01:08:46--01:08:47] 你会觉得他说的很有道理
[01:08:47--01:08:48] 很棒的那个睿评
[01:08:48--01:08:50] 然后他会反馈到你真实的人
[01:08:50--01:08:52] 你在微信里面的聊天状态
[01:08:52--01:08:54] 我们那段时间好多人都会这样
[01:08:54--01:08:56] 就是你突然变得很睿评了
[01:08:56--01:08:57] 你跟人聊天
[01:08:57--01:08:58] 你原来要思考很多
[01:08:58--01:09:00] 你现在就脱口而出一句很睿评的话
[01:09:00--01:09:02] 然后对面也觉得
[01:09:02--01:09:03] 这个还挺有意思
[01:09:03--01:09:04] 还挺real
[01:09:04--01:09:05] 你会发现
[01:09:05--01:09:06] 它辐射到你
[01:09:06--01:09:09] 让你的真人物理世界中的交流和社交
[01:09:09--01:09:10] 也都变得
[01:09:10--01:09:11] 好像
[01:09:11--01:09:12] 更亮了一些
[01:09:12--01:09:13] 效率更高了一些
[01:09:13--01:09:14] 更有趣的一些
[01:09:14--01:09:16] 然后我们把这个叫做分身综合症
[01:09:16--01:09:18] 所以这也产生一些分身文学
[01:09:18--01:09:19] 有些在这个elis群里面
[01:09:19--01:09:20] 大家会说
[01:09:20--01:09:21] 分身冒号
[01:09:21--01:09:22] 后面怎么怎么样
[01:09:22--01:09:24] 相当于是一种免责声明
[01:09:24--01:09:25] 对吧
[01:09:25--01:09:26] 就是这个分身说的不是我说的
[01:09:26--01:09:27] 那句话可能就是一个吐槽
