[00:00:01--00:00:15] Hello 大家好 我是小骏
[00:00:15--00:00:18] 今天我们来到了美国硅谷
[02:18:48--02:18:51] 比如说我刚才讲的有可能他们就是去说
[02:18:51--02:18:54] 这些问题是值得去探索的
[02:18:54--02:18:56] 让然后让这个AI去帮他们探索
[02:18:56--02:19:03] 我们希望我们真心的希望我们的AI能够有具备一定程度上的猜想能力
[02:19:03--02:19:07] 能够让这个猜想的这个部分与证明的这个部分进行某种向上落构
[02:19:07--02:19:13] 就是我希望他能够随着这个action prover能证明的东西越来越多
[02:19:13--02:19:17] 我们每一天证明的东西都会进入到明天的
[02:19:17--02:19:20] 明天的这个这个这个这个这个这个应用中
[02:19:20--02:19:23] 不管是作为一个skill一个技能
[02:19:23--02:19:27] 就像lego prover的skill library这个这个这个这个设计
[02:19:27--02:19:30] 或者是去作为未来的这个训练数据
[02:19:30--02:19:32] 我希望他一定是self improving的
[02:19:32--02:19:34] 某种程度上self improvement
[02:19:34--02:19:36] 甚至说你可以叫他continue learning
[02:19:36--02:19:38] 当然这是一个最近很火的一个词
[02:19:38--02:19:39] 一个buzzword
[02:19:39--02:19:43] 在一个能够有验证signal的验证信号的一个领域
[02:19:43--02:19:45] 像数学来说是可以去试验的
[02:19:45--02:19:49] 这些很好的很前沿的的AI的一些一些东西
[02:19:49--02:19:52] 包括subagents skillsmcp
[02:19:52--02:19:56] 这些东西全部可以在我们现在的这个数学
[02:19:56--02:19:59] 作为一个操场一个playground上可以去试验
[02:19:59--02:20:00] 嗯
[02:20:00--02:20:04] 你们在普特兰的那个对对那个故事可以给大家讲一下
[02:20:04--02:20:05] 好就是
[02:20:05--02:20:08] 大概就是在2025年12月6号这一天早上
[02:20:08--02:20:13] 我们收到了就是普特兰大学生数学竞赛当天的考卷
[02:20:13--02:20:16] 然后我们是拿到那个考卷之后
[02:20:16--02:20:18] 就我们要做的第一件事情就是
[02:20:18--02:20:22] 我们需要把它变成形式化的这个题目
[02:20:22--02:20:26] 让这个action prover我们的这个AI系统去去做
[02:20:26--02:20:30] 那我们这个题目当时其实挺有意思的
[02:20:30--02:20:32] 早上六道题下午六道题
[02:20:32--02:20:35] 如果这个题目本身是一个证明的
[02:20:35--02:20:39] 那么就可以直接就是把它变成形式化
[02:20:39--02:20:43] 如果是他说要求解的话那还需要求解
[02:20:43--02:20:45] 所以其实还是一个挺有意思的一个过程
[02:20:45--02:20:48] 我们所有人都在这个办公室的一个pancory
[02:20:48--02:20:52] 庞加莱这个会议会议室是我们的这个war room
[02:20:52--02:20:53] 我们的战争战争室
[02:20:53--02:20:56] 我们就是在他们数学家有些人就在解题
[02:20:56--02:20:59] 所以其实就是解解解题的这个过程还挺有意思的
[02:20:59--02:21:02] 就是我们我们可以看到说嗯
[02:21:02--02:21:05] 有人类的解法和就是我们最终
[02:21:05--02:21:08] 这个action prover产生的这个完全是不一样的一个思路
[02:21:08--02:21:12] 我们在大概当天下午三点五十八分的时候
[02:21:12--02:21:14] 我们是发现我们有八道题
[02:21:14--02:21:18] 然后我们有八道题的话就是八十分
[02:21:18--02:21:21] 八十分是一个什么水平八十分一共一百二十分
[02:21:21--02:21:24] 去年的八十分是世界前五
[02:21:24--02:21:28] 然后但是往年他八十分可能不是世界前五
[02:21:28--02:21:30] 前十前二十差不多这样
[02:21:30--02:21:34] 然后我们然后我们就希望能够拿到一个九十分
[02:21:35--02:21:36] 这样的一个选择
[02:21:36--02:21:39] 我们是否告诉世界我们做还是我们再等一等
[02:21:39--02:21:41] 然后我们最终确实是有十二道题
[02:21:41--02:21:42] 就是全部满分
[02:21:42--02:21:44] 然后这个过程还挺有意思
[02:21:44--02:21:46] 当天我记得就在解题的时候
[02:21:46--02:21:49] 就是小月肯教授他有在有一些非常有意思的精彩语录
[02:21:49--02:21:53] 然后我和舒伯我们两个人就是笑的就是前前有后后
[02:21:53--02:21:57] 他说不要在现在不是说数学纯粹之美的时刻
[02:21:57--02:21:59] 不要去精确的去搞这些东西
[02:21:59--02:22:02] 现在是战争状态就是在大家在求解的时候
[02:22:02--02:22:04] 他就说能怎么快捷的去去去做
[02:22:04--02:22:06] 就怎么快捷的去做
[02:22:06--02:22:07] 就得到那个数之后
[02:22:07--02:22:08] 喂进这个Action Prover
[02:22:08--02:22:13] 也其实是和IMO的这个其他的这个标准是一样的
[02:22:13--02:22:16] 就是说如果有需要求这个解法的题
[02:22:16--02:22:18] 把这个数就是一块的喂进去
[02:22:18--02:22:20] 因为令只能做证明嘛
[02:22:20--02:22:22] 他不能够帮你说是去求解
[02:22:22--02:22:24] 所以求解是人做的是吗
[02:22:24--02:22:26] 求解这个东西是人做的
[02:22:26--02:22:29] 求解在IMO的那一个就是IMO的那个考试中
[02:22:29--02:22:33] 甚至是2024年其实这是AlphaProof他给的先例
[02:22:33--02:22:34] 就是有六道IMO
[02:22:34--02:22:36] 然后有一些题要求有一个得数
[02:22:36--02:22:39] 这个得数的话就是要把它一块放进去
[02:22:39--02:22:40] 变成一个证明
[02:22:40--02:22:42] 但是后面我们发现一件事情
[02:22:42--02:22:44] 就是我们其实可以不求解
[02:22:44--02:22:46] 就我们其实因为我们这个系统里面
[02:22:46--02:22:48] 也有一些就是informal的这个model
[02:22:48--02:22:51] 其实我们是可以直接让他就是做出这个解法的
[02:22:51--02:22:54] 最后其实我们发现我们的每一道普特兰的题
[02:22:54--02:22:56] 其实我们并不需要做人类求解内幕
[02:22:56--02:22:57] 但我们以为我们要求解
[02:22:57--02:22:59] 所以还挺有意思的
[02:22:59--02:23:02] 小野很教授为什么说现在是战事状态啊
[02:23:02--02:23:03] 因为就是时间紧
[02:23:03--02:23:07] 就是我们大概估计说一般早上六道题下午六道题
[02:23:07--02:23:10] 加在一块十二道题最多不超过三道题需要求解
[02:23:10--02:23:13] 因为确实是少数的大部分还是证明题
[02:23:13--02:23:16] 早上那道试卷下来就是六道题四道题要求解
[02:23:16--02:23:20] 然后我们当时只有就是能做得动这个数学题的人
[02:23:20--02:23:23] 就是基本上就是我普特兰成绩也不怎么样
[02:23:23--02:23:25] 反正基本上就只有Evan Chen
[02:23:25--02:23:28] 然后Evan Chen就一个人在那里就是一道又一道题的做
[02:23:28--02:23:30] 还是非常非常有意思的
[02:23:30--02:23:32] 我们其他其他同学有些人就是在
[02:23:32--02:23:34] 就是把这个数学题变成令
[02:23:34--02:23:39] 然后Kent他自己其实也没有做出来多少道就是普特兰的题
[02:23:39--02:23:42] 因为就是研究型数学家和就是这种打竞赛
[02:23:42--02:23:48] 在一个最最短时间内的还是很不一样的一个数学家的一个一个一个特性
[02:23:48--02:23:51] 你们公司为什么叫原理啊
[02:23:51--02:23:53] 我觉得Action是非常美的词
[02:23:53--02:23:57] 就我自己很小的时候有一本书就是叫数学天书中的证明
[02:23:57--02:24:00] 就是说如果说上帝有一本书
[02:24:00--02:24:02] 这本书里面会有哪些题
[02:24:02--02:24:07] 数学天书中的证明就是说有一些这样非常好的数学结果
[02:24:07--02:24:10] 我觉得就是公理给我的感受就是
[02:24:10--02:24:14] 首先把它跟另这个形式化语言它是呼应的
[02:24:14--02:24:19] 就是从一些有限的一些公理中可以推导出新的一些结果
[02:24:19--02:24:22] 就像是有地基然后你在往上建高楼
[02:24:22--02:24:27] 另外一个我觉得就是Action这个词就我觉得很美
[02:24:27--02:24:30] 它很数学它很它很克制它很理性
[02:24:30--02:24:31] 嗯
[02:24:31--02:24:36] 它又很sharp它就反正我非常喜欢Action这个词
[02:24:36--02:24:38] 它就感觉来自那本天书
[02:24:38--02:24:41] 对然后我们公司里名字开头是A的人也特别多
[02:24:41--02:24:45] 我们Alex Alberto Arum反正一堆就名字开头是A的
[02:24:45--02:24:48] 我们是Action
[02:24:48--02:24:52] 你觉得AI会把数学的历史推向一个新的阶段吗
[02:24:52--02:24:54] 会我觉得会
[02:24:54--02:24:57] 我觉得这是非常让人激动人心的一件事情
[02:24:57--02:24:59] 就是随着这个
[02:24:59--02:25:03] 我们以前的这个世界能够做到
[02:25:03--02:25:09] 比较顶尖的数学思维的人是很少的
[02:25:09--02:25:14] 我们现在会成从一个Mass pool到Mass rich的社会
[02:25:14--02:25:18] 我们会从一个数学数学的匮乏到数学的
[02:25:18--02:25:22] 的丰富的的的的这个这个这个这个supply
[02:25:22--02:25:24] 这个供给会会爆炸
[02:25:24--02:25:28] 这是一个让我个人来说非常激动的一个一个野心
[02:25:28--02:25:31] 就是你想一下所有没有被解决的理论问题
[02:25:31--02:25:34] 所有可能说是应用科学家们他们遇到的
[02:25:34--02:25:38] 希望有一个数学家帮他们解决的问题全部可以解决
[02:25:38--02:25:43] 就是一个一个一个一个一个一个一个一个时代的
[02:25:43--02:25:47] 一个时代的我觉得一个可以被定义就是说
[02:25:47--02:25:49] 指数级的数学发现的增长
[02:25:49--02:25:51] 这个我觉得一定一定会发生
[02:25:51--02:25:53] 然后数学家们会扮演一个什么样的角色
[02:25:53--02:25:57] 数学家们我觉得会扮演的角色就是他们能够提供
[02:25:57--02:25:59] 最好的直觉
[02:25:59--02:26:02] 他们会是能够提供的百分之零点零一的直觉
[02:26:02--02:26:05] 说哪一些数学问题比起哪一些数学问题
[02:26:05--02:26:07] 更值得我们去集中算力去解决
[02:26:07--02:26:10] 就我我我可能会讲一个
[02:26:10--02:26:13] 这个这部分会听起来显得我非常激进
[02:26:13--02:26:16] 我觉得这个就好像说是很多不同领域的数学家
[02:26:16--02:26:18] 他们比如说三四十个人
[02:26:18--02:26:21] 或者说是十几二十个人会聚起来
[02:26:21--02:26:23] 去谈论说我们的wish list
[02:26:23--02:26:26] 我们未来希望的这些问题被解决
[02:26:26--02:26:27] 然后
[02:26:27--02:26:28] 这些问题的重要性
[02:26:28--02:26:29] 这些问题的连接性
[02:26:29--02:26:31] 也就是说如果你解决了这个
[02:26:31--02:26:33] 你应该能够把这一些都解决
[02:26:33--02:26:34] 这样的这一个过程
[02:26:34--02:26:37] 可能会是他们的主要的数学工作
[02:26:37--02:26:42] 然后实际上是由这个AI数学家去解决这一些问题
[02:26:42--02:26:43] 嗯
[02:26:43--02:26:44] 比如说如果我们
[02:26:44--02:26:46] 这当然是两种情况
[02:26:46--02:26:48] 我们人类有可能有有限的算力
[02:26:48--02:26:52] 能够去我们人类决定花在数学的发现探索上
[02:26:52--02:26:55] 另外一种情况是我们其实某种程度上
[02:26:55--02:26:56] 有很多很多的算力
[02:26:56--02:26:57] 我们可以发现
[02:26:57--02:27:00] 你花无限的算力在在在这个数学探索上
[02:27:00--02:27:01] 这个当然也包括说
[02:27:01--02:27:05] 比如说现在我们可能能够用更少的算力
[02:27:05--02:27:06] 做更好的事情
[02:27:06--02:27:07] 如果是有限的话
[02:27:07--02:27:10] 数学家其实他们某种程度上就是这个资源分配者
[02:27:10--02:27:11] 他们的直觉告诉我们说
[02:27:11--02:27:15] 我们应该比如说两百个H200花在这道题上
[02:27:15--02:27:17] 八千个H200花在这个题上
[02:27:17--02:27:21] 某种程度上算力就会成为去去与这个数学家
[02:27:21--02:27:23] 对于这个数学题的重要性
[02:27:23--02:27:25] 某种程度上画一个画一个等号
[02:27:25--02:27:26] 这是个资源分配问题
[02:27:26--02:27:30] 如果我们现在在一个无限算力的这样的一个一个情景下的话
[02:27:30--02:27:33] 那就是像是那个Demis Hassabis
[02:27:33--02:27:34] 那个Thinking Game思考游戏
[02:27:34--02:27:35] 那个纪录片里面
[02:27:35--02:27:38] 有一刻他在一个这样的一个会议室里面
[02:27:38--02:27:41] 他说AlphaFold已经就是做出来了
[02:27:41--02:27:42] 他们刚拿了那个奖
[02:27:42--02:27:43] 现在下一步是什么呢
[02:27:43--02:27:46] 他的手下的一个一个科学家就说
[02:27:46--02:27:47] 我们做一个平台吧
[02:27:47--02:27:50] 让这些结构性生物学家可以去
[02:27:50--02:27:53] 去提交他们希望被折叠的这个蛋白
[02:27:53--02:27:54] 我们折完了我们给他发回去
[02:27:54--02:27:56] Demis坐在这个桌子上
[02:27:56--02:27:58] 然后就问说有多少个蛋白
[02:27:58--02:28:00] 然后他说有两百个million
[02:28:00--02:28:01] 两亿个蛋白
[02:28:01--02:28:03] 然后Demis就把笔扔在桌子上
[02:28:03--02:28:04] 然后就说结束会议吧
[02:28:04--02:28:05] 就是Fold everything
[02:28:05--02:28:06] That was a stupid idea
[02:28:06--02:28:07] 那个平台
[02:28:07--02:28:08] 为什么你去做一个平台呢
[02:28:08--02:28:10] 你可以把所有的东西都折了
[02:28:10--02:28:12] 如果我们在一个无限的算力上的情况下
[02:28:12--02:28:13] 我们就要做这件事情
[02:28:13--02:28:16] 我们要把所有能够人类想到的
[02:28:16--02:28:18] 好奇的数学问题全部解决
[02:28:18--02:28:21] 所有与应用科学家物理学家
[02:28:21--02:28:23] 他们就是在意的一些问题
[02:28:23--02:28:25] 比如说很有意思的一件事情
[02:28:25--02:28:26] 中国剩余定理
[02:28:26--02:28:29] 现在被MIT的这个Elafit去用在研究
[02:28:29--02:28:31] 这个有多少个神经元能够叠起来
[02:28:31--02:28:32] 这个neural capacity
[02:28:32--02:28:35] 这个空间里能够有多少个神经元
[02:28:35--02:28:37] 这样的一系列的研究中
[02:28:37--02:28:39] 我们做梦也不会想到数论
[02:28:39--02:28:40] 会与初等数论
[02:28:40--02:28:42] 会与这个计算机神经科学
[02:28:42--02:28:43] 理论神经科学
[02:28:43--02:28:44] 产生关系
[02:28:44--02:28:45] 另外一个例子
[02:28:45--02:28:47] 比如现在整个的这个法律与经济
[02:28:47--02:28:49] 这个文献都是两个人
[02:28:49--02:28:52] 一个是斯坦福法学院的这个Mitro Polanski
[02:28:52--02:28:55] 我当时上了他的Law and Economic法律经济系列
[02:28:55--02:28:57] 然后另外的一个是Steven
[02:28:57--02:28:58] 他是在这个MIT
[02:28:58--02:28:59] 我忘了他的last name
[02:28:59--02:29:01] 但他们两个人就有非常多的
[02:29:01--02:29:03] 就是关于法律与经济怎么样去想
[02:29:03--02:29:04] 比如说我有一个刑法
[02:29:04--02:29:09] 有多少是用来让这个社会不要犯罪
[02:29:09--02:29:12] 有多少是实际上是对这个人
[02:29:12--02:29:15] 他个体的某种程度上的修正与惩罚
[02:29:15--02:29:18] 这个过程可以拿就是微分方程
[02:29:18--02:29:20] 就是有非常非常多的
[02:29:20--02:29:21] 我在法学院的时候就是
[02:29:21--02:29:23] 还帮他算了挺多微分方程
[02:29:23--02:29:25] 就是能够去去去去
[02:29:25--02:29:28] 就是数学其实可以被应用在
[02:29:28--02:29:30] 这个Tim Gower菲尔兹奖
[02:29:30--02:29:32] 他有一个非常著名的一个
[02:29:32--02:29:34] 一个一个话就是
[02:29:34--02:29:36] 为什么我们国家基金委什么的
[02:29:36--02:29:38] 需要去继续给
[02:29:38--02:29:40] 纯数学去提供这个经费呢
[02:29:40--02:29:42] 是因为数学是一个生态系统
[02:29:42--02:29:44] 你有纯数学你就有应用数学
[02:29:44--02:29:46] 你这个纯数学如果死了
[02:29:46--02:29:48] 你应用数学也就没了
[02:29:48--02:29:50] 你可能确实觉得你作为一个
[02:29:50--02:29:52] 一个政策上
[02:29:52--02:29:54] 这些应用数学更与实际的这个市场啊
[02:29:54--02:29:56] 与社会更有关系
[02:29:56--02:29:58] 但是如果你不去做这些
[02:29:58--02:30:00] 基础科学的这个
[02:30:00--02:30:02] 当然这个也与其他就是学科
[02:30:02--02:30:03] 比如说生物的基础科学
[02:30:03--02:30:07] 也是一样的一个论点嘛
[02:30:07--02:30:09] 就是说你一定要去进行
[02:30:09--02:30:11] 通过理论层面上的发现
[02:30:11--02:30:13] 我认为从数学Math
[02:30:13--02:30:14] 然后到code
[02:30:14--02:30:16] 到这个这个编程去
[02:30:16--02:30:19] 在软件层面上去做一些
[02:30:19--02:30:21] 甚至就可以到real world testing
[02:30:21--02:30:23] 实际世界上的一些验证
[02:30:23--02:30:25] 数学和代码某种程度上是孪生兄弟
[02:30:25--02:30:27] Math is code and code is math
[02:30:27--02:30:28] Math is code
[02:30:28--02:30:31] 因为有一个叫做Curry-Howard对应
[02:30:31--02:30:32] 就是它是一个
[02:30:32--02:30:33] Lin就是基于这个
[02:30:33--02:30:34] 我每一个数学证明
[02:30:34--02:30:36] 可以变成一个一个计算机程序
[02:30:36--02:30:37] Code is math
[02:30:37--02:30:38] 为什么
[02:30:38--02:30:39] 因为code
[02:30:39--02:30:40] 现在我们发现
[02:30:40--02:30:41] 为什么back end
[02:30:41--02:30:44] 甚至是整个distributed system的web coding
[02:30:44--02:30:45] 没有办法做到
[02:30:45--02:30:48] 像就是做一个网站这样这么好
[02:30:48--02:30:51] 其实就是因为它有很多的一些
[02:30:51--02:30:52] 没有办法back track
[02:30:52--02:30:55] 没有办法做很好的就是hierarchical
[02:30:55--02:30:59] 就是分级的这种拆解
[02:30:59--02:31:00] 对这些能力
[02:31:00--02:31:02] 其实某种程度上数学能够给到它
[02:31:02--02:31:05] 然后数学和编码的这一对孪生兄弟
[02:31:05--02:31:06] 是一个你能够在
[02:31:06--02:31:08] 我们现在这个人类世界上
[02:31:08--02:31:10] 有这个验证的
[02:31:10--02:31:12] 验证信号的一个方面
[02:31:12--02:31:14] 另外一个部分其实就是
[02:31:14--02:31:17] 实际世界里的这个实验对吧
[02:31:17--02:31:18] 比如我扔一个鸡蛋
[02:31:18--02:31:19] 它的重力会到这个地上
[02:31:19--02:31:20] 鸡蛋会碎
[02:31:20--02:31:21] 就是这些实际世界里
[02:31:21--02:31:23] 给我的reward
[02:31:23--02:31:25] 所以我觉得我们的AGI的这个word
[02:31:25--02:31:26] 就是数学
[02:31:26--02:31:27] 然后编程
[02:31:27--02:31:30] 然后实际的这些reward testing
[02:31:30--02:31:31] 然后everything else
[02:31:31--02:31:32] 嗯
[02:31:32--02:31:33] 对
[02:31:33--02:31:34] 你觉得在AI for math的领域
[02:31:34--02:31:37] 会诞生类似于XGBT时刻吗
[02:31:37--02:31:38] 我觉得会
[02:31:38--02:31:39] 然后我觉得就是
[02:31:39--02:31:41] 如果有这样的一个XGBT时刻
[02:31:41--02:31:42] 它不单止数学
[02:31:42--02:31:44] 它一定还会有一个
[02:31:44--02:31:47] 就是coding代码的这样一个部分
[02:31:47--02:31:50] 其实这个事情就挺有意思
[02:31:50--02:31:52] 我们做的这个东西很多人觉得是
[02:31:52--02:31:55] 它对就是验证它有很大的这个意义
[02:31:55--02:31:57] 然后对另外一些人觉得
[02:31:57--02:31:58] 这个对超级智能
[02:31:58--02:32:00] 或者说就是数学推理有很大的意义
[02:32:00--02:32:02] 它其实某种程度上
[02:32:02--02:32:04] 这两者是是合一的
[02:32:04--02:32:06] 这个我觉得比较
[02:32:06--02:32:09] 就是这是一个可能不太明显的一个一个点
[02:32:09--02:32:10] 就是我们
[02:32:10--02:32:13] 我们是在做一个就是AI的一个数学家
[02:32:13--02:32:16] 但是我们又同时是通过形式化证明
[02:32:16--02:32:18] 就是加入进传统的
[02:32:18--02:32:20] 比如说就是LM推理这里面
[02:32:20--02:32:21] 去做的
[02:32:21--02:32:24] 所以我们产生的这个输出
[02:32:24--02:32:27] 是可以比如说几千行就是LIM的这个代码
[02:32:27--02:32:30] 然后这个东西它完全可以就是自我验证
[02:32:30--02:32:33] 如果我觉得有这样的一个XGBT时刻的话
[02:32:33--02:32:35] 它某种程度上产品一定要加进来
[02:32:35--02:32:36] 就是这是一个
[02:32:36--02:32:38] 我觉得我们时刻警醒自己
[02:32:38--02:32:39] 就是作为一个
[02:32:39--02:32:42] 就是在把这个系统就是能力
[02:32:42--02:32:44] 见到越好的时候
[02:32:44--02:32:45] 其实要要记住
[02:32:45--02:32:46] 就是说某一天这个东西
[02:32:46--02:32:49] 一定是要尽快的去产品推出和落地
[02:32:49--02:32:50] 这是一个
[02:32:50--02:32:51] 这是一个点
[02:32:51--02:32:54] 然后我其实觉得
[02:32:54--02:32:56] 就是有一个XGBT时刻
[02:32:56--02:32:58] 然后前年可能一般有一个比如说
[02:32:58--02:33:01] 有点像当时早期的时候大家说就是AlphaGo时刻
[02:33:01--02:33:04] 其实我觉得AlphaGo时刻对我来说是两个时刻
[02:33:04--02:33:07] 第一个时刻其实可能是这个
[02:33:07--02:33:08] Google DeepMind
[02:33:08--02:33:11] 2024年拿到的这个28分硬盘
[02:33:11--02:33:13] 另外对我自己个人的一个AlphaGo时刻
[02:33:13--02:33:18] 其实是在今年的就1月份的时候
[02:33:18--02:33:19] XM它去能够
[02:33:19--02:33:22] Action Prover证明像File Conjecture
[02:33:22--02:33:24] Vendor Partial Vendor Conjecture这些
[02:33:24--02:33:25] 包括同时
[02:33:25--02:33:28] I think就是DeepMind有一个Alethia
[02:33:28--02:33:30] 那是一个非形式化的
[02:33:30--02:33:32] 那是一个就是自然语言的一个
[02:33:32--02:33:34] 它也证明了一些研究问题
[02:33:34--02:33:36] 其实我觉得是这两个时刻吧
[02:33:36--02:33:37] 一个是Outside数学
[02:33:37--02:33:38] 一个是研究数学
[02:33:38--02:33:42] 你觉得AF4Math它会沿用就是大语言模型的
[02:33:42--02:33:43] 这一套整个的技术范式吗
[02:33:43--02:33:46] 还是会在下面上面做新的创新
[02:33:46--02:33:49] 我觉得就是它是一个很好
[02:33:49--02:33:51] 你想试什么试什么的一个环境
[02:33:51--02:33:52] 它是一个环境
[02:33:52--02:33:57] 它是一个很好的一个设置
[02:33:57--02:33:59] 就是你可以在上面去试
[02:33:59--02:34:02] 你认为一些会成功的一些事情
[02:34:02--02:34:04] 然后这个可能在别的一些
[02:34:04--02:34:07] 没有那么Clean的一个Domain上不好做
[02:34:07--02:34:09] 就是在我们这里我觉得我们可以做
[02:34:09--02:34:11] 然后比如说我觉得差不多
[02:34:11--02:34:13] AF4Math有一套范式
[02:34:13--02:34:15] 对吧就是从Draft Sketch and Proof开始
[02:34:15--02:34:16] 2022年的一篇文章
[02:34:16--02:34:19] 首先呢你让这个Informal的模型
[02:34:19--02:34:21] 给你列个提纲
[02:34:21--02:34:23] 其次呢你把这个提纲变成Formal的
[02:34:23--02:34:24] 变成Lin的
[02:34:24--02:34:26] 然后呢你再把这一些中间Sorry
[02:34:26--02:34:30] Sorry是Lin里面的一个Tactic
[02:34:30--02:34:32] 一个语法
[02:34:32--02:34:34] 它这个Sorry的意思就是说
[02:34:34--02:34:36] 我这一块我不给你证
[02:34:36--02:34:38] 但是你知道就是它一定是对的
[02:34:38--02:34:42] 相当于是让你把它Take it for granted的
[02:34:42--02:34:43] 这样的一个
[02:34:43--02:34:46] 就是第一步就是Draft提纲Informal
[02:34:46--02:34:48] 第二步Sketch这个提纲Formal
[02:34:48--02:34:49] 第三步Proof
[02:34:49--02:34:51] 把中间的Sorry全填上
[02:34:51--02:34:53] 其实填Sorry有好几种方式可以填
[02:34:53--02:34:55] 你可以拿这个AI去填
[02:34:55--02:34:57] 你可以拿一个就是有Neural Network的
[02:34:57--02:34:59] 你也可以通过一些
[02:34:59--02:35:01] 就是原来ATP的那一些
[02:35:01--02:35:03] 纯规则的没有这个
[02:35:03--02:35:05] 没有这个Rule based的
[02:35:05--02:35:06] 没有这个AI的这个
[02:35:06--02:35:07] 去拿这些东西去填
[02:35:07--02:35:09] 就是让它自动的比如说Hammer
[02:35:09--02:35:11] Lin里面有一个东西叫做Hammer
[02:35:11--02:35:13] 就是Hammer就是顾名思义一个斧头
[02:35:13--02:35:15] 斧头就是我一斧头下去
[02:35:15--02:35:16] 这个Sorry就没有了
[02:35:16--02:35:18] 这个Lin这个Hammer的这个
[02:35:18--02:35:20] 历史其实特别有意思
[02:35:20--02:35:23] 很早以前其实有其他语言
[02:35:23--02:35:26] 像Isabel是另外的一个定理证明的语言
[02:35:26--02:35:29] 然后另外一个定理证明的语言
[02:35:29--02:35:32] 叫做COQ后面改名叫ROCQROC
[02:35:32--02:35:34] 他们就是有Hammer了
[02:35:34--02:35:37] 就是说有一篇非常Match new Hammer
[02:35:37--02:35:39] 它是我如果记得没有错的话
[02:35:39--02:35:41] 它是Isabel的一个Hammer
[02:35:41--02:35:43] Lin里面一直没有一个Hammer
[02:35:43--02:35:45] 直到我记得去年6月有一篇文章
[02:35:45--02:35:48] 就是CMU的几个人出来
[02:35:48--02:35:50] 就说它是一个Lin的Hammer
[02:35:50--02:35:53] 但是Lin的Hammer它并不足够
[02:35:53--02:35:56] 它的这个就是功能并不够涵盖
[02:35:56--02:35:59] 所有其他的Hammer的尝试
[02:35:59--02:36:01] 所以大家就是我们当时就有
[02:36:01--02:36:03] 跟Lin的这个创始人Leo de Mora
[02:36:03--02:36:06] 我们说Axiom希望能够就是做一个
[02:36:06--02:36:08] 就是我们给你Basically我们给你赞助
[02:36:08--02:36:10] 你能帮我们找人做一个
[02:36:10--02:36:13] 全部开源的给所有社区的一个Lin的Hammer
[02:36:13--02:36:17] 后来这个他们可能是人力上就是不够人
[02:36:17--02:36:18] 没有这个资金
[02:36:18--02:36:20] 所以这个事情没有做成
[02:36:20--02:36:22] 但是到就是今年的时候有一个
[02:36:22--02:36:24] 新的一个东西出来的叫做Grind
[02:36:24--02:36:28] Grind这个其实某种程度上
[02:36:28--02:36:30] 它能够解决很多的数学的问题
[02:36:30--02:36:33] 我曾经见过一些其他的AI for Math
[02:36:33--02:36:35] 数学公司它有做一些Demo
[02:36:35--02:36:37] 其实那些题你如果Grind一下
[02:36:37--02:36:39] 甚至它都能直接给你做出来
[02:36:39--02:36:41] 这里面没有任何AI的一个成分
[02:36:41--02:36:45] 我们觉得的这个世界是AI和这个
[02:36:45--02:36:47] Formal Verification两边
[02:36:47--02:36:52] 就是两股力量就是合在一起去解决一道题
[02:36:52--02:36:54] 就是能够用Deterministic
[02:36:54--02:36:58] 不上这种Probabilistic概率性系统的
[02:36:58--02:37:01] 我们就拿这些东西把它解决
[02:37:01--02:37:05] 然后Lin里面自己能够做出什么样的抽象层
[02:37:05--02:37:07] 能解决一些也能尽量解决一些
[02:37:07--02:37:11] 它就是我觉得一个很好的一种系统设置
[02:37:11--02:37:15] 就是说先是最简单的最便宜的能解决就解决掉
[02:37:15--02:37:16] 不一样
[02:37:16--02:37:20] 然后剩下的再去上这一些比较大块的这些
[02:37:20--02:37:22] 这些就是代言模型系统
[02:37:22--02:37:25] 有某种让你觉得非常Aha Moment的时刻吗
[02:37:25--02:37:27] 对 我觉得我们每天都是Aha Moment
[02:37:27--02:37:29] 我觉得这个团队还是挺快的
[02:37:29--02:37:34] 他们就是其实我觉得有几个东西
[02:37:34--02:37:36] 我觉得可能是比较前沿
[02:37:36--02:37:37] 可能就是其他人没有
[02:37:37--02:37:41] 就是第一个就是你如果觉得Monte Carlo Tree Search
[02:37:41--02:37:44] 这个蒙蒂卡罗树搜索
[02:37:44--02:37:46] 太太太
[02:37:46--02:37:47] 太费钱了
[02:37:47--02:37:48] 就是它效率太低了的话
[02:37:48--02:37:49] 你有什么别的办法
[02:37:49--02:37:51] 我们希望能够scale inference
[02:37:51--02:37:55] 把inference这里就是去做大
[02:37:55--02:37:59] 这个的一个我们觉得可以尝试的一个办法
[02:37:59--02:38:01] 就是可以看一下
[02:38:01--02:38:04] Anthropic它有最近讲的一些subagents
[02:38:04--02:38:05] 这样的一些方向
[02:38:05--02:38:08] 其实我们觉得subagents用来做AI for math
[02:38:08--02:38:09] 其实做得很好
[02:38:09--02:38:10] 这个是一个
[02:38:10--02:38:14] 然后David Silver和Richard Sutton他们写过这篇文章
[02:38:14--02:38:15] 就是AI后半场
[02:38:15--02:38:17] 就是这个learning from experience
[02:38:17--02:38:19] 从经历中进行学习
[02:38:19--02:38:23] 这个东西其实某种程度上在一个数学题里
[02:38:23--02:38:24] 什么是一个经历
[02:38:24--02:38:27] 这个经历就是一个数据的trail
[02:38:27--02:38:31] 一个一段到达你最终解决这个题目的
[02:38:31--02:38:32] 这一个部分
[02:38:32--02:38:36] 这个过程全部可以作为你的这个experience经历
