[00:00:04--00:00:08] 这个我还没答完,因为我觉得这还不是终极实力
[01:44:31--01:44:32] 其实那个年代
[01:44:32--01:44:34] 孙凯就说得很清楚了
[01:44:35--01:44:35] 905
[01:44:36--01:44:37] 就是一个长期
[01:44:37--01:44:38] 既成熟
[01:44:38--01:44:40] 又高性能
[01:44:40--01:44:41] 又低时散热
[01:44:41--01:44:42] 就是一个非常成熟的技术
[01:44:43--01:44:43] 只是
[01:44:44--01:44:46] 绝大多数人在短期抗抖的时候就会选择
[01:44:46--01:44:48] 今天这个已经被完全证明了
[01:44:48--01:44:49] 就是我们
[01:44:50--01:44:51] 具体点击的那种名字了但是
[01:44:52--01:44:52] 今天
[01:44:53--01:44:54] 905已经完全成熟了
[01:44:54--01:44:55] 这个行业的主流
[01:44:55--01:44:56] 各家
[01:44:56--01:44:57] 以前
[01:44:57--01:44:58] 都在做这种
[01:44:59--01:45:00] 第二个是
[01:45:01--01:45:02] 我们认为在扫描上
[01:45:03--01:45:05] 我们这个用多个激光器
[01:45:05--01:45:07] 和简单的机械结构扫描
[01:45:08--01:45:09] 转进这样的技术
[01:45:10--01:45:10] 也是最成熟的
[01:45:11--01:45:14] 也是一度各家有各种各样的方案
[01:45:14--01:45:18] 这种各种各样的震惊的还有基因的M4什么的有各种各样的方案
[01:45:18--01:45:20] 但今天看到的行业也是在收敛的
[01:45:20--01:45:21] 也就是说
[01:45:22--01:45:23] 我可能有时候开玩笑的时候
[01:45:23--01:45:26] 其实友商都最后还是会致敬合赛选择的
[01:45:26--01:45:28] 但我没觉得这是路线
[01:45:28--01:45:33] 在我看来就是大家一度选择没有选最优的然后你再选回来就好了我也没觉得是个
[01:45:33--01:45:34] 特别大的事
[01:45:34--01:45:37] 但更重要的还是你即使选同样的路线
[01:45:38--01:45:39] 大家水平差别好在哪呀
[01:45:39--01:45:40] 即使你
[01:45:41--01:45:43] 一度选成了五缸发动机你回到四缸了
[01:45:44--01:45:46] 各家的四缸发动机水平差别可多了
[01:45:46--01:45:48] 是吧只不过绝大多数人听不懂
[01:45:48--01:45:53] 除了缸数以外的技术了所以他老觉得缸是一个最重要的其实没有啊其实你做切记吧
[01:45:53--01:45:54] 发动机你就知道
[01:45:54--01:45:55] 这里面有
[01:45:55--01:45:56] 几千项技术
[01:45:56--01:45:57] 是大家要比心的
[01:45:57--01:45:58] 这个为什么
[01:45:58--01:45:59] 不然怎么能做
[01:45:59--01:46:00] 但
[01:46:00--01:46:01] 不会有人跟你说
[01:46:01--01:46:04] 我做出五缸发动机来我就万代超车了
[01:46:06--01:46:07] 激光雷达就没有
[01:46:07--01:46:09] 只有技术选择没有技术路线
[01:46:09--01:46:12] 那纯视觉和激光雷达这两条技术路线你怎么看
[01:46:13--01:46:14] 好的我们终于
[01:46:14--01:46:15] 看到了这个话题
[01:46:16--01:46:16] 可以问什么
[01:46:17--01:46:21] 对但我们要稍微小心一点地点出现法务找我的问题啊
[01:46:22--01:46:23] 我说几个事实吧
[01:46:23--01:46:25] 我觉得观点给大家每个人来形成啊
[01:46:26--01:46:27] 我说几个事实
[01:46:27--01:46:28] 一个事实是
[01:46:29--01:46:31] 因为激光雷达本质上是一个
[01:46:31--01:46:33] 不同原理的感知方法
[01:46:34--01:46:36] 他一定会让你的车变得更安全
[01:46:37--01:46:38] 没有差距
[01:46:39--01:46:40] 就是加了一个plan b
[01:46:41--01:46:42] 加了一个种子
[01:46:42--01:46:44] 对对对对
[01:46:44--01:46:45] 他跟plan a b又不太一样
[01:46:46--01:46:49] 因为当我们说到a b的时候有点像是你选了a
[01:46:49--01:46:50] 不行再选b
[01:46:50--01:46:52] 其实他是一个plan a加
[01:46:53--01:46:56] 因为a加的意思是你即使在执行a
[01:46:56--01:46:57] 我的a加一直在工作
[01:46:58--01:47:01] 当你我觉得你a fail的时候我b
[01:47:02--01:47:03] a加就已经帮你解决了
[01:47:04--01:47:07] 对吧就是你你视觉那么多场景可能解决不了的时候
[01:47:08--01:47:11] 他不是自己知道解决不了的而是激光雷达看到了
[01:47:11--01:47:13] 因为激光雷达主要扫到了
[01:47:14--01:47:16] 几乎不太可能出现那没有东西的情况
[01:47:16--01:47:20] 所以他就告诉你他说你是不是没看到反正我是看到
[01:47:20--01:47:22] 那这两个情况下你一定会相信激光雷达
[01:47:22--01:47:24] 所以他确实是一个冗余备番
[01:47:24--01:47:26] 但他不是plan b而是a加
[01:47:27--01:47:28] 因为他时刻在盯着你
[01:47:29--01:47:29] 所以
[01:47:30--01:47:33] 从里表上一定变得更安全这个我倒不觉得有意义
[01:47:34--01:47:35] 唯一有意义的是
[01:47:35--01:47:37] 就是我们从
[01:47:37--01:47:42] 他的观点就是特斯拉的观点他可能会觉得这个帮助会越来越小
[01:47:42--01:47:43] 最终他觉得不一定需要
[01:47:44--01:47:45] 我认为这是他的官方说法
[01:47:46--01:47:48] 那这里面就是
[01:47:48--01:47:50] 我觉得有两层含义第一层含义是到底有多小
[01:47:51--01:47:52] 我们要不要看数据对吧
[01:47:52--01:47:55] 那他没发表的数据第一是你去看华尔街时报的数据
[01:47:55--01:47:57] 有很多纯实节出的问题
[01:47:57--01:47:59] 200多期是公开的
[01:47:59--01:48:02] 第二就是说你今天让国内那么多人用激光雷达
[01:48:03--01:48:04] 有好多场景下
[01:48:05--01:48:07] 确实是靠激光雷达杀自己
[01:48:07--01:48:08] 就是没有
[01:48:08--01:48:12] 应该说好多场景下如果那个时候没有激光雷达
[01:48:12--01:48:13] 会变得更危险
[01:48:13--01:48:14] 也是一个事实
[01:48:17--01:48:18] 第三个就是
[01:48:18--01:48:22] 我觉得你也得看最终如果你知道一个东西更安全
[01:48:23--01:48:26] 其实我看来是一个商业选择
[01:48:26--01:48:29] 成本在大幅降低的时候它就变得更有可能被用对吧
[01:48:30--01:48:31] 甚至
[01:48:31--01:48:31] 比如说
[01:48:32--01:48:34] 181里面那会并没有能用激光雷达
[01:48:34--01:48:36] 因为那个实在太贵了30万的激光雷达没法用
[01:48:36--01:48:37] 所以我觉得更合理
[01:48:38--01:48:38] 而
[01:48:38--01:48:40] 当你明明知道激光雷达
[01:48:41--01:48:44] 有很大的比例在失效的时候会救你人命的时候
[01:48:45--01:48:46] 这个时候
[01:48:46--01:48:48] 你只要价格不断的降
[01:48:48--01:48:51] 甚至我觉得到现在已经是一个非常非常合理的
[01:48:51--01:48:52] 情况了
[01:48:53--01:48:54] 你不应该考虑
[01:48:55--01:48:56] 不用
[01:48:56--01:48:57] 因为
[01:48:58--01:49:00] 我们说安全确实是一价
[01:49:00--01:49:03] 你确实对于消费者而言你明明知道有个东西
[01:49:03--01:49:06] 在有可能虽然是极低的概率下能够
[01:49:07--01:49:08] 可能把你的车刹住
[01:49:09--01:49:12] 这个对于绝大多数人扣车来说还是一个挺重要的因素吧
[01:49:12--01:49:14] 我觉得这个事你没法否定
[01:49:14--01:49:18] 但是他们会有一种说法就是当有两个信号的时候
[01:49:18--01:49:21] 机器不知道该相信哪个信号才会造成一定的混乱
[01:49:22--01:49:22] 不会
[01:49:22--01:49:23] 就是
[01:49:23--01:49:25] 这个事也是不合理的
[01:49:25--01:49:27] 他说的那个话比这个
[01:49:27--01:49:30] 实际更复杂一些我们先简单的按你刚才那个说法
[01:49:31--01:49:35] 当激光雷达和摄像头一样不一致之中你一定相信激光雷达
[01:49:35--01:49:36] 这句话
[01:49:36--01:49:37] 不会了
[01:49:38--01:49:40] 因为激光雷达它发现的问题它是靠
[01:49:40--01:49:41] 摸出来
[01:49:41--01:49:45] 就有点走路就有点你走路一边忙人走路一边摸
[01:49:45--01:49:46] 一边
[01:49:46--01:49:48] 就是靠眼睛一样
[01:49:48--01:49:49] 然后你
[01:49:49--01:49:50] 车子是忙人吗
[01:49:51--01:49:52] 对对对
[01:49:52--01:49:53] 我的意思就是说
[01:49:53--01:49:56] 当你如果明明可以不断摸你摸到东西的时候
[01:49:56--01:49:57] 你一定更相信你的手
[01:49:59--01:50:02] 我举个例子吧忙人没眼睛的话我们就说那个耳朵好了
[01:50:03--01:50:04] 听和摸对不对
[01:50:04--01:50:06] 你听是不是也能判断周围的环境
[01:50:06--01:50:07] 对吧
[01:50:07--01:50:09] 摸也能判断对不对
[01:50:09--01:50:10] 但这俩不一致的时候你相信谁
[01:50:12--01:50:14] 这俩比较肯定是摸
[01:50:14--01:50:15] 激光雷达就是在摸呀
[01:50:16--01:50:17] 因为你实际是把光发出去了
[01:50:17--01:50:18] 但摄像头是眼睛啊
[01:50:20--01:50:20] 一样的呀
[01:50:21--01:50:22] 就是眼睛和手来对比
[01:50:23--01:50:23] 好
[01:50:23--01:50:25] 你相信眼睛还是你手呢
[01:50:25--01:50:27] 那我在这就假设我们人走路
[01:50:27--01:50:29] 你又能摸又能看
[01:50:30--01:50:30] 对吧
[01:50:30--01:50:32] 比如说我们在一个黑暗的
[01:50:32--01:50:34] 这个笼洞里什么的
[01:50:34--01:50:35] 你一边看
[01:50:35--01:50:36] 一边摸
[01:50:36--01:50:38] 眼睛明明没看到东西手摸着了你相信谁
[01:50:38--01:50:40] 都是天黑了
[01:50:40--01:50:41] 对啊对啊对啊
[01:50:41--01:50:42] 就都是这些场景嘛
[01:50:43--01:50:45] 不是大太阳晒的看得到的东西场景嘛
[01:50:46--01:50:47] 就是这个比喻啊就是说
[01:50:48--01:50:48] 你
[01:50:48--01:50:50] 你即使在眼睛
[01:50:51--01:50:53] 看到你觉得没问题的情况下
[01:50:53--01:50:55] 你一般来说还是更相信你的手呀
[01:50:55--01:50:56] 对吧这是一个很好的比喻呀
[01:50:57--01:51:00] 在车企开始相信特斯拉的趋势之后
[01:51:00--01:51:04] 你出现了大家开始不用激光雷达或者省了激光雷达这种趋势吗
[01:51:05--01:51:05] 你会看到吗
[01:51:06--01:51:09] 我觉得这个有点像是我们怎么解读数据
[01:51:09--01:51:10] 就是说
[01:51:10--01:51:11] 如果你解读说
[01:51:12--01:51:13] 有多少个车型
[01:51:13--01:51:15] 确实有没配激光雷达
[01:51:15--01:51:16] 其实这个问题有点不公平
[01:51:16--01:51:19] 因为历史上百分之百的车型都不配激光雷达
[01:51:20--01:51:20] 对吧
[01:51:21--01:51:23] 只是我们现在说比如说有一些车企
[01:51:23--01:51:24] 可能低端车型没配
[01:51:25--01:51:27] 大家就开始喊是不是去激光雷达了
[01:51:27--01:51:30] 那在我看来难道更合理的不是你看看激光雷达上车的
[01:51:31--01:51:33] 就是上车的车型和量
[01:51:33--01:51:34] 它是怎么变化的吗
[01:51:34--01:51:37] 对吧那这个是一个每年超过50%增速的
[01:51:37--01:51:38] 这已经看到了呀
[01:51:38--01:51:39] 那这个数据难道
[01:51:40--01:51:40] 不更容易
[01:51:41--01:51:43] 帮大家解释这事吗
[01:51:43--01:51:45] 去激光雷达对你来说是有点矿吗
[01:51:45--01:51:48] 首先因为我觉得这些数据都挺明显的
[01:51:48--01:51:49] 其实在我看来
[01:51:50--01:51:51] 你真正烦忧会是这些
[01:51:51--01:51:52] 我真不担忧
[01:51:53--01:51:55] 因为我觉得我无法理解
[01:51:56--01:51:56] 就是
[01:51:56--01:52:01] 在明明这个清晰的对安全的价值是存在的情况下
[01:52:02--01:52:03] 大家不用
[01:52:03--01:52:08] 就是我觉得这个不用很多人的原因也是因为他担心马斯克是对的
[01:52:09--01:52:10] 这个是更主要的原因
[01:52:10--01:52:14] 而不是他通过数据看他觉得不需要我很难想象
[01:52:14--01:52:15] 他通过数据
[01:52:15--01:52:20] 首先两种吧一种他通过数据发现激光雷达有和没有是完全一样的对不对
[01:52:20--01:52:22] 这个我不相信你我说了一定会有一些
[01:52:23--01:52:23] 不完全
[01:52:24--01:52:25] 那第二个他只能说的是
[01:52:25--01:52:26] 今天有一些用
[01:52:27--01:52:28] 长期我觉得
[01:52:29--01:52:32] 价值没那么高这句话你是怎么得说的难道不就是
[01:52:32--01:52:33] 盲目相信了马斯克
[01:52:34--01:52:36] 尤其你在L3的时候大家不会这么想这事儿
[01:52:37--01:52:37] 对吧
[01:52:38--01:52:43] 我还想分享另外一件事儿就是当然这个可能我们发布会会谈得更深就是
[01:52:44--01:52:45] 就是
[01:52:45--01:52:46] 第一性原理
[01:52:47--01:52:49] 在我看来第一性原理这个词
[01:52:50--01:52:51] 已经没有人知道他有什么意思了
[01:52:51--01:52:53] 我那天
[01:52:53--01:52:54] 随机问了一下同事
[01:52:54--01:52:55] 我说
[01:52:55--01:52:56] 你们跟我说一下
[01:52:57--01:52:58] 啥是第一性原理
[01:52:59--01:53:01] 所有人的反应都是
[01:53:01--01:53:03] 文青没听过只听马斯克说过
[01:53:05--01:53:06] 然后
[01:53:06--01:53:07] 这个非常习惯
[01:53:08--01:53:08] 就是说
[01:53:08--01:53:13] 在我看来有点像是你所有你解释不通的事你就会还是第一性原理就完事了
[01:53:13--01:53:16] 第一性原理意思就是说反正他是对的你就听我这个想法
[01:53:17--01:53:19] 我认真分析了一下
[01:53:19--01:53:20] 第一性原理
[01:53:21--01:53:23] 就是马斯克其实
[01:53:23--01:53:24] 讲的那个东西叫仿生
[01:53:26--01:53:27] 他其实不是第一性原理
[01:53:27--01:53:28] 仿生
[01:53:28--01:53:29] 对啊
[01:53:29--01:53:31] 他的那个逻辑叫做人开车
[01:53:32--01:53:32] 只用眼睛
[01:53:33--01:53:34] 对对吧
[01:53:34--01:53:35] 然后因此
[01:53:36--01:53:39] 机器开车就不需要用超越感应这样的东西
[01:53:40--01:53:42] 这个本质上是仿生他不是第一性原理
[01:53:44--01:53:48] 第一性原理它的本质叫做度以依赖统计学规律
[01:53:49--01:53:50] 去分析事物的最
[01:53:50--01:53:52] 原子级的本质
[01:53:53--01:53:54] 来得出结论
[01:53:54--01:53:56] 其实他是反过来的仿生
[01:53:57--01:53:57] 就是
[01:53:58--01:54:02] 用第一性原理和用仿生是完全不同的事甚至很多时候是完全对立
[01:54:03--01:54:06] 所以其实他把这里换做第一性原理有点像是我讲任何一个事
[01:54:06--01:54:08] 我都说第一性原理一样
[01:54:08--01:54:09] 而且
[01:54:10--01:54:14] 即使仿生其实在我们科技中你如果简单想想它不一定是对的
[01:54:15--01:54:16] 首先汽车仿生
[01:54:17--01:54:18] 对吧
[01:54:18--01:54:20] 如果你想仿生载辆车难道不应该是一个
[01:54:21--01:54:22] 老虎娘娘跑的
[01:54:23--01:54:23] 其次是
[01:54:24--01:54:25] 如果你想一下飞机
[01:54:26--01:54:27] 飞机其实是最不仿生的
[01:54:28--01:54:30] 我研究一下历史
[01:54:30--01:54:33] 最早提出用鸟的方法去飞的人
[01:54:34--01:54:34] 为什么
[01:54:35--01:54:37] 也是一个非常有行业影响力
[01:54:38--01:54:40] 很可能也有很多女朋友
[01:54:40--01:54:41] 也是从政
[01:54:42--01:54:44] 跟政客关系很大的一个人叫达芬奇
[01:54:44--01:54:47] 他是非常厉害的一个人
[01:54:47--01:54:49] 但是他在这件事上其实是错了
[01:54:49--01:54:51] 然后呢这是大概1500年
[01:54:51--01:54:55] 然后后来这个真正现在飞机的这个
[01:54:55--01:54:55] 方法
[01:54:56--01:54:59] 就是通过流体力学的速度不对等来提升生命这件事
[01:54:59--01:55:01] 其实是17多少年就有了
[01:55:02--01:55:05] 而人类从17多少年到190几年
[01:55:06--01:55:06] 有
[01:55:07--01:55:08] 150年在干什么呢
[01:55:08--01:55:10] 在造成鸟一样的东西
[01:55:11--01:55:11] 不就是
[01:55:12--01:55:12] 仿生的失败吗
[01:55:13--01:55:14] 是对吧
[01:55:14--01:55:15] 所以我在我看来
[01:55:16--01:55:17] 有可能是不对的呀
[01:55:17--01:55:21] 对吧那能不能证明它是不对的我觉得不用证明你到最终看结果就好
[01:55:21--01:55:23] 对吧数学上都无法证明
[01:55:23--01:55:25] 这也是他可能今天
[01:55:25--01:55:26] 他坚持这么做的原因
[01:55:26--01:55:29] 在我看来我们最终看结果呀我们最终看是不是
[01:55:29--01:55:30] 更多的车企
[01:55:30--01:55:32] 用了激光雷大以后造出了更好的产品
[01:55:33--01:55:36] 今天特别确实还是挺领先的所以我们没法今天
[01:55:36--01:55:37] 证伪这件事
[01:55:37--01:55:40] 长期能不能做得更安全的车我觉得最终会有结论
[01:55:40--01:55:42] 1819年你们不是
[01:55:43--01:55:46] 就是出货给了很多无人车的公司吗
[01:55:46--01:55:48] 这个阶段你们成本有什么
[01:55:48--01:55:49] 成本和市价
[01:55:49--01:55:51] 其实一直
[01:55:51--01:55:52] 这几年都还是
[01:55:53--01:55:53] 在
[01:55:53--01:55:55] 几万的资金量级
[01:55:55--01:55:57] 因为这些东西都是最好最贵的东西
[01:55:57--01:56:01] 然后呢我们常年毛利率保持在那方面的毛利率
[01:56:02--01:56:04] 那个年代一直都是70%
[01:56:06--01:56:07] 真挺好的毛利率
[01:56:07--01:56:08] 因为
[01:56:08--01:56:12] 因为确实是行业最好的产品然后呢我们量也没有那么大
[01:56:12--01:56:14] 所以就对大家都觉得这个价格是合理的
[01:56:15--01:56:16] 车企是什么时候进来的
[01:56:17--01:56:18] 就有个小插曲我忘了讲了
[01:56:20--01:56:21] 这不是119吗
[01:56:21--01:56:23] 19年的
[01:56:23--01:56:23] 8月份
[01:56:24--01:56:25] 博士集团
[01:56:25--01:56:26] 领投了我们
[01:56:26--01:56:27] 1.7亿美元
[01:56:29--01:56:32] 博士集团是在全球所有的机构看了个遍
[01:56:33--01:56:34] 他自己耗工赚了100多几万
[01:56:35--01:56:36] 然后他后来觉得
[01:56:37--01:56:38] 赫赛是
[01:56:38--01:56:40] 他们认为全球唯一的希望
[01:56:40--01:56:41] 而且他
[01:56:41--01:56:43] 他都不是博士风头
[01:56:43--01:56:44] 是博士集团
[01:56:44--01:56:45] 就他的业务不满
[01:56:46--01:56:48] 因为他自己的造机王雷达
[01:56:49--01:56:50] 他自己造机王雷达的人
[01:56:50--01:56:51] 跟我们交流
[01:56:51--01:56:53] 从17年到19年交流了快两年
[01:56:54--01:56:55] 然后他最后得出的结论
[01:56:55--01:56:57] 他说赫赛还是厉害我们投资赫赛
[01:56:57--01:56:58] 而且他说
[01:56:58--01:57:00] 我们不仅想投资赫赛我们想挣入赫赛
[01:57:00--01:57:01] 因为
[01:57:01--01:57:03] 他那一下就投了
[01:57:03--01:57:04] 将近2亿美元
[01:57:07--01:57:08] 从那个时候起
[01:57:08--01:57:11] 我们就更严肃的在想要
[01:57:11--01:57:11] 把
[01:57:12--01:57:14] 原来的小量贵的东西呢
[01:57:14--01:57:16] 做产业化
[01:57:16--01:57:20] 在这个过程中我们跟博士是一定程度上既合作又竞争的
[01:57:21--01:57:22] 因为他们也没有放弃集团雷达营
[01:57:23--01:57:23] 然后呢
[01:57:24--01:57:25] 我们也没有放弃
[01:57:25--01:57:27] 独立去跟客户合作
[01:57:27--01:57:30] 只是在这过程中呢我们也有很多基础交流有一些项目在做
[01:57:30--01:57:32] 最终结果是他们
[01:57:32--01:57:33] 放弃了
[01:57:35--01:57:35] 持续了多久
[01:57:36--01:57:41] 好几年我忘了关稿时间了但肯定是一个有好几年的时间就是说我们也
[01:57:42--01:57:43] 愿意跟他们交流
[01:57:43--01:57:49] 他们也还是比较商业文明的就是说一事是一事他们也会跟我们说清楚我们在做什么东西但是我们
[01:57:50--01:57:50] 觉得你们做得很好
[01:57:50--01:57:51] 想学习
[01:57:51--01:57:52] 咱们怎么来
[01:57:52--01:57:53] 以互惠的方式去
[01:57:54--01:57:56] 去交流那显然他们作为一家
[01:57:57--01:57:59] 宇宙第一大汽车配件厂对吧
[01:57:59--01:58:01] 也有非常非常多的经验
[01:58:01--01:58:03] 也给我们传授了很多还是挺好的
[01:58:04--01:58:05] 汽车呢
[01:58:05--01:58:06] 汽车产业是怎么开始的
[01:58:06--01:58:09] 所以那个点上就开始做跟汽车相关的探索
[01:58:10--01:58:13] 那点上真正遇到的困难19年最大一个困难是什么
[01:58:14--01:58:14] 你知道
[01:58:14--01:58:17] 后来他们复盘说激光雷达
[01:58:17--01:58:18] 拼写
[01:58:18--01:58:19] LIDAR
[01:58:19--01:58:20] 这个词呀
[01:58:21--01:58:22] 你把这个地去掉
[01:58:23--01:58:24] 他就是LIDAR
[01:58:25--01:58:28] 这是美国人跟我讲的但是你们行业太多了受不了了
[01:58:28--01:58:34] 就是我觉得确实有点难就是说我觉得在19年的时候大家很多家都做出了很好的样品
[01:58:34--01:58:35] 海外公司
[01:58:36--01:58:36] 然后呢
[01:58:37--01:58:42] 确实不论是文化上还是宣传上还是商业上的人家都比我们厉害非常的多
[01:58:42--01:58:45] 导致于那就是我们很多海外竞争对手
[01:58:46--01:58:48] 都拿了很多大厂的西方大厂的订单
[01:58:49--01:58:50] 我们没有
[01:58:51--01:58:52] 我们那个时候产品一定更好
[01:58:53--01:58:54] 但是就是
[01:58:55--01:58:55] 无法让
[01:58:56--01:58:57] 别人相信我们能做得更好
[01:58:58--01:58:59] 19年
[01:58:59--01:59:00] 亚拉菲
[01:59:03--01:59:04] 那我们就继续做产品
[01:59:05--01:59:05] 然后在
[01:59:06--01:59:06] 20
[01:59:07--01:59:09] 年底21年初吧
[01:59:09--01:59:11] 拿到了第一个国内的点
[01:59:13--01:59:14] 怎么跟理想了的
[01:59:14--01:59:16] 主要还是跟技术团队
[01:59:16--01:59:17] 然后
[01:59:18--01:59:20] 那点还是蛮难的就是我觉得对于他们而言
[01:59:20--01:59:24] 也是一个蛮难的选择因为即使在20年点20年初也没有那么多信息
[01:59:25--01:59:28] 我们肯定是商业化做得最好的但我们卖的是那个贵为大
[01:59:28--01:59:32] 还如何相信我们能把几十万东西能够做便宜并且做大量产
[01:59:32--01:59:33] 要上他的车
[01:59:33--01:59:35] 这里面我觉得还是有非常多的挑战的
[01:59:35--01:59:40] 就是我相信他们内部也是得做非常完整的技术评估并且
[01:59:41--01:59:45] 我觉得理想汽车有一点做的还是让我非常非常佩服的就是说
[01:59:45--01:59:48] 他们不盲目迷信海外品牌
[01:59:48--01:59:50] 而且他公开谈论这件事
[01:59:50--01:59:54] 我觉得这个是令人震惊的远见啊就是现在看这个场子
[01:59:54--01:59:55] 就是说我们相信这一代
[01:59:56--01:59:58] 无论是中国的汽车企业还是供应链企业
[01:59:59--02:00:01] 大家最终确实都超越了海外的同行
[02:00:01--02:00:04] 你今天干绿得出这个结论根本不是本事
[02:00:04--02:00:08] 但是你回到比如说1920年他们那时候也还没那么大
[02:00:09--02:00:10] 然后呢
[02:00:10--02:00:11] 我们那个时候也没那么大
[02:00:12--02:00:18] 然后1920年的时候还是有不少的车企他的原则是我用最好的进口产品
[02:00:19--02:00:19] 造车
[02:00:20--02:00:21] 我也能理解
[02:00:22--02:00:26] 但我感觉在那个时间面他们的理想汽车团队的理念就是
[02:00:27--02:00:29] 我相信长期来看
[02:00:30--02:00:33] 坚持用海外的那个传统供应商
[02:00:33--02:00:36] 是死路一条我猜的啊我觉得是他这么个理念
[02:00:36--02:00:39] 就他觉得我一定要给中国供应商机会
[02:00:40--02:00:41] 而且他觉得
[02:00:41--02:00:41] 长期
[02:00:42--02:00:44] 中国供应商有可能做的比海外好
[02:00:44--02:00:47] 我觉得他是这么想的这我觉得很厉害因为我觉得
[02:00:48--02:00:50] 你在那个年代
[02:00:50--02:00:51] 有这个认知是一个
[02:00:51--02:00:51] 既大胆
[02:00:52--02:00:53] 既疯狂大胆
[02:00:53--02:00:54] 也是
[02:00:54--02:00:56] 对你实际使操红会有很多问题的一个
[02:00:57--02:00:58] 一个解决方案
[02:00:59--02:00:59] 他不是全球
[02:01:00--02:01:01] 的第一个用你的车企吗
[02:01:02--02:01:05] 一半一半叫做第一个在我们在量产车上用的
[02:01:06--02:01:09] 因为我们有美国的底头队的客户其实是在车上用的
[02:01:09--02:01:11] 那还是如果说量产车
[02:01:11--02:01:12] 像AB这种车
[02:01:14--02:01:15] 你们怎么接触在双方的
[02:01:17--02:01:18] 但是你们已经有产品了
[02:01:18--02:01:19] 有样子
[02:01:20--02:01:22] 产品的话是在量产车才会算
[02:01:24--02:01:26] 其实就是他们也是跟每家都会聊嘛
[02:01:26--02:01:27] 然后呢我们也是
[02:01:27--02:01:29] 所以也找到我们
[02:01:30--02:01:30] 要不要交流一下
[02:01:31--02:01:32] 然后
[02:01:32--02:01:38] 其实在最早接触时候是同事接触的时候我一度还怀疑这件事
[02:01:38--02:01:39] 倒不是怀疑理想汽车
[02:01:40--02:01:42] 而是我觉得大家都还没有开始用激光雷达
[02:01:42--02:01:44] 他们对激光雷达感兴趣的时候
[02:01:45--02:01:46] 我们还是挺惊讶的
[02:01:46--02:01:48] 因为我觉得各家都还没开始用
[02:01:48--02:01:50] 然后一定承让他们
[02:01:50--02:01:51] 就会是第一个大量用的
[02:01:51--02:01:55] 那这个对我来说当然是好事但是我也在想
[02:01:55--02:01:56] 这个到底
[02:01:57--02:01:58] 他们最终会不会
[02:01:59--02:02:00] 把这个全部用起来
[02:02:01--02:02:05] 但这样的问题还是挺愉快的就是我发现他们还是挺关注这些本质的
[02:02:05--02:02:07] 然后我们的沟通中呢就
[02:02:07--02:02:13] 也没有拿出那种就是那种传统汽车厂那个态度就是说我就这么
[02:02:13--02:02:14] 标准什么什么的
[02:02:14--02:02:15] 而是
[02:02:15--02:02:19] 愿意这个才叫第一性原理就是愿意分析就说ok你这个新产品
[02:02:19--02:02:20] 有哪些挑战
[02:02:21--02:02:22] 我们如何一起把这个事做成
[02:02:22--02:02:23] 并且呢
[02:02:24--02:02:25] 他们当时还
[02:02:25--02:02:28] 挺有意思的一点就是他看完我的样品以后
[02:02:28--02:02:29] 他说呀
[02:02:29--02:02:30] 你这东西所有东西都好
[02:02:31--02:02:32] 但是你这64线不够用
[02:02:33--02:02:33] 我需要你在
[02:02:34--02:02:35] 不改变产品尺寸
[02:02:35--02:02:36] 不改变成本的情况下
[02:02:36--02:02:37] 不改变报价的情况下
[02:02:38--02:02:39] 把664变成200
[02:02:40--02:02:42] 这个东西就
[02:02:42--02:02:43] 感动也挺有意思
[02:02:44--02:02:46] 就是在那个年代对我们来说是不可能完成的事情
[02:02:46--02:02:47] 后来做了这个完成了
[02:02:47--02:02:48] 后来完成了
[02:02:48--02:02:49] 因为可能改善就要错了
[02:02:49--02:02:50] 但是
[02:02:51--02:02:52] 产品定律其实
[02:02:53--02:02:54] 还好几个月就完成了
[02:02:54--02:02:56] 但你所有的设计包括那个量产交付
[02:02:56--02:02:58] 因为你看这是21年
[02:02:58--02:02:59] 冲定的
[02:03:00--02:03:02] 我们最后是22年7月
[02:03:02--02:03:03] 119交付的
[02:03:05--02:03:05] 还有一个
[02:03:06--02:03:08] 挺艰难的过程因为那个我们从
[02:03:08--02:03:11] 22年7月开始交付到9月的时候就有产过万台
[02:03:12--02:03:12] 非常厉害
[02:03:13--02:03:17] 而这个过程中22年我待会儿讲一下22年经历了很多有趣的时候
[02:03:17--02:03:18] 你忘了我是在上海
[02:03:19--02:03:20] 对吧
[02:03:20--02:03:22] 但我觉得就是说
[02:03:23--02:03:24] 他们团队在这一点上
[02:03:25--02:03:26] 重技术本质
[02:03:26--02:03:28] 我觉得这个才叫第一性感的就是他认真分析
[02:03:29--02:03:32] 我们也很透明啊但我们觉得我们一直都有供应商都很透明
[02:03:33--02:03:34] 他们会认真分析就是说
[02:03:34--02:03:36] 我们这里面真正量产难点在哪
[02:03:37--02:03:37] 然后呢
[02:03:37--02:03:40] 大家也不会以甩锅的方式就甲乙钢那种的
[02:03:40--02:03:42] 他就说OK我们一几碗就说了明白
[02:03:42--02:03:43] 然后我们也会跟他讲
[02:03:43--02:03:44] OK那这样的话
[02:03:45--02:03:45] 我们遇到的挑战
[02:03:46--02:03:47] 你们得提前知道
[02:03:47--02:03:48] 别到最后遇到问题
[02:03:48--02:03:49] 然后
[02:03:49--02:03:50] 所以这个沟通
