[00:00:06--00:00:07] 在现在来说的话
[01:21:53--01:21:54] 用这个材料就是为了搞磁场
[01:21:54--01:21:58] 我们现在这个参数应该是全世界磁场强度最高的一个磁体了
[01:21:58--01:22:00] 磁场越大成本越低
[01:22:00--01:22:01] 装置越小
[01:22:01--01:22:03] 大孔径是什么意思
[01:22:03--01:22:07] 因为我们最终的这个等力磁体是要在去磁体的中间
[01:22:07--01:22:08] 他还要放很多的设备
[01:22:08--01:22:09] 包括成功式的东西
[01:22:09--01:22:10] 中间去包住等力磁体
[01:22:10--01:22:12] 所以我这个磁体的话
[01:22:12--01:22:14] 他其实是中间有一个很大的洞
[01:22:14--01:22:15] 大概是个米级别的洞
[01:22:15--01:22:18] 之所以有这个强调的原因是
[01:22:18--01:22:20] 其实很多高磁场的磁体
[01:22:20--01:22:23] 他都是大概是这种毫米或者厘米孔径的
[01:22:23--01:22:25] 中间是个很小的洞
[01:22:25--01:22:28] 因为大部分这种特别高磁场的磁体
[01:22:28--01:22:30] 都是用来做一些材料的实验
[01:22:30--01:22:33] 比如我只要能放出来一个很小的材料样品进去
[01:22:33--01:22:34] 提供一个高磁场
[01:22:34--01:22:36] 然后去测这个性能就好
[01:22:36--01:22:39] 所以这种场景和我们巨变的场景是很不一样的
[01:22:39--01:22:41] 那可能是个厘米或毫米孔径的磁体
[01:22:41--01:22:44] 而我们是个米级别孔径的磁体
[01:22:44--01:22:47] 当你中间的这个孔径变得很大的时候
[01:22:47--01:22:49] 实际上你的整个的设计
[01:22:49--01:22:52] 包括你的工艺的难度都会变得非常的大
[01:22:52--01:22:53] 毕竟你中间很小
[01:22:53--01:22:54] 你可以为了高磁场
[01:22:54--01:22:56] 你可以外面绕很多很多圈
[01:22:56--01:22:58] 而且他中间因为比较小
[01:22:58--01:22:59] 所以它是一个圆形的磁体
[01:22:59--01:23:01] 还是一个受力比较均匀的这样一个东西
[01:23:01--01:23:04] 当像我们这种D型的还是个E型的
[01:23:04--01:23:05] 中间是个米级别的孔径
[01:23:05--01:23:07] 你还要最高磁场很高的话
[01:23:07--01:23:09] 那么你就要去平衡掉
[01:23:09--01:23:11] 包括受力
[01:23:11--01:23:13] 包括你过程中的发热
[01:23:13--01:23:15] 所有的东西都是要占尺寸的
[01:23:15--01:23:16] 还有电流密度又要高
[01:23:16--01:23:18] 那么怎么去平衡力热电
[01:23:18--01:23:22] 这三个领域上的参数都达到很极限的参数
[01:23:22--01:23:25] 这就是大孔径磁体它要解决的问题了
[01:23:25--01:23:27] 你们怎么做到这个比较高特斯拉的磁场
[01:23:27--01:23:28] 我们是用这个
[01:23:28--01:23:29] 最高的了现在是
[01:23:29--01:23:30] 对
[01:23:30--01:23:32] 其实从原理上来说的话
[01:23:32--01:23:34] 要实现一个很高的磁场
[01:23:34--01:23:36] 你需要很大的电流
[01:23:36--01:23:38] 你通大电流产生一个大的磁场
[01:23:38--01:23:39] 那么一个最简单的想法就是
[01:23:39--01:23:41] 比如说我有一个内径的要求
[01:23:41--01:23:42] 就是我那大孔径的要求
[01:23:42--01:23:45] 那么我在外面产足够多的超导
[01:23:45--01:23:47] 超导的导线导体
[01:23:47--01:23:49] 那么我再给它通足够大的电流
[01:23:49--01:23:51] 它就总是能够形成一个很高的磁场
[01:23:51--01:23:51] 对
[01:23:51--01:23:53] 但是实际上这个过程中
[01:23:53--01:23:54] 你就会遇到新的问题
[01:23:54--01:23:57] 比如说当你磁场很大
[01:23:57--01:23:58] 电流
[01:23:58--01:23:59] 也很大的时候
[01:23:59--01:24:00] 其实我们物理上告诉你
[01:24:00--01:24:02] 其实你的受力是很大
[01:24:02--01:24:06] 因为你的安培力是等于磁场乘以电流的
[01:24:06--01:24:08] 就意味着当你的电流又大
[01:24:08--01:24:09] 磁场又大的时候
[01:24:09--01:24:12] 你导体自身就会在这个磁场下
[01:24:12--01:24:13] 会受巨大的力
[01:24:13--01:24:16] 那么当你这个力很大的时候
[01:24:16--01:24:17] 怎么办呢
[01:24:17--01:24:17] 一般大家就想
[01:24:17--01:24:19] 那我就加很多的结构材料
[01:24:19--01:24:21] 比如说我用很多的钢
[01:24:21--01:24:23] 我去把它的力扛住
[01:24:23--01:24:23] 那就可以
[01:24:23--01:24:26] 那这个事就会造成一个问题
[01:24:26--01:24:27] 就是如果你加了足够多的
[01:24:27--01:24:28] 结构材料
[01:24:28--01:24:30] 你可以把力去分摊掉
[01:24:30--01:24:33] 但是你的截面的工程电流密度就会掉下来
[01:24:33--01:24:37] 因为你大部分的截面的面积是没有办法通电的
[01:24:37--01:24:38] 它是结构材料
[01:24:38--01:24:38] 对
[01:24:38--01:24:41] 那么这个就跟我们的那个设计其实是有矛盾的
[01:24:41--01:24:43] 我们不仅要高磁场
[01:24:43--01:24:45] 而且要很高的工程电流密度
[01:24:45--01:24:47] 工程电流密度的好处是在于
[01:24:47--01:24:50] 我们可以在比如说达到相同的磁场的情况下
[01:24:50--01:24:52] 一个更高的工程电流密度就意味着
[01:24:52--01:24:54] 我这个截面的尺寸可以变得更小
[01:24:54--01:24:56] 这工程电流密度就是单位面积上通的电流嘛
[01:24:56--01:24:57] 对吧
[01:24:57--01:24:59] 当我电流总量定死了之后
[01:24:59--01:25:00] 电流密度越大
[01:25:00--01:25:01] 我的截面的面积就越小
[01:25:01--01:25:04] 那么最终就会使得我的装置可以造得更小
[01:25:04--01:25:07] 因为我就不需要那么大的面积去支持这个电流了
[01:25:07--01:25:09] 我可以造一个很小的面积去支持这个电流
[01:25:09--01:25:11] 今天磁体不仅是磁场最高的一个磁体
[01:25:11--01:25:14] 它还是工程电流密度最高的一个磁体
[01:25:14--01:25:16] 这两个参数同时达到
[01:25:16--01:25:20] 才能够去实现聚变的装置的小型化的这个目的
[01:25:20--01:25:20] 对
[01:25:20--01:25:21] 我刚刚说了
[01:25:21--01:25:22] 当你电流大了
[01:25:22--01:25:23] 磁场大了之后
[01:25:23--01:25:23] 不仅受力
[01:25:23--01:25:26] 其实是一方面是一个大的挑战
[01:25:26--01:25:27] 还有是让你电流
[01:25:27--01:25:27] 很大的时候
[01:25:27--01:25:28] 其实它会发热
[01:25:28--01:25:29] 大家都知道欧姆热
[01:25:29--01:25:32] 就是你是正比于电流的平方
[01:25:32--01:25:33] 再乘以电阻
[01:25:33--01:25:36] 当然比如说我们的当时在到22
[01:25:36--01:25:37] 接近22特的时候
[01:25:37--01:25:41] 大概它的单股电流是在20多千安
[01:25:41--01:25:42] 什么概念呢
[01:25:42--01:25:45] 就大概一纳欧的电阻
[01:25:45--01:25:47] 就有接近一瓦的发热量
[01:25:47--01:25:47] 对于低温来说
[01:25:47--01:25:49] 其实瓦级别的发热量就已经蛮大了
[01:25:49--01:25:50] 对
[01:25:50--01:25:52] 而它的要求是在这么大的电流下的话
[01:25:52--01:25:54] 你需要将你整个磁体的
[01:25:54--01:25:56] 你不可能所有都是超导
[01:25:56--01:25:57] 你还是会有一些
[01:25:57--01:25:58] 接头这些连接的部件
[01:25:58--01:26:00] 它过程中也会发热
[01:26:00--01:26:01] 你要把总发热量
[01:26:01--01:26:03] 比如控制在百瓦级别的话
[01:26:03--01:26:06] 你就需要将所有的这些连接
[01:26:06--01:26:08] 甚至加重过程中引入的一些电阻的话
[01:26:08--01:26:11] 要控制在一百纳欧这个量级
[01:26:11--01:26:14] 就是10的100乘以10的-9次方欧姆
[01:26:14--01:26:16] 就是你对于热学的控制
[01:26:16--01:26:19] 就需要去做到非常小的一个电阻
[01:26:19--01:26:21] 而且其实在这个情况下的话
[01:26:21--01:26:23] 你为了把这些几百瓦的热量散出去
[01:26:23--01:26:26] 你还要专门去在磁体里面设计出来
[01:26:26--01:26:28] 让它散热的流道
[01:26:28--01:26:32] 你要把这个制冷的害都给它供给到
[01:26:32--01:26:34] 你预测它可能会发热的地方
[01:26:34--01:26:37] 才能使这个磁体它稳定在你的设计温度下去运行
[01:26:37--01:26:38] 在这个过程中
[01:26:38--01:26:39] 你看刚刚已经说了
[01:26:39--01:26:42] 我的磁体为了高电功能电流密度
[01:26:42--01:26:43] 已经寸土寸金了
[01:26:43--01:26:45] 就不能放那么多结构材料
[01:26:45--01:26:46] 你还得挖出来一些洞
[01:26:46--01:26:49] 让你的流体让你的制冷东西还要过去
[01:26:49--01:26:53] 所以在你真正平衡力热电的过程中的时候
[01:26:53--01:26:55] 你就得去判断怎么样的一个设计
[01:26:55--01:26:56] 把这三个东西的
[01:26:56--01:26:57] 尺寸都压到极致
[01:26:57--01:26:59] 且能让它稳定
[01:26:59--01:27:02] 这样才能设计出来一个高磁场且高电流密度的这样一个磁体
[01:27:02--01:27:04] 所以这是在设计过程中
[01:27:04--01:27:08] 其实它就将所有的参数都推到了一个非常边界
[01:27:08--01:27:09] 非常极限的状态
[01:27:09--01:27:12] 这才刚刚完成了设计
[01:27:12--01:27:13] 设计完成了之后
[01:27:13--01:27:14] 到底这个东西能不能加工出来
[01:27:14--01:27:16] 我们刚说这个东西
[01:27:16--01:27:18] 你现在设计的都是完美的这些导体嘛
[01:27:18--01:27:18] 对吧
[01:27:18--01:27:20] 你是没有什么工程缺陷的
[01:27:20--01:27:22] 也不会在加工过程中性能还衰减
[01:27:22--01:27:22] 对吧
[01:27:22--01:27:24] 你要把这些超导带
[01:27:24--01:27:26] 把这些有各种非常复杂
[01:27:26--01:27:27] 结构的骨架
[01:27:27--01:27:28] 它们在并到一起
[01:27:28--01:27:29] 组装到一起
[01:27:29--01:27:30] 中间有绕制呀
[01:27:30--01:27:31] 进资呀
[01:27:31--01:27:32] 接头的制作呀
[01:27:32--01:27:33] 一系列的工序
[01:27:33--01:27:35] 最终性能都不衰减
[01:27:35--01:27:36] 才能够去交付
[01:27:36--01:27:39] 那么这个过程中的所有的工艺的开发
[01:27:39--01:27:41] 也是其实是非常困难的一件事
[01:27:41--01:27:44] 这个过程中你有大量的研究的过程
[01:27:44--01:27:45] 就打个比方
[01:27:45--01:27:46] 它类似于其实
[01:27:46--01:27:47] 比如说一个关键步骤
[01:27:47--01:27:49] 是我需要用这种金属
[01:27:49--01:27:54] 去把超导带和我的骨架去进行融合
[01:27:54--01:27:54] 对
[01:27:54--01:27:54] 否则的话
[01:27:54--01:27:56] 它如果是两个散件的
[01:27:56--01:27:57] 其实你收力是很差的
[01:27:57--01:27:59] 你要把它用金属给它融到一起
[01:27:59--01:28:02] 类似于烤面包一样
[01:28:02--01:28:04] 你这个烤箱的温度
[01:28:04--01:28:05] 时间
[01:28:05--01:28:06] 温度怎么往上去爬
[01:28:06--01:28:07] 停多长时间
[01:28:07--01:28:08] 等等很多的细节的参数
[01:28:08--01:28:10] 什么时候去加金属
[01:28:10--01:28:12] 什么时候把它融化成液体
[01:28:12--01:28:13] 什么时候回温
[01:28:13--01:28:15] 这是每一个细节的工程参数
[01:28:15--01:28:17] 都会影响你最终的性能
[01:28:17--01:28:18] 温度高了
[01:28:18--01:28:19] 超导带的性能就衰减了
[01:28:19--01:28:20] 对
[01:28:20--01:28:21] 然后温度不够的话
[01:28:21--01:28:21] 洗没有化
[01:28:21--01:28:22] 对吧
[01:28:22--01:28:24] 这些就是我说的
[01:28:24--01:28:26] 成百上千的ID声
[01:28:26--01:28:27] 是很细节的问题
[01:28:27--01:28:28] 就是你每天都需要遇到
[01:28:28--01:28:31] 而且真正当你把这个磁体做出来的时候
[01:28:31--01:28:32] 你才能相信
[01:28:32--01:28:35] 我这套工艺参数其实是可行的
[01:28:35--01:28:37] 那么这就是把这个磁体
[01:28:37--01:28:39] 真正做到这么高参数的一个磁体
[01:28:39--01:28:42] 你大概经历的从设计到制造的这些过程
[01:28:42--01:28:43] 需要去解决的问题
[01:28:43--01:28:44] 对
[01:28:44--01:28:46] 它相当于洪荒170的一个心脏还是什么
[01:28:46--01:28:49] 它其实是洪荒170的
[01:28:49--01:28:51] 有一个很关键的系统
[01:28:51--01:28:52] 就是环向磁场
[01:28:52--01:28:53] 叫TF
[01:28:53--01:28:54] 环向场磁体
[01:28:54--01:28:54] 对
[01:28:54--01:28:55] 环向场磁体
[01:28:56--01:28:57] 有18个
[01:28:57--01:29:01] 都是这18个磁体在170上拼起来之后
[01:29:01--01:29:04] 它的最高场大概是23特
[01:29:04--01:29:06] 而我为了充分验证
[01:29:06--01:29:09] 我在23特的条件下可以做出一个磁体
[01:29:09--01:29:11] 所以我的今天其实是用一个磁体
[01:29:11--01:29:13] 就实现了接近23特的这个参数
[01:29:13--01:29:14] 对
[01:29:14--01:29:18] 那么它其实是对于170的环向场磁体的一个
[01:29:18--01:29:21] 从设计到工艺的一个非常充分的验证
[01:29:21--01:29:23] 它不会直接上170
[01:29:23--01:29:25] 但是用制造
[01:29:25--01:29:29] 今天磁体的设计方法和工艺加工方法
[01:29:29--01:29:32] 我们肯定是能做出来170的那个环向场磁体的
[01:29:32--01:29:34] 因为那个磁体的参数其实没有这个高
[01:29:34--01:29:35] 它其实也是一个验证
[01:29:35--01:29:36] 它是个验证
[01:29:36--01:29:36] 对
[01:29:36--01:29:37] 它是个验证
[01:29:37--01:29:39] 那从今天磁体到洪荒170
[01:29:39--01:29:40] 它有多少步骤
[01:29:40--01:29:43] 还有也同样需要验证的这种磁系统
[01:29:43--01:29:44] 对的
[01:29:44--01:29:44] 有很多
[01:29:44--01:29:45] 对
[01:29:45--01:29:45] 洪荒170
[01:29:45--01:29:48] 如果按这个9到10个一级磁系统去看的话
[01:29:48--01:29:50] 其中有三个一级磁系统是成本最高的
[01:29:51--01:29:53] 磁体系统刚说过了
[01:29:53--01:29:54] 加热系统是一个系统
[01:29:54--01:29:55] 还有电源系统也是一个系统
[01:29:55--01:29:59] 那么这三个成本加起来大概占到了整个装置的
[01:30:00--01:30:01] 就是硬件成本的90%左右
[01:30:01--01:30:03] 那么这些系统里面
[01:30:03--01:30:04] 它的第一个样机
[01:30:04--01:30:07] 就类似于今天是对于
[01:30:07--01:30:09] 170的幻想场四骑的一个
[01:30:09--01:30:10] 首额的工艺的
[01:30:10--01:30:11] 就相当于颜的一个样件
[01:30:11--01:30:13] 加热系统也是一样的
[01:30:13--01:30:14] 第一台的发射机
[01:30:14--01:30:15] 我们也需要自己去研发
[01:30:15--01:30:16] 设计研发
[01:30:16--01:30:17] 去达到性能的目标
[01:30:17--01:30:19] 电源也是一样的
[01:30:19--01:30:20] 对 都是自己去做的
[01:30:20--01:30:22] 当然还有很多小的系统
[01:30:22--01:30:22] 什么诊断
[01:30:22--01:30:24] 这些低温
[01:30:24--01:30:24] 这种东西
[01:30:24--01:30:27] 都是需要去做这种验证的
[01:30:27--01:30:28] 它的基本逻辑是这样的
[01:30:28--01:30:30] 我们刚说了一台装置的
[01:30:30--01:30:31] 从设计到交付
[01:30:31--01:30:33] 前面会有一个物理设计
[01:30:33--01:30:35] 概念设计 工程设计
[01:30:35--01:30:35] 对吧
[01:30:35--01:30:37] 我们走高温超导
[01:30:37--01:30:38] 托克马克这条纪录
[01:30:38--01:30:39] 包括我们装置的设计
[01:30:39--01:30:40] 其实我们在物理设计阶段
[01:30:40--01:30:43] 是选用的相对保守的
[01:30:43--01:30:44] 跟30年前
[01:30:44--01:30:45] Ether的设计方法
[01:30:45--01:30:47] 是一样的设计路径
[01:30:47--01:30:49] 因为我们不希望去冒物理风险
[01:30:49--01:30:51] 我们不希望去冒科学风险
[01:30:51--01:30:52] 我们都是用的是
[01:30:52--01:30:53] 大家已经有非常多
[01:30:53--01:30:55] 实验证据的物理
[01:30:55--01:30:57] 去做我们的设计基础
[01:30:57--01:30:58] 那么换句话说
[01:30:58--01:31:00] 你用这种公式
[01:31:00--01:31:01] 这种参数去做物理设计的话
[01:31:01--01:31:03] 只要你的工程参数
[01:31:03--01:31:05] 能够达到你的设计指标
[01:31:05--01:31:06] 最终实现
[01:31:06--01:31:08] 最终这个等力子体的性能
[01:31:08--01:31:09] 它的概率是非常大的
[01:31:09--01:31:11] 因为我的物理是非常保守
[01:31:11--01:31:12] 非常传统的
[01:31:12--01:31:12] 只要我的
[01:31:12--01:31:14] 这些公式的输入参数
[01:31:14--01:31:14] 就是工程参数
[01:31:14--01:31:15] 能够满足指标
[01:31:15--01:31:17] 满足我的设计要求
[01:31:17--01:31:17] 我就可以了
[01:31:17--01:31:19] 所以我就把这台装置
[01:31:19--01:31:20] 最终等力子体能不能
[01:31:20--01:31:22] 比如说达到Q大于10的风险
[01:31:22--01:31:24] 从一个完整的系统上的
[01:31:24--01:31:25] 包括物理风险的事
[01:31:25--01:31:27] 变成了工程风险
[01:31:27--01:31:29] 那么对于工程风险上来说的话
[01:31:29--01:31:31] 它还是分两个
[01:31:31--01:31:31] 两个子类
[01:31:31--01:31:32] 其中第一个事就是
[01:31:32--01:31:33] 因为我这台装置的
[01:31:33--01:31:35] 工程参数都非常高
[01:31:35--01:31:37] 那么我能不能造出来
[01:31:37--01:31:39] 这么高参数的子系统
[01:31:39--01:31:41] 于是我就可以变成了
[01:31:41--01:31:42] 我每一个子系统
[01:31:42--01:31:43] 我得有个设计目标
[01:31:43--01:31:44] 我能不能拿一个
[01:31:44--01:31:46] 预言的一个设备
[01:31:46--01:31:47] 或者一个样品
[01:31:47--01:31:47] 一个样件
[01:31:47--01:31:48] 去证明
[01:31:48--01:31:50] 我可以把这个子系统交付
[01:31:50--01:31:51] 这就像今天磁体
[01:31:51--01:31:54] 对于TF滑翔场磁体一样
[01:31:54--01:31:55] 我做到了一个
[01:31:55--01:31:56] 可能比我最终上装置
[01:31:56--01:31:57] 那个参数还高
[01:31:57--01:31:57] 的一个磁体
[01:31:57--01:31:58] 我这个都能做出来
[01:31:58--01:31:59] 那我上装置
[01:31:59--01:32:00] 那个肯定能做出来
[01:32:00--01:32:00] 对
[01:32:00--01:32:01] 我的其他的系统
[01:32:01--01:32:02] 也是一样的逻辑
[01:32:02--01:32:03] 我就不需要真的
[01:32:03--01:32:04] 等我把那个装置
[01:32:04--01:32:04] 全部建起来
[01:32:04--01:32:05] 我才能够验证
[01:32:05--01:32:06] 我都能做出来
[01:32:06--01:32:07] 我每一个子系统的
[01:32:07--01:32:08] 第一个样件
[01:32:08--01:32:09] 我只要能做到
[01:32:09--01:32:10] 跟它一样的
[01:32:10--01:32:11] 工程参数的话
[01:32:11--01:32:12] 那我相信我是有能力
[01:32:12--01:32:14] 把它每一个子系统
[01:32:14--01:32:14] 都交付的
[01:32:14--01:32:16] 这就是我们将一个
[01:32:16--01:32:18] 系统上的
[01:32:18--01:32:19] 非常复杂的一个目标
[01:32:19--01:32:21] 就转化成了
[01:32:21--01:32:22] 一堆子系统的
[01:32:22--01:32:24] 高参数目标
[01:32:24--01:32:25] 且用每一个子系统的
[01:32:25--01:32:26] 第一个样件
[01:32:26--01:32:27] 去验证
[01:32:27--01:32:28] 我有能力把它做出来
[01:32:28--01:32:29] 这是它在转化思路
[01:32:29--01:32:31] 然后当然了
[01:32:31--01:32:31] 还有一个事
[01:32:31--01:32:32] 就是我刚说的
[01:32:32--01:32:32] 这么多子系统
[01:32:32--01:32:33] 你都能造出来
[01:32:33--01:32:34] 你能不能拼起来
[01:32:34--01:32:34] 拼起来性能
[01:32:34--01:32:35] 还是不是那个样子
[01:32:35--01:32:36] 对
[01:32:36--01:32:36] 那这件事
[01:32:36--01:32:37] 其实我们在
[01:32:37--01:32:38] 洪荒七零这台装置上
[01:32:38--01:32:40] 已经有非常充分的
[01:32:40--01:32:41] 锻炼和验证了
[01:32:41--01:32:42] 就是这台装置
[01:32:42--01:32:43] 子系统之间
[01:32:43--01:32:44] 是怎么配合的
[01:32:44--01:32:45] 接口是什么样子的
[01:32:45--01:32:46] 如果有矛盾
[01:32:46--01:32:47] 调A还是调B
[01:32:47--01:32:48] 怎么做取舍
[01:32:48--01:32:49] 他们在拼的过程中
[01:32:49--01:32:50] 有什么风险
[01:32:50--01:32:51] 什么时候是最好的
[01:32:51--01:32:52] 去检测
[01:32:52--01:32:53] 并且去修正
[01:32:53--01:32:54] 这些风险的时间点
[01:32:54--01:32:55] 在造七零的过程中
[01:32:55--01:32:57] 其实我们这个经验
[01:32:57--01:32:58] 是积累的非常充分的
[01:32:58--01:32:59] 为什么不能直接造
[01:32:59--01:33:00] 洪荒一七零
[01:33:00--01:33:02] 这个事两个方面
[01:33:02--01:33:03] 第一的话
[01:33:03--01:33:04] 洪荒一七零
[01:33:04--01:33:05] 是一个成本很高的
[01:33:05--01:33:06] 我们三十亿的一个设备
[01:33:06--01:33:08] 所以在几年前
[01:33:08--01:33:09] 刚开始创业的时候
[01:33:09--01:33:11] 我觉得我也没有这样的
[01:33:11--01:33:12] 一个直接拿到
[01:33:12--01:33:13] 这样资金支持的
[01:33:13--01:33:14] 一个能力
[01:33:14--01:33:16] 以及完全没干过
[01:33:16--01:33:16] 托克马克的
[01:33:16--01:33:17] 就四个人的团队
[01:33:17--01:33:19] 我觉得去拿到
[01:33:19--01:33:20] 这样提亮一个资金
[01:33:20--01:33:20] 是几乎不可能的
[01:33:20--01:33:21] 一件事情
[01:33:21--01:33:21] 对
[01:33:21--01:33:21] 对
[01:33:51--01:33:51] 一样的装置
[01:33:51--01:33:52] 低参数的装置
[01:33:52--01:33:53] 和高参数的装置
[01:33:53--01:33:54] 它的最大的
[01:33:54--01:33:56] 鸿沟是在哪呢
[01:33:56--01:33:57] 就是每一个子系统的
[01:33:57--01:33:58] 参数都变得很高
[01:33:58--01:33:59] 比如说
[01:33:59--01:34:00] 七零最高磁场
[01:34:00--01:34:00] 3.1特
[01:34:00--01:34:02] 一七零最高磁场
[01:34:02--01:34:02] 23特
[01:34:02--01:34:02] 对
[01:34:02--01:34:04] 这么高的一个磁场的
[01:34:04--01:34:05] 一个大概接近
[01:34:05--01:34:06] 十倍的这样一个变化
[01:34:06--01:34:07] 我就做一个子系统
[01:34:07--01:34:07] 比如说
[01:34:07--01:34:08] 惊天磁体
[01:34:08--01:34:09] 这样一个系统
[01:34:09--01:34:10] 做到22特左右
[01:34:10--01:34:10] 对
[01:34:10--01:34:12] 那么我就可以去验证
[01:34:12--01:34:13] 我有能力去把一七零
[01:34:13--01:34:14] 做出来
[01:34:14--01:34:15] 通过这样的一个
[01:34:15--01:34:17] 完整装置的验证
[01:34:17--01:34:18] 还有最核心的
[01:34:18--01:34:19] 最困难的
[01:34:19--01:34:19] 也是成本最高的
[01:34:19--01:34:20] 一个子系统的验证
[01:34:20--01:34:21] 当然我们同步
[01:34:21--01:34:22] 还会做其他子系统的
[01:34:22--01:34:23] 这个验证
[01:34:23--01:34:24] 最终证明
[01:34:24--01:34:25] 我有能力去把
[01:34:25--01:34:25] 一七零做出来
[01:34:25--01:34:26] 然后我再拿到
[01:34:26--01:34:28] 一七零这样建造的资金
[01:34:28--01:34:29] 我们再把一七零
[01:34:29--01:34:30] 无论是从里子里
[01:34:30--01:34:31] 就是我的团队的能力
[01:34:31--01:34:32] 能不能造出来
[01:34:32--01:34:34] 以及资金的支持上来说
[01:34:34--01:34:35] 因为你团队有这个能力
[01:34:35--01:34:36] 所以大家才会相信你
[01:34:36--01:34:37] 给你这样的钱
[01:34:37--01:34:38] 让你把这个装置
[01:34:38--01:34:38] 做出来
[01:34:38--01:34:39] 现在资金筹子怎么样
[01:34:39--01:34:41] 还在融资的过程中
[01:34:41--01:34:41] 对
[01:34:41--01:34:42] 这是一笔很大的钱
[01:34:42--01:34:43] 而且投资人
[01:34:43--01:34:45] 不能够对退出周期
[01:34:45--01:34:45] 有指望
[01:34:45--01:34:46] 我只能说
[01:34:46--01:34:47] 它确实是一个
[01:34:47--01:34:49] 周期比较长的一件事情
[01:34:49--01:34:50] 而且像我们说的
[01:34:50--01:34:51] 第一个商业化的
[01:34:51--01:34:52] 我们的产品
[01:34:52--01:34:53] 大概是30到35年
[01:34:53--01:34:54] 它确实还是有
[01:34:54--01:34:56] 这么一个研发周期的
[01:34:56--01:34:56] 对
[01:34:56--01:34:59] 所以对于资金的耐心
[01:34:59--01:35:00] 其实是要求蛮高的
[01:35:00--01:35:01] 全球有四台
[01:35:01--01:35:03] 在运行的全超导
[01:35:03--01:35:03] 对的
[01:35:03--01:35:04] 托卡马克
[01:35:04--01:35:05] 其他三台
[01:35:05--01:35:06] 能不能点评一下
[01:35:06--01:35:07] 其他三台
[01:35:07--01:35:09] 都是低温超导的装置了
[01:35:09--01:35:11] 一台就是我们刚说的
[01:35:11--01:35:12] 中国的EAST
[01:35:12--01:35:13] 在合肥的这台装置
[01:35:13--01:35:15] 一台是韩国的
[01:35:15--01:35:16] 叫KSTAR的装置
[01:35:16--01:35:17] 还有一台就是
[01:35:17--01:35:19] 日本建的JT60SA
[01:35:19--01:35:20] 因为Eater是一台
[01:35:20--01:35:22] 低温超导的托卡马克装置
[01:35:22--01:35:23] 在建Eater的同时
[01:35:23--01:35:24] 全世界范围内
[01:35:24--01:35:26] 建了这么几台装置
[01:35:26--01:35:27] 也就是那个时间点
[01:35:27--01:35:28] 去验证
[01:35:28--01:35:29] 比如说低温超导
[01:35:29--01:35:31] 到底工程上能不能做出来
[01:35:31--01:35:32] 以及它运行过程中
[01:35:32--01:35:33] 会遇到什么问题
[01:35:33--01:35:35] 长时间运行的时候
[01:35:35--01:35:36] 会有哪些工程挑战
[01:35:36--01:35:37] 所以这些都是
[01:35:37--01:35:38] 这三台装置
[01:35:38--01:35:40] 为Eater的整个的
[01:35:40--01:35:41] 低温超导的
[01:35:41--01:35:43] 当时的建造的可行性
[01:35:43--01:35:44] 和运行的稳定性
[01:35:44--01:35:45] 提供了非常多的经验
[01:35:45--01:35:46] 当然也是因为
[01:35:46--01:35:47] 它们是超导装置
[01:35:47--01:35:48] 所以比如说
[01:35:48--01:35:49] 国内EAST的这台装置
[01:35:49--01:35:50] 它尤其今年实现了
[01:35:50--01:35:52] 这个1000秒以上的
[01:35:52--01:35:53] 这样一个长脉冲的运行
[01:35:53--01:35:54] 也是新的世界纪录
[01:35:54--01:35:56] 因为只有超导装置
[01:35:56--01:35:57] 能够长时间运行
[01:35:57--01:35:58] 同种的做不到
[01:35:58--01:36:00] 所以在这些长脉冲
[01:36:00--01:36:01] 稳态运行
[01:36:01--01:36:02] 等于自己控制
[01:36:02--01:36:03] 这些事情
[01:36:03--01:36:04] 其实是这几台装置
[01:36:04--01:36:06] 都在不断地去
[01:36:06--01:36:07] 创新的世界纪录的
[01:36:07--01:36:08] 这样的一些过程
[01:36:08--01:36:09] 你们验证下来
[01:36:09--01:36:10] 觉得做出高温超导
[01:36:10--01:36:12] 相比低温超导
[01:36:12--01:36:13] 就是最终的优势
[01:36:13--01:36:13] 体现哪些
[01:36:13--01:36:15] 优势这件事
[01:36:15--01:36:16] 我觉得大家
[01:36:16--01:36:18] 可能都能够看到
[01:36:18--01:36:19] 优势就是
[01:36:19--01:36:23] 磁场高导致的装置尺寸小
[01:36:23--01:36:25] 然后造成的成本低
[01:36:25--01:36:26] 因为这个事
[01:36:26--01:36:27] 很直接的一些物理
[01:36:27--01:36:28] 就能告诉你这件事情
[01:36:28--01:36:29] 所以这件事
[01:36:29--01:36:30] 我并不认为
[01:36:30--01:36:32] 大家有很大的分歧
[01:36:32--01:36:33] 它的好处
[01:36:33--01:36:34] 其实是很多人
[01:36:34--01:36:34] 都能看出来的
[01:36:34--01:36:35] 为什么是我们
[01:36:35--01:36:36] 在推这件事情
[01:36:36--01:36:37] 或者说国内
[01:36:37--01:36:38] 唯一一个在推这个事
[01:36:38--01:36:38] 的原因
[01:36:38--01:36:40] 是因为这个东西太新了
[01:36:40--01:36:41] 就像我说的
[01:36:41--01:36:42] 其实这种材料
[01:36:42--01:36:44] 它的可加工性
[01:36:44--01:36:46] 包括这么高参数的条件下
[01:36:46--01:36:47] 能不能设计出来
[01:36:47--01:36:47] 设计出来
[01:36:47--01:36:48] 能不能制造出来
