[00:00:12--00:00:14] Hello 大家好,我是小骏
[00:00:14--00:00:17] 今天这期节目我们来到了美国纽约
[02:45:55--02:45:56] 嗯
[02:45:56--02:45:58] 你看到的世界也不是实质
[02:45:58--02:45:59] 对
[02:45:59--02:46:00] 所以
[02:46:00--02:46:02] 当你看一篇论的时候
[02:46:02--02:46:07] 重要的事情是打破这个论文给你的一个幻想
[02:46:07--02:46:10] 去追问一下这个论文背后
[02:46:10--02:46:12] 到底隐含着什么样的一个
[02:46:12--02:46:14] 一个一个实质性的东西
[02:46:14--02:46:15] 然后
[02:46:15--02:46:18] 我觉得research taste的来源就在于
[02:46:18--02:46:21] 大家能不能真的抛开所有的这些
[02:46:21--02:46:23] 虚无的像
[02:46:23--02:46:25] 然后去一直去通往
[02:46:25--02:46:27] 通往这个真理的道路
[02:46:27--02:46:28] 一直去求索
[02:46:28--02:46:29] 嗯
[02:46:29--02:46:31] 我觉得凯明这件事情做的是最好的
[02:46:31--02:46:34] 所以这件事情如果你想的长远一点就是说
[02:46:34--02:46:36] 我到底应该用什么样的方式指导我
[02:46:36--02:46:38] 怎么样去选择一个题目
[02:46:38--02:46:40] 到底做什么样的事情
[02:46:40--02:46:41] 对吧
[02:46:41--02:46:43] 然后这件事情又会涉及到
[02:46:43--02:46:45] 你在做research的过程中
[02:46:45--02:46:47] 具体每一步该做什么
[02:46:47--02:46:49] 我觉得所有事情都是一致的
[02:46:49--02:46:50] 嗯
[02:46:50--02:46:53] 然后我觉得research taste的不够好的
[02:46:53--02:46:55] 一个问题在于可能大家
[02:46:55--02:46:56] 会沉迷于这个像
[02:46:56--02:46:58] 这个像可能是
[02:46:58--02:47:00] 一个paper acceptance
[02:47:00--02:47:02] 可能是外界
[02:47:02--02:47:03] 像你说的
[02:47:03--02:47:04] 某种fame
[02:47:04--02:47:07] 可能是因为你可以很快的去把这件事情做出来
[02:47:07--02:47:10] 你够得到的这种一时的这种称赞
[02:47:10--02:47:12] 和和这种追捧
[02:47:12--02:47:13] 对
[02:47:13--02:47:14] 我觉得我觉得
[02:47:14--02:47:16] 对于凯明来说这件事情
[02:47:16--02:47:18] 完全complete out of his
[02:47:18--02:47:19] world model
[02:47:19--02:47:20] 对他完全不care
[02:47:20--02:47:21] 啊
[02:47:21--02:47:22] 我觉得
[02:47:22--02:47:24] 对
[02:47:24--02:47:26] 但但你要问我
[02:47:26--02:47:28] 具体research taste的有
[02:47:28--02:47:29] 如下ABCD几点啊
[02:47:29--02:47:31] 这件事情就比较比较难讲了
[02:47:31--02:47:34] 这件事情因为涉及到的东西也很也很多
[02:47:34--02:47:38] 因为因为其实research本身就像我说也是一个创意流程
[02:47:38--02:47:39] 也是一个写作的过程
[02:47:39--02:47:40] 对吧
[02:47:40--02:47:42] 从你的写作的
[02:47:42--02:47:43] by the way
[02:47:43--02:47:45] 凯明也是写作能力最强的人
[02:47:45--02:47:48] 他也非常鼓励我们说一定要开始早点开始写作
[02:47:48--02:47:50] 这件事情非常非常不幸
[02:47:50--02:47:51] 到我现在
[02:47:51--02:47:52] 哎
[02:47:52--02:47:53] 都已经这个一把年纪了
[02:47:53--02:47:54] 还是做不好
[02:47:54--02:47:55] 啊
[02:47:55--02:47:58] 就是凯明所有的论文都是在deadline前的
[02:47:58--02:47:59] 一个月做完的
[02:47:59--02:48:01] 只要在fair的时候是这样的
[02:48:01--02:48:02] 哦
[02:48:02--02:48:03] 哦
[02:48:03--02:48:07] 就是当其他人都还在为了deadline通宵奋战
[02:48:07--02:48:08] 然后
[02:48:08--02:48:11] 这个这个获得获得巨大的满足感的时候
[02:48:11--02:48:12] 凯明
[02:48:12--02:48:13] 你知道吗
[02:48:13--02:48:14] 就是那种闲云野鹤
[02:48:14--02:48:15] 然后
[02:48:15--02:48:17] 然后一个月把事情已经做完了
[02:48:17--02:48:21] 然后开始把它一一遍一遍的polish
[02:48:21--02:48:23] 然后观察着你们去感deadline吧
[02:48:23--02:48:24] 啊
[02:48:24--02:48:25] 我是一个非常chill的方式
[02:48:25--02:48:27] 然后把这件事情做到尽善尽美
[02:48:27--02:48:29] 他是一个月前全部做完
[02:48:29--02:48:30] 全部做完
[02:48:30--02:48:31] 哦
[02:48:31--02:48:32] 嗯
[02:48:32--02:48:33] 就paper要写完
[02:48:33--02:48:34] 不是说这个结果得到
[02:48:34--02:48:35] 是paper全部写完
[02:48:35--02:48:37] 这是一个已经publishable的一个不错的工作
[02:48:37--02:48:38] 那这是
[02:48:38--02:48:41] 这意味着他是要在什么时候开始写
[02:48:41--02:48:43] 那就是提前两个月开始写
[02:48:43--02:48:44] 他只要写一个月
[02:48:44--02:48:45] 呃
[02:48:45--02:48:46] 我一个月很长了
[02:48:46--02:48:47] 对
[02:48:47--02:48:48] 呃
[02:48:48--02:48:49] 当然他后面还会继续写
[02:48:49--02:48:50] 在deadline之前的这一个月
[02:48:50--02:48:51] 呃
[02:48:51--02:48:52] 会
[02:48:52--02:48:53] 会polish每一个表格
[02:48:53--02:48:54] 呃
[02:48:54--02:48:55] 就是每每个每个字吧
[02:48:55--02:48:56] 每个字吧
[02:48:56--02:48:57] 每个每个字吧
[02:48:57--02:48:58] 每个标点符号啊
[02:48:58--02:49:01] 比如说这件事情也也也也影响到我
[02:49:01--02:49:03] 比如说我现在就就有这种ocd对吧
[02:49:03--02:49:05] 就是这种应该怎么说强迫症
[02:49:05--02:49:06] 对
[02:49:06--02:49:08] 然后也是凯明时期带给我的
[02:49:08--02:49:09] 就是说
[02:49:09--02:49:11] 你的一行论文
[02:49:11--02:49:16] 不能有一行有小于60%的文字
[02:49:16--02:49:17] 啊
[02:49:17--02:49:18] 站
[02:49:18--02:49:19] 什么意思就是说
[02:49:19--02:49:20] 如果你有一行
[02:49:20--02:49:22] 你你有大半行是空的
[02:49:22--02:49:23] 啊
[02:49:23--02:49:24] 这个看起来不好看
[02:49:24--02:49:25] 你得把这一行占满
[02:49:25--02:49:28] 或者站的站的大概有百分之六七成满
[02:49:28--02:49:29] 哦
[02:49:29--02:49:30] 这样的paper看起来才比较
[02:49:30--02:49:31] 优雅
[02:49:31--02:49:32] 优雅
[02:49:32--02:49:33] 对
[02:49:33--02:49:34] 嗯
[02:49:34--02:49:35] 或者uniform
[02:49:35--02:49:36] 对
[02:49:36--02:49:37] 啊
[02:49:37--02:49:38] 哦
[02:49:38--02:49:39] 所以所以这也是我们现在每一篇paper最后
[02:49:39--02:49:40] 我都会
[02:49:40--02:49:41] 让大家所有学生
[02:49:41--02:49:42] 这个
[02:49:42--02:49:43] 对
[02:49:43--02:49:44] 你
[02:49:44--02:49:45] 你们好好看
[02:49:45--02:49:46] 你如果有一个什么trading word吧
[02:49:46--02:49:47] 你有你现在如果大家不注意的话
[02:49:47--02:49:48] 你会有一个
[02:49:48--02:49:49] 有一个有一个有一个词
[02:49:49--02:49:50] 然后
[02:49:50--02:49:51] 单独占一行在一个地方
[02:49:51--02:49:52] 啊
[02:49:52--02:49:53] 很难看的
[02:49:53--02:49:54] 对
[02:49:54--02:49:56] 然后的想法是说
[02:49:56--02:49:57] 呃
[02:49:57--02:49:58] 这个paper不是给你自己看
[02:49:58--02:49:59] 这个paper给别人看
[02:49:59--02:50:01] 所以你要在乎的是别人的观感
[02:50:01--02:50:02] 啊
[02:50:02--02:50:05] 你怎么样能够就是paper只是一个载体
[02:50:05--02:50:08] 我怎么样通过这样一个knowledge的载体
[02:50:08--02:50:10] 使得大家可以
[02:50:10--02:50:14] 比较顺畅的get到你自己的
[02:50:14--02:50:16] 这个这个想要表达的这个内核
[02:50:16--02:50:18] 他这个沟通界面要赏心悦目
[02:50:18--02:50:19] 啊
[02:50:19--02:50:20] 哎你总结的好好的
[02:50:20--02:50:21] 沟通界面要赏心悦目啊
[02:50:21--02:50:23] 所以保证你paper也不能太难看
[02:50:23--02:50:24] 对吧
[02:50:24--02:50:26] 然后你这个细节要做好啊
[02:50:26--02:50:29] 所以所有这一切你可以认为它也是某种
[02:50:29--02:50:30] research taste
[02:50:30--02:50:34] 但我觉得这件事情其实是一个general的
[02:50:34--02:50:38] 对于生活或者对于这宇宙一切的某种审美
[02:50:38--02:50:39] 嗯
[02:50:39--02:50:40] 啊
[02:50:40--02:50:42] 我觉得这件事情在我看来都是相通的
[02:50:42--02:50:43] 嗯
[02:50:43--02:50:44] 对吧
[02:50:44--02:50:46] 然后这也是为什么我们很在意我们自己的论文
[02:50:46--02:50:47] 呃
[02:50:47--02:50:52] 怎么样能够比较unique就是比比较有自己的这种独特性
[02:50:52--02:50:55] 然后我们可以呃有自己的网页的设计
[02:50:55--02:50:57] 然后我们会自己录一些视频
[02:50:57--02:50:58] 嗯
[02:50:58--02:51:01] 就是就是有很多人录视频
[02:51:01--02:51:02] 啊
[02:51:02--02:51:05] 是啊对但是有很多人觉得为什么你们要搞这些事情
[02:51:05--02:51:08] 这些事情跟跟跟这个research一点关系都没有
[02:51:08--02:51:10] 这难道不是一个destruction吗
[02:51:10--02:51:13] 为什么你要花额外的精力去去polish这些东西
[02:51:13--02:51:14] 嗯
[02:51:14--02:51:16] 你是不是就为了炒作营销啊
[02:51:16--02:51:17] 啊
[02:51:17--02:51:18] 我希望大家不这么觉得吧
[02:51:18--02:51:20] 因为因为我觉得我觉得
[02:51:20--02:51:21] 嗯
[02:51:22--02:51:23] 有你自己的一个风格
[02:51:23--02:51:24] 这件事情其实是非常重要的
[02:51:24--02:51:25] 嗯
[02:51:25--02:51:26] 嗯
[02:51:26--02:51:28] 然后这这也是为什么我们所有的paper都会用
[02:51:28--02:51:30] 一套这种模板
[02:51:30--02:51:32] 然后我们会有一些自己的设计
[02:51:32--02:51:35] 然后间接的我也希望把一些我的taste
[02:51:35--02:51:38] again我不能完全保证他们都很好
[02:51:38--02:51:39] 啊
[02:51:39--02:51:41] 但是sum up至少跟我的学生一起讨论吧
[02:51:41--02:51:44] 然后大家可以一起去把这件事情
[02:51:44--02:51:45] 嗯
[02:51:45--02:51:48] 至少一起能够去构思一起去想一想
[02:51:48--02:51:49] 对
[02:51:49--02:51:52] 我觉得这件事情也是在我看起来这个大的这个
[02:51:52--02:51:54] 这个research taste中间的一部分
[02:51:54--02:51:55] 嗯
[02:51:55--02:51:58] 它包含了很多很具体的小的细节
[02:51:58--02:51:59] 啊
[02:51:59--02:52:00] 非常非常非常多的细节
[02:52:00--02:52:01] 嗯
[02:52:01--02:52:02] 对对
[02:52:02--02:52:04] 但我觉得这也是为什么做research很有趣的点
[02:52:04--02:52:05] 我我昨天跟你说过
[02:52:05--02:52:08] 我这个从小的梦想其实是当个导演
[02:52:08--02:52:09] 嗯
[02:52:09--02:52:10] 嗯
[02:52:10--02:52:11] 从小的梦想
[02:52:11--02:52:13] 没有没有从什么时候破破灭了
[02:52:13--02:52:14] 呃
[02:52:14--02:52:15] 很快就破灭了
[02:52:15--02:52:16] 很不幸啊
[02:52:16--02:52:17] 但是
[02:52:17--02:52:19] 但我还是会看很多电影吧
[02:52:19--02:52:20] 然后但是我觉得
[02:52:20--02:52:21] 到后来我会发现
[02:52:21--02:52:23] research的过程跟拍电影过程
[02:52:23--02:52:24] 呃
[02:52:24--02:52:25] 其实没什么不一样
[02:52:25--02:52:26] 为什么呢
[02:52:26--02:52:28] 因为电影也需要发现一个主题
[02:52:28--02:52:29] 它也是经过探索
[02:52:29--02:52:31] 我我有一个我想要拍的故事
[02:52:31--02:52:32] 对啊
[02:52:32--02:52:34] 它也不应该是我站在此刻
[02:52:34--02:52:35] 我就觉得哦
[02:52:35--02:52:36] 我这个故事就是这样了
[02:52:36--02:52:38] 然后我直线通往彼岸
[02:52:38--02:52:39] 也不应该是这样的
[02:52:39--02:52:41] 你你也应该去拍电影
[02:52:41--02:52:42] 我觉得有很好的直觉
[02:52:42--02:52:43] 对
[02:52:43--02:52:44] 就是是的exactly
[02:52:44--02:52:45] 对吧
[02:52:45--02:52:46] 最差的电影就是说
[02:52:46--02:52:47] 我是个流水账的吧
[02:52:47--02:52:48] 我有这个我有A
[02:52:48--02:52:49] 中间没有什么冲突
[02:52:49--02:52:50] 然后通往B
[02:52:50--02:52:51] 然后事情结束了
[02:52:51--02:52:53] 我就我就我就我就放给你
[02:52:53--02:52:54] 啊
[02:52:54--02:52:56] 一个好的电影其实是说
[02:52:56--02:52:58] 或者说为什么我们写paper的时候
[02:52:58--02:52:59] 大家说哎
[02:52:59--02:53:01] 他讲的故事讲的很好啊
[02:53:01--02:53:03] 虽然这件事情可能甚至有点native
[02:53:03--02:53:04] storytelling
[02:53:04--02:53:05] storytelling对吧
[02:53:05--02:53:06] 嗯
[02:53:06--02:53:08] 电影是一个storytelling的过程
[02:53:08--02:53:09] 有一本书
[02:53:09--02:53:11] 其实我之前还跟学生推荐
[02:53:11--02:53:12] 我就我学我学习凯明
[02:53:12--02:53:13] 跟大家推荐一些
[02:53:13--02:53:14] 呃
[02:53:14--02:53:15] 这个不搭嘎的书
[02:53:15--02:53:17] 我跟大家推荐一本书叫做
[02:53:17--02:53:18] 就叫story
[02:53:18--02:53:19] 是这个麦基的这本书啊
[02:53:19--02:53:20] 这本书其实是
[02:53:20--02:53:22] 这是新闻学所有人都要
[02:53:22--02:53:23] 啊真的吗
[02:53:23--02:53:24] ok i see i see i see
[02:53:24--02:53:26] 对因为它里面讲对吧
[02:53:26--02:53:28] 你真正的这个故事本身
[02:53:28--02:53:30] 不是人物的背景
[02:53:30--02:53:34] 而是人物在特定时候的选择
[02:53:34--02:53:35] 啊
[02:53:35--02:53:37] 这件事情带来了冲突
[02:53:37--02:53:40] 然后带来了对这个世界的变化
[02:53:40--02:53:41] 推进剧情的发展
[02:53:41--02:53:43] 我觉得paper exactly就是这样
[02:53:43--02:53:45] 你写的这个paper本身
[02:53:45--02:53:47] technique当然重要
[02:53:47--02:53:49] 这个knowledge当然也很重要
[02:53:49--02:53:53] 但是也许更加重要的点
[02:53:53--02:53:56] 是你到底是怎么怎么到达这儿的
[02:53:56--02:53:58] 你到底中间做了哪些决策
[02:53:58--02:53:59] 嗯
[02:53:59--02:54:01] 对吧你的decision到底
[02:54:01--02:54:03] 到底是how did you make the decision
[02:54:03--02:54:04] 嗯
[02:54:04--02:54:06] 为什么这个decision很重要
[02:54:06--02:54:09] 为什么读者读了这个decision making的过程之后
[02:54:09--02:54:12] 也许他们自己也会受到启发
[02:54:12--02:54:14] 也许他们自己也能去做一个
[02:54:14--02:54:16] 完全不一样的事情
[02:54:16--02:54:18] 但 somehow又能跟我们present的这个东西
[02:54:18--02:54:19] 串起来
[02:54:19--02:54:22] 我觉得这件事情不就是拍电影吗
[02:54:22--02:54:23] 啊
[02:54:23--02:54:24] 然后
[02:54:24--02:54:28] 已经把research进化到了艺术的层面
[02:54:28--02:54:30] 哎呀不是这个pig说了吗
[02:54:30--02:54:31] 这个他不喜欢艺术家
[02:54:31--02:54:34] 我觉得我也我完全不是
[02:54:34--02:54:37] 我其实没有什么艺术的见解
[02:54:37--02:54:40] 也没有什么艺术的修养
[02:54:40--02:54:42] 啊更没有什么艺术的能力
[02:54:42--02:54:44] 但我还是觉得这世界上的每一个人
[02:54:44--02:54:46] 不管你是不是经历过这样的训练
[02:54:46--02:54:47] 啊
[02:54:47--02:54:50] 有一些非常非常common的
[02:54:50--02:54:51] 非常非常个人化
[02:54:51--02:54:53] 比如说这个Martin Scorsese说的吧
[02:54:53--02:54:56] 最有创创意的东西其实是最个人化
[02:54:56--02:54:57] 嗯
[02:54:57--02:54:59] 我觉得每个人都太不一样了
[02:54:59--02:55:00] 你怎么样在做
[02:55:00--02:55:02] 做research的过程中
[02:55:02--02:55:03] 也能发
[02:55:03--02:55:05] 发掘出来你心里面那团火的吧
[02:55:05--02:55:07] 你自己不一样的地方
[02:55:07--02:55:10] 然后用它来指导你的research taste
[02:55:10--02:55:12] 我觉得这件事情才是
[02:55:12--02:55:15] 在我看起来一个一个一个scientific的这个
[02:55:15--02:55:17] 这个道路上面很重要的一个东西
[02:55:17--02:55:18] 嗯
[02:55:18--02:55:20] 其实人在选择自己偏好
[02:55:20--02:55:22] 或者相信自己偏好这件事情上
[02:55:22--02:55:24] 是非常难的
[02:55:24--02:55:27] 因为大多数人都愿意走一条就是我们
[02:55:27--02:55:28] 一起走的路
[02:55:28--02:55:29] 因为它更安全
[02:55:29--02:55:30] 就包括你说的
[02:55:30--02:55:32] 做research的探索的过程
[02:55:32--02:55:34] 也是一种就是更加愿意相信自己
[02:55:34--02:55:36] 某种偏好的一个过程
[02:55:36--02:55:38] 对我觉得我觉得这件事情是这样
[02:55:38--02:55:41] 而且这件事情对research来说还还蛮重要的
[02:55:41--02:55:42] 嗯
[02:55:42--02:55:44] 还是有点玄学
[02:55:44--02:55:46] 但是其实这也是在A3班
[02:55:46--02:55:48] 然后于老师在我们本科时候
[02:55:48--02:55:49] 跟我们说过一句话
[02:55:49--02:55:51] 他说
[02:55:51--02:55:53] 不是因为看见所以相信
[02:55:53--02:55:54] 嗯
[02:55:54--02:55:55] 因为相信所以看见
[02:55:55--02:55:56] 嗯
[02:55:56--02:55:57] 哦
[02:55:57--02:55:59] 就如果你不相信这件事情的话
[02:55:59--02:56:00] 啊
[02:56:00--02:56:02] 你可能完全看不到这件事情
[02:56:02--02:56:03] 啊
[02:56:03--02:56:05] 按你按你按你设想的方式去发生
[02:56:05--02:56:06] 对
[02:56:06--02:56:08] 我觉得我觉得啊
[02:56:08--02:56:09] 哎
[02:56:09--02:56:10] 我觉得不能太玄学
[02:56:10--02:56:11] 但是就这一面
[02:56:11--02:56:12] 好我们有点虚了
[02:56:12--02:56:13] research还是一个
[02:56:13--02:56:14] 科学的
[02:56:14--02:56:15] 科学的过程
[02:56:15--02:56:16] 所以我认为
[02:56:16--02:56:17] 我们的决定
[02:56:17--02:56:18] 得要基于事实啊
[02:56:18--02:56:19] 不能不能
[02:56:19--02:56:21] 不能完全只是因为你相信一件事情
[02:56:21--02:56:22] 然后你就
[02:56:22--02:56:23] 你就你就
[02:56:23--02:56:24] 你就往那走
[02:56:24--02:56:25] 对这件事情肯定是错的
[02:56:25--02:56:26] 但是
[02:56:26--02:56:27] somehow还是有一点这个的成分
[02:56:27--02:56:28] 就是
[02:56:28--02:56:29] 大家还是有某种
[02:56:29--02:56:32] 自己的属于自己的这种精神的力量
[02:56:32--02:56:33] 其实能够去
[02:56:33--02:56:34] 改变
[02:56:34--02:56:35] 啊
[02:56:35--02:56:36] 你在study问题
[02:56:36--02:56:38] 或者你在看待这些问题的方式
[02:56:38--02:56:39] 嗯
[02:56:39--02:56:40] 我要拉回来
[02:56:40--02:56:41] 我们飘出去了
[02:56:41--02:56:42] 飘出去太远了
[02:56:42--02:56:43] 对
[02:56:43--02:56:44] 嗯
[02:56:45--02:56:46] 所以
[02:56:46--02:56:47] 你说research是
[02:56:47--02:56:48] 嗯
[02:56:48--02:56:49] 就是更重要的是你怎么做决定的
[02:56:49--02:56:50] 那你这个
[02:56:50--02:56:51] 嗯
[02:56:51--02:56:52] 做研究的这个历程
[02:56:52--02:56:53] 你刚才还是没有讲完
[02:56:53--02:56:54] 嗯
[02:56:54--02:56:55] 就是后面的决定是怎么做下去的
[02:56:55--02:56:56] 其他可能可以比较快
[02:56:56--02:56:57] 讲一下
[02:56:57--02:56:59] 因为其实有了现在铺垫很多事情也蛮好讲了
[02:56:59--02:57:01] 因为其实很多时候
[02:57:01--02:57:02] 我觉得
[02:57:02--02:57:05] 我觉得有有有很很好多点
[02:57:05--02:57:06] 呃
[02:57:06--02:57:07] 来指导
[02:57:07--02:57:08] 怎么做事情吧
[02:57:08--02:57:09] 第一是可能要
[02:57:09--02:57:11] 有某种质疑精神
[02:57:11--02:57:12] 啊
[02:57:12--02:57:13] 这件事情
[02:57:13--02:57:14] 我觉得应该不用讲吧
[02:57:14--02:57:17] 但是有时候在现在的这种竞争的环境下
[02:57:17--02:57:19] 大家可能会慢慢
[02:57:19--02:57:20] 丧失这种
[02:57:20--02:57:21] 都很难
[02:57:21--02:57:22] 嗯
[02:57:22--02:57:23] 对有点难
[02:57:23--02:57:24] 嗯
[02:57:24--02:57:25] 然后还有就是说
[02:57:25--02:57:26] 我觉得还是要
[02:57:26--02:57:27] 呃
[02:57:27--02:57:28] 我在我那个无线游戏的top里面讲
[02:57:28--02:57:29] 呃
[02:57:29--02:57:30] you are
[02:57:30--02:57:31] you are the genius of yourself
[02:57:31--02:57:33] 你是你自己的天才
[02:57:33--02:57:36] 希望你自己能够去做一个不一样的事情
[02:57:36--02:57:37] be different
[02:57:37--02:57:38] 这件事情
[02:57:38--02:57:41] 我觉得也是一个很high level的一个指导的一个原则
[02:57:41--02:57:42] 嗯
[02:57:42--02:57:43] 所以
[02:57:43--02:57:44] 就是说
[02:57:44--02:57:45] 那像像我们
[02:57:45--02:57:48] 我跟我跟我跟我当初的这个实习生呃
[02:57:48--02:57:50] 刘壮他现在也是一个
[02:57:50--02:57:51] 很强的这个researcher
[02:57:51--02:57:52] 他现在是
[02:57:52--02:57:54] 普林斯顿的一个一个教授了
[02:57:54--02:57:55] 啊
[02:57:55--02:57:57] 让我们一起做一个工作叫conf next
[02:57:57--02:57:58] 啊
[02:57:58--02:58:02] 这件事情可以看到对跟跟这个rest next的也是一个应应照
[02:58:02--02:58:03] 嗯
[02:58:03--02:58:04] 啊
[02:58:04--02:58:06] 然后呃这个paper title非常ambitious
[02:58:06--02:58:08] 叫做conf for the 2020s
[02:58:08--02:58:10] 就是202
[02:58:10--02:58:12] 2020年代的这个
[02:58:12--02:58:13] 转机神经网络
[02:58:13--02:58:14] 嗯
[02:58:14--02:58:15] 啊
[02:58:15--02:58:16] 可以猜一下这个名字谁取的
[02:58:16--02:58:17] 啊
[02:58:17--02:58:18] 开明
[02:58:18--02:58:19] 哈哈
[02:58:19--02:58:20] 对
[02:58:20--02:58:21] 其他人也不敢取这种名字
[02:58:21--02:58:22] 啊
[02:58:22--02:58:23] 又有x
[02:58:23--02:58:24] 啊
[02:58:24--02:58:25] 然后凯琳凯琳取了这个名字
[02:58:25--02:58:26] 然后我觉得我们做出来
[02:58:26--02:58:27] 呃
[02:58:27--02:58:28] 但这个paper其实很简单
[02:58:28--02:58:29] 就是说大家
[02:58:29--02:58:33] 认为在vit里面就是vision transformer里面最重要的东西是soft attention
[02:58:33--02:58:34] 但我们
[02:58:34--02:58:36] 我们质疑这件事情到底是不是真的
[02:58:36--02:58:38] 然后通过这样的质疑我们去
[02:58:38--02:58:39] 啊
[02:58:39--02:58:40] 去
[02:58:40--02:58:41] 这个这个这个铺叠这样的实验
[02:58:41--02:58:42] 对
[02:58:42--02:58:43] 然后最后发现
[02:58:43--02:58:45] 其实这件事情没有想象那么简单
[02:58:45--02:58:47] soft attention可能是最不重要的一环
[02:58:47--02:58:49] 整个的这些呃
[02:58:49--02:58:51] global这种architecture design
[02:58:51--02:58:53] 以及这些宏观跟微观design
[02:58:53--02:58:54] 才是决定啊
[02:58:54--02:58:58] 这个performance的一个一个更加至关重要的地方
[02:58:58--02:58:59] 对
[02:58:59--02:59:00] 所以这件事情
[02:59:01--02:59:02] 我觉得
[02:59:02--02:59:04] 对也是也是当初跟刘庄一起
[02:59:04--02:59:06] 但还有其他的同事一起
[02:59:06--02:59:09] 我觉得我们能够去提出这样的问题
[02:59:09--02:59:10] 有所质疑
[02:59:10--02:59:11] 然后
[02:59:11--02:59:12] 啊
[02:59:12--02:59:14] 就是刘庄做了大量大量的实验
[02:59:14--02:59:16] 把这件事情最后梳理清楚
[02:59:16--02:59:17] 对吧
[02:59:17--02:59:21] 然后然后我们有这样一个一个一个figure有这样一个plot在在paper里面
[02:59:21--02:59:25] 就是说我们现在怎么样从一步一步从一个卷积神经网络
[02:59:25--02:59:30] 通向一个这种层层次化的这种transformer架构
[02:59:30--02:59:31] 他每一步
[02:59:31--02:59:32] 哪些实验重要
[02:59:32--02:59:33] 哪些实验不重要
[02:59:33--02:59:34] 对吧
[02:59:34--02:59:36] 呃就是一系列的abolition study
[02:59:36--02:59:39] 然后这个图现在也变成了这个paper
[02:59:39--02:59:41] 呃我觉得我觉得还不错
[02:59:41--02:59:42] 可能也配得上他的题目
[02:59:42--02:59:46] 就是在此之后也没有人设计卷积神经网络的架构了
[02:59:46--02:59:47] 基本上
[02:59:47--02:59:48] 嗯
[02:59:48--02:59:52] 然后然后还有就是这个这个这个这个这个figure这个配图
[02:59:52--02:59:55] 现在变成了一个经典的配图啊
[02:59:55--02:59:58] 所以在各种各样的paper里面都能找到他的痕迹啊
[02:59:58--03:00:02] 这个这个图也是我当初花了很长时间手搓出来的
[03:00:02--03:00:03] 对
[03:00:03--03:00:04] 然后这件事情对我的启发也很大
[03:00:04--03:00:05] 就我觉得
[03:00:05--03:00:06] 对吧
[03:00:06--03:00:07] 就是其实大家是知道
[03:00:07--03:00:08] 因为这个图本身
[03:00:08--03:00:11] 他在讲关于这个paper里面的一些逻辑
[03:00:11--03:00:18] 但他所涵盖的这种怎么样去精细的做applation
[03:00:18--03:00:20] 并且控制变量的这样的一个方法
[03:00:20--03:00:24] 这件事情是可以被应用在很多很多不同的paper
[03:00:24--03:00:26] 不管你的topic是什么的
[03:00:26--03:00:27] 对
[03:00:27--03:00:28] 所以我觉得这件事情也很好玩
[03:00:28--03:00:29] 嗯
[03:00:29--03:00:30] 啊
[03:00:30--03:00:34] 然后后来呃可能可以谈一下比如dit对吧
[03:00:34--03:00:36] 然后但这个paper也是
[03:00:36--03:00:38] 然后这个paper又是一个
[03:00:38--03:00:39] 这就到nyu了
[03:00:39--03:00:40] 没有没有没有
[03:00:40--03:00:41] 这个也是也是fair
[03:00:41--03:00:42] 是fair的最后一个工作
[03:00:42--03:00:43] 哦
[03:00:43--03:00:44] 嗯
[03:00:44--03:00:46] 然后fair那个时候已经开始
[03:00:46--03:00:47] 有一些
[03:00:47--03:00:48] 啊
[03:00:48--03:00:49] culture shift
[03:00:49--03:00:50] ok
[03:00:50--03:00:51] 因为那时候
[03:00:51--03:00:52] chai gpt刚出来
[03:00:52--03:00:53] 哦
[03:00:53--03:00:54] opi啊
[03:00:54--03:00:55] 然后demind做的也非常好
[03:00:55--03:01:00] opi作为一个新兴的这样的一个research的力量
[03:01:00--03:01:01] 嗯
[03:01:01--03:01:06] 然后其实做了很多在fair大家想都不敢想啊
[03:01:06--03:01:07] 想
[03:01:07--03:01:08] 即使想了也做不了
[03:01:08--03:01:09] 做不到的事情
[03:01:09--03:01:10] 对
[03:01:10--03:01:15] 然后大家就开始在思考这个组织模式上到底出了什么问题
[03:01:15--03:01:17] 是不是要进行大的改革
[03:01:17--03:01:19] 其实已经进行了很多次这个real
[03:01:19--03:01:23] 这也是一个trigger是说为什么我觉得当初已经不是一个好的事件
[03:01:23--03:01:24] 我继续留在fair了
[03:01:24--03:01:25] 已经开始下滑了
[03:01:25--03:01:26] 倒也不是下滑
[03:01:26--03:01:30] 只是说大家的focus已经不在research上面了
[03:01:30--03:01:31] 嗯
[03:01:31--03:01:37] 大家会呃有开这种好几个小时几个小时的这种这种这种research的alignment的meeting
[03:01:37--03:01:40] 就是这种对接的这种会议
[03:01:40--03:01:41] 对其会议
[03:01:41--03:01:42] 对其会议啊
[03:01:42--03:01:46] 然后这个会议的唯一的topic就是说我们到底应该做啥
[03:01:46--03:01:47] 好
[03:01:47--03:01:53] 但这样的会议呃这个持续了比如说好几个星期的时间啊
[03:01:53--03:01:55] 还是没有办法确定
[03:01:55--03:01:57] 因为没有人会知道自己要要做什么
[03:01:57--03:02:02] 因为这件事情是完全反我刚刚说的这个research的正常的这种bottomup逻辑的
[03:02:02--03:02:03] 嗯
[03:02:03--03:02:04] 对吧
[03:02:04--03:02:06] 现在变成是说我们要坐在一起讨论
